name,popularity,popularity_0,vote_avg_0,year_of_release_0,budget_0,revenue_0,popularity_1,vote_avg_1,year_of_release_1,budget_1,revenue_1,popularity_2,vote_avg_2,year_of_release_2,budget_2,revenue_2,number_of_movies,popularity_beginning,vote_average_beginning,budget_beginning,revenue_beginning,popularity_middle,vote_average_middle,budget_middle,revenue_middle,popularity_end,vote_average_end,budget_end,revenue_end,Popularity (%)
Jada Pinkett Smith,19.353,46.779,7.041,2003.0,150000000.0,738599701.0,42.726,6.714,2003.0,150000000.0,424988211.0,78.6,6.897,2005.0,75000000.0,542063846.0,17.0,12.7694,6.3862000000000005,6700000.0,21622758.0,23.750000000000004,6.138,41400000.0,87692865.6,43.754,6.495857142857142,111571428.57142857,430590045.0,91.0
David Schwimmer,35.283,78.6,6.897,2005.0,75000000.0,542063846.0,60.678,6.493,2008.0,150000000.0,603900354.0,58.827,6.612,2012.0,145000000.0,746921274.0,9.0,16.033333333333335,5.900666666666666,58333333.333333336,103476541.0,52.93666666666667,6.639333333333333,79666666.66666667,384942464.3333333,38.453,6.608666666666667,135500000.0,343823402.0,91.0
Ryan Gosling,67.217,45.789,7.575,2011.0,15000000.0,78054825.0,41.818,7.901,2016.0,30000000.0,447407695.0,113.999,7.549,2017.0,150000000.0,259239658.0,15.0,28.830600000000004,7.0078000000000005,22100000.0,62135444.4,17.1012,6.732600000000001,14540000.0,23531224.8,22.9926,6.618399999999999,25660000.0,70479263.6,91.0
Chevy Chase,41.737,45.986,7.117,1983.0,15000000.0,61399552.0,66.696,7.222,1989.0,27000000.0,71319546.0,44.219,6.3,2015.0,31000000.0,104384188.0,21.0,15.290428571428572,6.182,6000035.714285715,39429844.71428572,20.958142857142857,6.190428571428571,22577965.714285713,41308761.14285714,15.985,5.844571428571429,34942857.14285714,27215646.42857143,91.0
Kevin Spacey,26.006,40.997,8.193,1995.0,6000000.0,23341568.0,35.5,8.021,1999.0,15000000.0,356296601.0,53.906,7.45,2017.0,34000000.0,226945087.0,28.0,13.891444444444444,6.378333333333334,13500000.0,33194510.666666668,26.098,7.208555555555555,44300000.0,148761236.33333334,20.164900000000003,6.415900000000001,34060000.0,90035692.1,91.0
Jamie Lee Curtis,34.282,50.361,7.561,1978.0,325000.0,70274000.0,51.849,6.5,2018.0,10000000.0,259900000.0,63.555,7.845,2019.0,40000000.0,312897920.0,30.0,27.2837,6.4333,3407500.0,29551859.0,19.1257,6.2619,22850000.0,72084931.1,18.499,5.923699999999999,19900000.0,47027731.4,91.0
Ice-T,21.032,9.307,6.551,1991.0,8500000.0,47624253.0,18.213,5.75,1995.0,25000000.0,19075720.0,1325.174,7.957,0.0,15000000.0,0.0,9.0,14.030333333333331,6.2989999999999995,7500000.0,27544596.0,13.79,5.824333333333333,12800000.0,9902762.0,18.75166666666667,5.207999999999999,44000000.0,63169549.0,91.0
Michelle Pfeiffer,31.503,81.492,8.165,1983.0,25000000.0,66023329.0,35.001,6.047,2012.0,150000000.0,245527149.0,47.504,6.707,2017.0,55000000.0,352794081.0,32.0,21.5723,6.484999999999999,16450000.0,37687768.8,18.8682,6.4691,40300000.0,97910251.3,21.508166666666668,6.484916666666667,42250000.0,78463635.0,91.0
Ashton Kutcher,41.122,42.621,7.562,2004.0,13000000.0,96060858.0,35.402,6.288,2011.0,25000000.0,149228077.0,12.693,6.1,2013.0,12000000.0,42100000.0,17.0,14.1926,5.5409999999999995,23600000.0,59112361.2,24.603,6.7146,34600000.0,106870322.0,20.651285714285713,5.930428571428571,34714285.71428572,119685914.42857143,91.0
Anne Hathaway,106.183,75.952,7.388,2006.0,35000000.0,326706115.0,162.321,8.42,2014.0,165000000.0,701729206.0,46.305,6.552,2016.0,170000000.0,299457024.0,14.0,20.47225,6.395250000000001,15250000.0,52538224.75,27.61375,6.78825,32875000.0,152910302.0,59.4425,6.618833333333334,79500000.0,333726426.5,90.0
Drew Barrymore,38.724,40.82,7.514,1982.0,10500000.0,792965500.0,44.332,7.782,2001.0,6000000.0,7500000.0,38.714,6.851,2004.0,75000000.0,196482882.0,36.0,14.374666666666668,5.9777499999999995,9400000.0,79820981.83333333,23.500833333333333,6.291583333333333,29916666.666666668,66051876.333333336,22.075666666666667,6.355833333333333,42083333.333333336,93225125.91666669,90.0
Steven Seagal,54.763,27.456,6.249,1992.0,35000000.0,156563139.0,24.15,5.8,1995.0,60000000.0,104324083.0,26.551,6.34,2010.0,20000000.0,45491656.0,30.0,21.780899999999995,5.8767,34850000.0,62043207.8,12.697,4.599100000000001,17670000.0,10790070.4,13.266199999999998,4.7372000000000005,12400000.0,4555536.5,90.0
Sean Penn,26.518,29.203,7.561,1997.0,50000000.0,109423648.0,25.854,7.75,2003.0,25000000.0,156822020.0,19.159,7.338,2003.0,20000000.0,60427839.0,28.0,14.335333333333333,6.443444444444443,10500000.0,16216562.333333334,19.05333333333333,6.888333333333333,23944444.444444444,48094475.777777776,15.090300000000004,6.613300000000001,33200000.0,59813358.1,90.0
Liam Neeson,89.619,66.416,8.571,1993.0,22000000.0,321365567.0,38.149,6.535,1999.0,115000000.0,924317558.0,97.172,7.39,2008.0,25000000.0,226830568.0,48.0,11.8724375,6.0605625,8156250.0,17108881.3125,28.5525625,6.6858125,54812500.0,169521020.0625,38.88975,6.445375,86843750.0,276131228.9375,90.0
Jane Fonda,41.105,21.529,6.0,1968.0,9000000.0,2500000.0,18.579,6.177,2005.0,43000000.0,154749918.0,16.596,7.344,2013.0,25000000.0,115922175.0,16.0,13.5382,6.2974000000000006,6168000.0,14950733.4,10.8432,6.448600000000001,6280000.0,45407642.2,12.376333333333337,6.468666666666667,16958333.333333332,50899238.0,90.0
Hilary Duff,28.932,17.709,6.31,2003.0,17000000.0,55534455.0,32.407,6.534,2004.0,19000000.0,70067909.0,14.594,6.5,2004.0,15000000.0,14867514.0,10.0,13.910333333333334,6.035,18000000.0,21455297.333333332,19.543000000000003,6.363666666666667,25333333.333333332,105271492.33333331,16.3215,5.87275,20000000.0,39198791.5,90.0
Emma Watson,73.564,147.479,7.761,2010.0,250000000.0,954305868.0,158.527,8.104,2011.0,125000000.0,1341511219.0,75.291,6.968,2017.0,160000000.0,1266115964.0,10.0,152.05966666666666,7.879333333333332,118333333.33333331,880989528.6666666,91.879,7.200333333333333,120000000.0,640360579.6666666,95.288,7.57175,157850000.0,816208495.0,90.0
Patrick Swayze,29.082,32.129,7.344,1987.0,6000000.0,214577242.0,41.922,7.2,1990.0,22000000.0,505000000.0,33.5,7.137,1991.0,24000000.0,83531958.0,22.0,29.933,6.344142857142857,10645714.285714284,51958482.85714286,18.62385714285714,6.769428571428572,16142857.142857144,96587759.14285716,16.568624999999997,6.193125,15896125.0,9248676.125,90.0
James Earl Jones,51.292,117.613,8.204,1977.0,11000000.0,775398007.0,130.153,8.255,1994.0,45000000.0,763455561.0,102.995,7.123,2019.0,260000000.0,1663075401.0,32.0,28.3887,6.828,11365000.0,205113959.9,23.500000000000004,6.7749,20400000.0,107370128.3,21.465416666666663,5.911333333333334,36375000.0,88606389.08333333,90.0
Gwyneth Paltrow,30.384,67.642,8.37,1995.0,33000000.0,327311859.0,95.973,6.835,2010.0,200000000.0,623933331.0,74.059,6.927,2013.0,200000000.0,1215577205.0,27.0,16.36911111111111,6.194555555555556,24666666.666666668,70041721.44444445,18.80155555555556,6.149888888888889,35111111.11111111,103682827.1111111,22.76611111111111,6.4992222222222225,32644444.444444444,88420310.66666667,90.0
Kevin Hart,43.751,43.228,6.414,2016.0,50000000.0,216972543.0,41.259,6.826,2017.0,90000000.0,995339117.0,61.684,6.921,2019.0,125000000.0,801693929.0,13.0,40.661750000000005,5.43825,34750000.0,165795011.5,23.765,5.4985,51250000.0,55151648.5,17.0134,5.7292,32600000.0,101999232.6,90.0
Pierce Brosnan,63.501,34.028,6.881,1995.0,58000000.0,352194034.0,33.905,5.969,2002.0,140000000.0,431971116.0,35.064,6.97,2008.0,52000000.0,609841637.0,28.0,11.92122222222222,5.656555555555555,13142029.333333334,57270003.666666664,22.700666666666663,6.358888888888889,67777777.77777778,137327125.1111111,19.5495,6.2496,28350000.0,45934794.0,90.0
Kate Hudson,46.998,28.342,6.76,2003.0,50000000.0,177502387.0,12.324,6.607,2005.0,43000000.0,93983911.0,31.335,6.238,2009.0,30000000.0,115375850.0,17.0,16.657999999999998,6.328200000000001,34800000.0,56893612.0,14.1594,5.704,35400000.0,60538463.6,16.20542857142857,5.936857142857143,35428571.428571425,56060291.85714286,90.0
Tommy Lee Jones,47.148,68.458,7.187,1997.0,90000000.0,589390539.0,53.529,6.995,2011.0,140000000.0,370569774.0,44.335,6.512,2012.0,225000000.0,624026776.0,34.0,13.301181818181815,6.140363636363637,10109090.909090908,49299482.09090909,20.522454545454544,6.515727272727273,45818181.81818182,100228913.27272728,23.135499999999997,6.565166666666667,69000000.0,165856502.91666666,90.0
Channing Tatum,58.692,28.157,6.878,2012.0,42000000.0,201585328.0,35.904,6.447,2013.0,150000000.0,205366737.0,62.954,5.441,2015.0,176000003.0,183987723.0,16.0,19.9876,6.2972,12000000.0,37226169.0,20.431,5.849200000000001,59000000.0,88076994.2,22.82116666666667,6.093166666666666,41166666.666666664,161695058.83333334,90.0
Dustin Hoffman,25.285,31.364,7.76,1988.0,25000000.0,354825435.0,29.973,6.83,1991.0,70000000.0,300855000.0,88.74,7.246,2008.0,130000000.0,631744560.0,41.0,15.26546153846154,6.80623076923077,10311538.461538462,58514965.07692308,15.886153846153848,6.363846153846153,38849230.76923077,67307420.6923077,20.6054,6.577466666666666,49133333.333333336,128490540.2,90.0
Anthony Hopkins,48.273,16.584,8.343,1991.0,19000000.0,272742922.0,6.47,6.771,2001.0,87000000.0,351692268.0,91.98,6.767,2011.0,150000000.0,449326618.0,33.0,18.591181818181816,6.952272727272727,17409090.90909091,58863311.18181818,21.26318181818182,6.648,39818181.81818182,67752990.36363636,35.60981818181818,6.373727272727273,71454545.45454545,126161039.72727272,90.0
Steve Martin,45.433,22.082,6.281,2003.0,40000000.0,190212113.0,29.802,6.142,2005.0,60000000.0,129181830.0,23.645,5.825,2006.0,65000000.0,158851357.0,33.0,14.983363636363634,6.663636363636363,11827272.727272728,39864444.27272727,15.35609090909091,6.293272727272727,20818184.181818184,65963283.72727273,17.28245454545454,6.0476363636363635,39753138.45454545,96422527.72727272,90.0
Hugh Jackman,43.741,38.681,8.093,2013.0,46000000.0,122126687.0,61.389,7.525,2014.0,250000000.0,747862775.0,61.943,7.819,2017.0,97000000.0,619021436.0,19.0,6.6385000000000005,6.346166666666666,59416666.666666664,145296225.0,33.08816666666667,6.7955000000000005,76333333.33333333,155134871.83333334,24.790857142857146,6.713714285714286,80733429.28571428,190670186.2857143,90.0
Charlie Sheen,34.881,22.624,7.173,1987.0,15000000.0,43848069.0,29.619,6.56,1991.0,26000000.0,181096164.0,426.884,7.454,0.0,0.0,0.0,35.0,24.645818181818186,6.653363636363636,7845454.545454546,32873717.272727273,18.60172727272727,5.802727272727273,20181818.181818184,51075595.72727273,22.327384615384616,5.93376923076923,30461538.46153846,71560824.07692307,90.0
Hugh Grant,32.096,20.43,6.758,1994.0,4400000.0,245700832.0,27.434,7.262,1999.0,42000000.0,363889678.0,14.048,6.656,2002.0,27000000.0,129000000.0,24.0,12.702375,6.3365,3287500.0,35059654.0,17.449625,6.525875,21375000.0,133768761.375,26.027375,6.2197499999999994,52125000.0,150188012.25,90.0
Tyler Perry,34.926,10.867,5.184,2012.0,45000000.0,30353232.0,87.603,7.892,2014.0,61000000.0,369330363.0,36.173,7.132,2021.0,75000000.0,791863.0,7.0,10.225,6.51,3000000.0,49585458.0,14.0275,6.516,10000000.0,75290466.0,13.599333333333334,6.017666666666667,30000000.0,50155369.0,90.0
Kate Winslet,49.157,139.51,7.899,1997.0,200000000.0,2264162353.0,50.78,8.101,2004.0,20000000.0,72258126.0,30.625,7.438,2008.0,32000000.0,108902486.0,18.0,15.592,6.738,8666666.666666666,29635837.666666668,29.167333333333335,6.990000000000001,64000000.0,101619981.16666669,19.123,6.790333333333333,32000000.0,66675733.5,89.0
John Goodman,40.655,33.852,7.841,1998.0,15000000.0,47010480.0,134.323,7.836,2001.0,115000000.0,579707738.0,67.665,7.031,2013.0,200000000.0,743559607.0,49.0,11.750125,6.1141875,10015625.0,27610210.625,29.598625,6.1845,41828125.0,94847551.125,30.741823529411764,6.646470588235295,67852941.1764706,163778593.2352941,89.0
Dennis Quaid,48.254,56.146,7.17,1998.0,15000000.0,92108518.0,40.146,6.513,2004.0,125000000.0,552639571.0,17.595,6.378,2008.0,40000000.0,152039882.0,43.0,13.372785714285714,6.314285714285715,11342857.142857144,27704604.92857143,17.082642857142854,6.477785714285716,26178571.42857143,43457381.28571428,27.040933333333335,6.126600000000001,49533333.333333336,97797615.93333334,89.0
Vince Vaughn,45.776,28.676,6.348,2004.0,20000000.0,167722310.0,1.294,6.254,2013.0,58000000.0,44000000.0,135.456,8.193,2016.0,40000000.0,175302354.0,27.0,12.148111111111112,6.2026666666666666,25688888.888888888,90653427.0,19.39933333333333,5.9543333333333335,37072222.222222224,108284389.77777778,24.687111111111108,6.028666666666667,60555555.55555555,143692659.7777778,89.0
Jennifer Garner,49.382,35.245,6.737,2004.0,37000000.0,96455697.0,23.316,7.932,2013.0,5000000.0,55736588.0,19.819,8.04,2018.0,17000000.0,66316289.0,14.0,20.71025,6.051500000000001,50750000.0,152022127.25,35.21425,6.82325,46000000.0,137847786.75,15.405,6.2535,23833333.333333332,97600189.16666669,89.0
Christina Applegate,30.012,20.172,6.72,2004.0,26000000.0,90574188.0,44.219,6.3,2015.0,31000000.0,104384188.0,21.997,6.498,2016.0,20000000.0,183936074.0,17.0,18.8544,6.160800000000001,24600000.0,31192518.4,16.1248,5.8434,22800000.0,40052683.2,21.33328571428571,5.774714285714285,48285714.28571428,125439306.28571428,89.0
Christopher Reeve,20.314,49.44,7.12,1978.0,55000000.0,300218018.0,22.947,5.498,1983.0,39000000.0,75850624.0,30.173,4.532,1987.0,17000000.0,19300000.0,12.0,21.903,6.6552500000000006,24775000.0,95376892.25,12.958,5.758,11750000.0,8003584.75,12.98725,6.66075,21875000.0,13331058.75,89.0
Jack Black,53.103,88.74,7.246,2008.0,130000000.0,631744560.0,82.437,6.972,2011.0,150000000.0,665692281.0,65.926,6.9,2016.0,145000000.0,521170825.0,30.0,20.3999,6.0328,44810000.0,74589444.9,26.9817,6.227200000000001,45800000.0,118640032.9,17.153499999999998,6.2637,43000000.0,72988192.4,89.0
David Hasselhoff,29.97,30.44,6.273,2006.0,82500000.0,240685326.0,80.772,7.622,2017.0,200000000.0,863756051.0,210.863,7.531,0.0,0.0,0.0,8.0,11.186,5.9254999999999995,9250000.0,83583694.0,24.9985,5.856,17500000.0,84818238.0,34.84675,5.8315,45125000.0,143323642.25,89.0
Kirstie Alley,19.923,15.83,6.276,1989.0,7500000.0,296999813.0,14.058,5.491,1990.0,0.0,47789074.0,21.325,6.468,1995.0,0.0,19474589.0,14.0,14.5095,6.3134999999999994,10000000.0,38671253.75,14.0805,6.095,1875000.0,94512303.5,14.232166666666666,6.256666666666667,18166666.666666668,15350448.5,89.0
Larry the Cable Guy,36.933,69.198,6.94,2006.0,120000000.0,461983149.0,88.193,6.085,2011.0,200000000.0,559852396.0,84.683,6.855,2017.0,175000000.0,383925276.0,3.0,4.36,5.477,0.0,604856.0,62.625,6.94,120000000.0,461983149.0,7.614,4.826,12.0,0.0,89.0
Matthew Perry,94.124,25.01,6.443,2000.0,41300000.0,106371651.0,48.531,6.292,2009.0,20000000.0,136316880.0,441.981,8.442,0.0,0.0,0.0,11.0,16.834666666666667,5.521,6666666.666666667,20109983.333333332,19.715333333333337,5.887666666666667,30433333.333333332,37490550.333333336,20.7068,5.8713999999999995,30800000.0,57974140.8,89.0
Danny Glover,34.405,36.396,7.287,1987.0,15000000.0,120207127.0,51.083,6.263,1990.0,35000000.0,57120318.0,161.744,7.408,2004.0,1200000.0,103911669.0,35.0,24.31054545454546,6.686909090909091,16819090.90909091,70896787.36363636,21.658090909090912,6.424272727272728,54636363.63636363,125250435.72727272,30.714461538461535,6.22876923076923,39646153.84615385,110078843.15384616,89.0
Katie Holmes,34.681,71.415,7.702,2005.0,150000000.0,374218673.0,17.714,5.769,2010.0,25000000.0,36993168.0,22.071,5.979,2020.0,10000000.0,20311536.0,16.0,13.5112,6.1908,15300000.0,17050180.0,12.7504,6.008,16260000.0,21778733.8,25.18616666666667,6.034333333333333,47916666.666666664,91523174.83333331,89.0
Natalie Portman,55.763,50.651,7.897,2006.0,54000000.0,132511035.0,39.482,7.675,2010.0,13000000.0,329398046.0,91.98,6.767,2011.0,150000000.0,449326618.0,22.0,32.111000000000004,6.981000000000002,45571428.571428575,188662165.14285713,25.71842857142857,6.880857142857144,53428571.428571425,166433444.7142857,24.888999999999996,6.591749999999999,20737500.0,90011938.125,89.0
Russell Crowe,61.606,78.587,8.21,2000.0,103000000.0,465361176.0,67.495,7.853,2001.0,58000000.0,316800000.0,30.342,7.111,2016.0,50000000.0,62788218.0,19.0,14.0775,6.536666666666666,21333333.666666668,34718593.833333336,32.27316666666667,7.241333333333333,83500000.0,182754384.0,24.46814285714286,6.796571428571428,81571428.57142857,137347045.2857143,89.0
Eva Longoria,37.813,10.359,5.537,2008.0,10000000.0,0.0,38.718,6.64,2018.0,12000000.0,91244913.0,273.317,7.933,0.0,80000000.0,516642939.0,6.0,15.291,6.2195,31000000.0,42388816.5,16.7435,5.6274999999999995,35000000.0,64226591.5,18.9405,6.7335,11000000.0,5086841.0,89.0
Emma Stone,94.758,90.379,6.693,2012.0,215000000.0,757930663.0,41.818,7.901,2016.0,30000000.0,447407695.0,109.711,8.049,2021.0,200000000.0,233503234.0,11.0,31.298,6.307666666666667,20000000.0,83339452.0,23.346333333333337,6.280666666666666,24533333.333333332,62055632.666666664,36.447399999999995,7.055,35600000.0,138297634.2,89.0
Tom Selleck,49.816,14.471,6.167,1987.0,11000000.0,242780960.0,19.741,5.9,2010.0,75000000.0,98159963.0,379.881,7.749,0.0,0.0,0.0,13.0,16.1795,6.058999999999999,1125000.0,22280000.0,10.260750000000002,5.88475,4750000.0,68933018.75,26.9278,5.9902,60000000.0,59148802.4,88.0
Diane Keaton,27.117,164.432,8.71,1972.0,6000000.0,245066411.0,84.987,8.59,1974.0,13000000.0,102600000.0,73.774,7.425,1990.0,54000000.0,136766062.0,24.0,19.07575,7.165000000000001,3875000.0,34139842.875,20.489125,6.458125,19312500.0,44473610.25,13.169,6.0765,26500000.0,65826970.75,88.0
Wesley Snipes,35.955,49.122,6.767,1998.0,45000000.0,131183530.0,29.303,6.519,2002.0,54000000.0,155010032.0,37.685,5.854,2004.0,65000000.0,128905366.0,28.0,15.2,6.175333333333334,16944444.444444444,47037455.0,18.24888888888889,6.160333333333333,35555555.55555555,49142475.222222224,19.9476,5.808400000000001,24300000.0,29777683.5,88.0
Colin Farrell,20.15,17.232,7.483,2008.0,15000000.0,34533783.0,42.363,6.001,2012.0,125000000.0,198802074.0,22.499,7.039,2015.0,4000000.0,15656193.0,25.0,18.803,6.79525,40000000.0,91500561.875,19.237125,6.40025,58375000.0,81173081.375,20.165555555555557,6.450777777777777,34333333.333333336,69856293.1111111,88.0
Dick Van Dyke,26.182,35.682,7.571,1964.0,6000000.0,103082380.0,17.876,6.789,1968.0,10000000.0,0.0,34.963,6.574,2006.0,110000000.0,574480841.0,7.0,11.2495,6.449999999999999,12500000.0,13199000.0,30.519,7.18,8000000.0,51541190.0,18.709999999999997,6.465333333333334,53333333.333333336,218438552.0,88.0
Rob Lowe,29.355,16.911,6.695,1992.0,20000000.0,183097323.0,58.433,5.41,2014.0,40000000.0,126069509.0,234.384,8.058,0.0,0.0,0.0,17.0,15.810200000000004,6.2014000000000005,6600000.0,26360765.8,16.3448,6.149800000000001,7300000.0,59041840.2,21.18042857142857,6.299714285714286,34428571.428571425,122428588.71428572,88.0
Jennifer Love Hewitt,47.654,20.361,5.95,1997.0,17000000.0,125586134.0,21.018,5.325,1998.0,65000000.0,40002112.0,233.766,8.081,0.0,0.0,0.0,11.0,21.22,6.145666666666666,23333333.333333332,60968490.666666664,14.792333333333332,5.156666666666666,25000000.0,21872752.333333332,45.5236,5.997199999999999,41106534.6,101530965.8,88.0
Heath Ledger,30.359,49.253,7.584,1999.0,16000000.0,53478166.0,40.002,7.802,2005.0,14000000.0,178043761.0,127.121,8.513,2008.0,185000000.0,1004558444.0,14.0,28.112499999999997,6.9465,30000000.0,61439442.5,21.4735,6.150250000000001,37000000.0,34228435.0,33.69,7.145666666666666,41500000.0,215125445.5,88.0
Antonio Banderas,56.918,31.956,6.557,1998.0,95000000.0,250288523.0,33.321,7.524,2011.0,13000000.0,33750478.0,311.731,8.261,2022.0,90000000.0,482129780.0,37.0,16.5705,6.088583333333332,24616666.666666668,56147562.75,31.932916666666667,6.04225,59000000.0,152717005.08333334,35.762846153846155,6.1716923076923065,53076923.07692308,181897414.6153846,88.0
