name,genre_ids,movies,popularity,genre_mean,genre_mean_weighted
Ashley Jensen,"[[14, 12, 16, 10751], [35, 18, 10749], [16, 10751, 12]]","['How to Train Your Dragon', 'The Lobster', 'How to Train Your Dragon: The Hidden World']","[68.97, 22.499, 80.49]","['Adventure', 'Animation', 'Family']",['Family']
Patrick Wilson,"[[27, 53], [27, 53], [27, 53]]","['The Conjuring', 'The Conjuring 2', 'Insidious']","[103.675, 98.322, 52.898]","['Horror', 'Thriller']",['Thriller']
Chloe Coleman,"[[878, 28, 12], [10751, 28, 35], [12, 14, 35]]","['65', 'My Spy', 'Dungeons & Dragons: Honor Among Thieves']","[89.381, 21.372, 273.603]","['Action', 'Adventure', 'Comedy']",['Family']
Sydney Sweeney,"[[53], [35, 18, 53]]","['The Voyeurs', 'Once Upon a Time… in Hollywood']","[29.836, 54.679]",['Thriller'],['Thriller']
Adam Sandler,"[[16, 35, 10751, 14], [28, 35, 878], [35, 10749]]","['Hotel Transylvania', 'Pixels', '50 First Dates']","[60.274, 53.013, 38.714]",['Comedy'],['Family']
Rick Hoffman,"[[27], [28, 12, 878, 53]]","['Hostel', 'The Day After Tomorrow']","[37.45, 40.146]","['Horror', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",['Science Fiction']
Mads Mikkelsen,"[[28, 12, 14], [18], [12, 28, 53]]","['Doctor Strange', 'The Hunt', 'Casino Royale']","[75.069, 24.767, 44.559]","['Action', 'Adventure']",['Action']
Evangeline Lilly,"[[28, 12, 878], [878, 28, 12], [28, 878, 18]]","['Ant-Man and the Wasp', 'Ant-Man', 'Real Steel']","[40.637, 56.197, 96.816]","['Action', 'Science Fiction']",['Science Fiction']
Leslie Mann,"[[35, 14, 18, 10749], [16, 12, 35, 10751], [35]]","['17 Again', 'Rio', 'Blockers']","[48.531, 70.345, 26.505]",['Comedy'],['Family']
Johnny Depp,"[[12, 14, 28], [12, 14, 28], [12, 35, 10751, 14]]","['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest"", 'Charlie and the Chocolate Factory']","[122.016, 105.083, 112.654]","['Adventure', 'Fantasy']",['Family']
Willem Dafoe,"[[14, 28], [53, 18, 80], [16, 10751]]","['Spider-Man', 'American Psycho', 'Finding Nemo']","[107.62, 55.975, 101.536]","['Fantasy', 'Action', 'Thriller', 'Drama', 'Crime', 'Animation', 'Family']",['Family']
Alexandra Daddario,"[[28, 18, 53], [12, 14, 10751], [35, 28, 80]]","['San Andreas', 'Percy Jackson & the Olympians: The Lightning Thief', 'Baywatch']","[163.919, 63.733, 66.348]",['Action'],['Family']
Paul Giamatti,"[[35, 18], [14, 18, 53, 10749], [28, 12, 14]]","['The Truman Show', 'The Illusionist', 'The Amazing Spider-Man 2']","[67.653, 24.866, 100.581]","['Drama', 'Fantasy']",['Romance']
Eva Green,"[[14, 12], [12, 28, 53], [28, 18, 10752]]","[""Miss Peregrine's Home for Peculiar Children"", 'Casino Royale', '300: Rise of an Empire']","[60.042, 44.559, 55.971]","['Adventure', 'Action']",['War']
Joey King,"[[10749, 35], [35, 10749], [28, 35, 53]]","['The Kissing Booth', 'The Kissing Booth 2', 'Bullet Train']","[56.63, 32.35, 108.258]",['Comedy'],['Romance']
Tilda Swinton,"[[12, 18, 878, 14], [28, 12, 14], [18, 53]]","['Okja', 'Doctor Strange', 'We Need to Talk About Kevin']","[20.342, 75.069, 18.488]","['Adventure', 'Drama', 'Fantasy']",['Science Fiction']
Frank Welker,"[[16, 10751, 12, 14, 10749], [10751, 16, 18]]","['Aladdin', 'The Lion King']","[60.246, 130.153]","['Animation', 'Family']",['Family']
Kate Beckinsale,"[[14, 28, 53], [14, 28, 27], [14, 28, 53]]","['Underworld', 'Underworld: Awakening', 'Underworld: Evolution']","[49.14, 54.599, 46.577]","['Fantasy', 'Action']",['Thriller']
Idris Elba,"[[16, 12, 10751, 35], [14, 28, 878], [28, 35, 12]]","['Zootopia', 'The Dark Tower', 'The Suicide Squad']","[107.499, 28.418, 115.406]","['Adventure', 'Comedy', 'Action']",['Family']
Stephen A. Chang,"[[28, 12, 878], [28, 35]]","['Captain Marvel', 'Danger One']","[157.627, 4.799]",['Action'],['Science Fiction']
Antonio Banderas,"[[12, 14, 16, 35, 10751, 28], [18, 27, 9648, 53], [28, 12]]","['Puss in Boots: The Last Wish', 'The Skin I Live In', 'The Mask of Zorro']","[311.731, 33.321, 31.956]","['Adventure', 'Action']",['Family']
Joe Bird,"[[27, 53], [53, 9648]]","['Talk to Me', 'Rabbit']","[533.549, 3.437]",['Thriller'],['Mystery']
Belgin Şimşek,[],[],[],[],[]
Michael Sheen,"[[18, 10749, 878], [14, 28, 53]]","['Passengers', 'Underworld']","[32.334, 49.14]","['Drama', 'Romance', 'Science Fiction', 'Fantasy', 'Action', 'Thriller']",['Romance']
Tobey Maguire,"[[14, 28], [28, 12, 14], [14, 28, 12]]","['Spider-Man', 'Spider-Man 2', 'Spider-Man 3']","[107.62, 32.997, 93.908]","['Fantasy', 'Action']",['Action']
Emilia Clarke,"[[18, 10749], [878, 28, 53, 12]]","['Me Before You', 'Terminator Genisys']","[141.627, 93.646]","['Drama', 'Romance', 'Science Fiction', 'Action', 'Thriller', 'Adventure']",['Romance']
Zach Galifianakis,"[[35], [18, 35], [35]]","['The Hangover', 'Birdman or (The Unexpected Virtue of Ignorance)', 'The Hangover Part II']","[104.703, 32.233, 70.622]",['Comedy'],['Comedy']
Will Ferrell,"[[16, 28, 35, 10751, 878], [28, 35, 80], [35]]","['Megamind', 'The Other Guys', 'Anchorman: The Legend of Ron Burgundy']","[57.679, 27.826, 20.172]",['Comedy'],['Family']
Keira Knightley,"[[36, 18, 53, 10752], [18, 10749], [12, 14, 28]]","['The Imitation Game', 'Pride & Prejudice', 'Pirates of the Caribbean: The Curse of the Black Pearl']","[67.456, 65.552, 122.016]",['Drama'],['War']
María Valverde,"[[10749, 18], [12, 18, 28], [18, 10749]]","['Three Steps Above Heaven', 'Exodus: Gods and Kings', 'I Want You']","[72.83, 62.469, 65.727]",['Drama'],['Romance']
Bruce Willis,"[[9648, 53, 18], [28, 53], [12, 14, 28, 53, 878]]","['The Sixth Sense', 'Die Hard', 'The Fifth Element']","[48.477, 55.465, 59.627]",['Thriller'],['Mystery']
Michael Keaton,"[[18, 35], [28, 12, 878, 18], [14, 28, 80]]","['Birdman or (The Unexpected Virtue of Ignorance)', 'Spider-Man: Homecoming', 'Batman']","[32.233, 93.92, 41.695]","['Drama', 'Action']",['Science Fiction']
Leya Kırşan,[],[],[],[],[]
D.B. Woodside,"[[28, 80, 53], [28, 35, 10751]]","['Romeo Must Die', 'Paul Blart: Mall Cop 2']","[25.587, 35.735]",['Action'],['Family']
Tom Cruise,"[[28, 878], [28, 878, 12, 9648], [28, 53, 12]]","['Edge of Tomorrow', 'Oblivion', 'Mission: Impossible - Ghost Protocol']","[48.32, 35.52, 77.884]",['Action'],['Mystery']
Daisy Ridley,"[[12, 28, 878], [12, 28, 878], [12, 28, 878]]","['Star Wars: The Force Awakens', 'Star Wars: The Last Jedi', 'Star Wars: The Rise of Skywalker']","[65.022, 56.405, 61.339]","['Adventure', 'Action', 'Science Fiction']",['Science Fiction']
Lacey Chabert,"[[35], [14, 35, 10749], [10751, 12, 16, 28]]","['Mean Girls', 'Ghosts of Girlfriends Past', ""The Lion King II: Simba's Pride""]","[92.428, 16.709, 63.602]",['Comedy'],['Family']
Jeremy Piven,"[[16, 12, 35, 10751], [35, 10749, 18], [28, 35]]","['Cars', 'Serendipity', 'So Undercover']","[69.198, 17.014, 17.258]",['Comedy'],['Family']
Clint Eastwood,"[[18], [18], [37]]","['Gran Torino', 'Million Dollar Baby', 'The Good, the Bad and the Ugly']","[30.637, 25.981, 71.594]",['Drama'],['Western']
Hayden Christensen,"[[12, 28, 878], [12, 28, 878], [28, 12, 878]]","['Star Wars: Episode III - Revenge of the Sith', 'Star Wars: Episode II - Attack of the Clones', 'Jumper']","[48.16, 36.973, 36.046]","['Adventure', 'Action', 'Science Fiction']",['Science Fiction']
Samuel L. Jackson,"[[18, 9648, 37], [53, 80], [28, 12, 878]]","['The Hateful Eight', 'Pulp Fiction', 'Captain Marvel']","[34.867, 84.273, 157.627]","['Drama', 'Mystery', 'Western', 'Thriller', 'Crime', 'Action', 'Adventure', 'Science Fiction']",['Mystery']
Thomas Lennon,"[[35, 14, 18, 10749], [9648, 53], [14, 28]]","['17 Again', 'Memento', 'Hancock']","[48.531, 38.65, 46.173]",['Fantasy'],['Romance']
Tina Majorino,"[[12, 28, 878], [35], [14, 10751]]","['Waterworld', 'Napoleon Dynamite', 'Alice in Wonderland']","[46.04, 17.087, 16.207]","['Adventure', 'Action', 'Science Fiction', 'Comedy', 'Fantasy', 'Family']",['Family']
Natalie Portman,"[[28, 53, 878], [18, 53, 27], [12, 14, 28]]","['V for Vendetta', 'Black Swan', 'Thor']","[50.651, 39.482, 91.98]","['Action', 'Thriller']",['Science Fiction']
Asa Butterfield,"[[12, 18, 10751], [18, 10752, 36]]","['Hugo', 'The Boy in the Striped Pyjamas']","[28.041, 64.138]",['Drama'],['War']
Elisha Cuthbert,"[[9648, 27, 53], [35, 10749], [27, 9648]]","['House of Wax', 'The Girl Next Door', 'The Cellar']","[36.148, 32.571, 22.866]","['Mystery', 'Horror']",['Mystery']
Famke Janssen,"[[28, 53], [12, 28, 878, 53], [14, 27, 28]]","['Taken', 'X-Men: The Last Stand', 'Hansel & Gretel: Witch Hunters']","[97.172, 1.799, 64.457]",['Action'],['Thriller']
Travis Fimmel,"[[28, 12, 14], [10752, 28, 18, 36]]","['Warcraft', 'Danger Close: The Battle of Long Tan']","[59.368, 19.634]",['Action'],['War']
Henry Winkler,"[[35, 18, 14], [35, 28, 18, 10402], [35]]","['Click', 'Here Comes the Boom', 'The Waterboy']","[30.44, 23.675, 26.568]",['Comedy'],['Music']
Vera Farmiga,"[[27, 53], [27, 53, 9648], [27, 53]]","['The Conjuring', 'Orphan', 'The Conjuring 2']","[103.675, 39.929, 98.322]","['Horror', 'Thriller']",['Mystery']
Katie McGrath,"[[28, 12, 878, 53], [35, 10751, 10770, 10749]]","['Jurassic World', 'A Princess for Christmas']","[78.618, 16.865]","['Action', 'Adventure', 'Science Fiction', 'Thriller', 'Comedy', 'Family', 'TV Movie', 'Romance']",['TV Movie']
Courteney Cox,"[[35, 9648], [80, 27, 9648]]","['Ace Ventura: Pet Detective', 'Scream']","[31.007, 85.129]",['Mystery'],['Mystery']
Charlie Hunnam,"[[28, 878, 12], [28, 18, 14], [12, 18, 36]]","['Pacific Rim', 'King Arthur: Legend of the Sword', 'The Lost City of Z']","[73.085, 128.878, 20.501]","['Action', 'Adventure', 'Drama']",['Science Fiction']
Ray Liotta,"[[18, 80], [9648, 53], [18]]","['GoodFellas', 'Identity', 'Marriage Story']","[66.571, 23.809, 24.379]",['Drama'],['Mystery']
Raegan Revord,"[[27, 53, 14]]",['Wish Upon'],[21.73],"['Horror', 'Thriller', 'Fantasy']",['Thriller']
Daniel Craig,"[[28, 12, 53], [35, 80, 9648], [12, 28, 53]]","['Skyfall', 'Knives Out', 'Casino Royale']","[40.771, 63.555, 44.559]","['Action', 'Adventure', 'Thriller']",['Mystery']
Kristen Wiig,"[[18, 12, 878], [28, 14, 35], [16, 35, 10751]]","['The Martian', 'Ghostbusters', 'Despicable Me 2']","[55.049, 55.599, 66.581]",['Comedy'],['Family']
Dakota Johnson,"[[18, 10749, 53], [18, 10749], [18, 10749]]","['Fifty Shades of Grey', 'Fifty Shades Freed', 'Fifty Shades Darker']","[141.569, 148.215, 83.497]","['Drama', 'Romance']",['Romance']
Mimi Rogers,"[[878, 35, 80], [878, 12], [35]]","['Austin Powers: International Man of Mystery', 'Lost in Space', 'Dumb and Dumberer: When Harry Met Lloyd']","[24.89, 20.956, 19.247]","['Science Fiction', 'Comedy']",['Science Fiction']
Chris Hemsworth,"[[12, 14, 28], [28, 12, 878], [28, 12, 14]]","['Thor', 'Thor: Ragnarok', 'Thor: The Dark World']","[91.98, 90.381, 79.636]","['Adventure', 'Action']",['Science Fiction']
Miles Wei,[],[],[],[],[]
Zendaya,"[[28, 12, 878], [28, 12, 878, 18]]","['Spider-Man: No Way Home', 'Spider-Man: Homecoming']","[299.567, 93.92]","['Action', 'Adventure', 'Science Fiction']",['Science Fiction']
Chloë Grace Moretz,"[[28, 80], [878, 12, 28], [18, 27]]","['Kick-Ass', 'The 5th Wave', 'Carrie']","[46.153, 30.634, 32.049]",['Action'],['Science Fiction']
Steven Seagal,"[[28, 53], [28, 53], [28, 35, 53]]","['Under Siege', 'Under Siege 2: Dark Territory', 'Machete']","[27.456, 24.15, 26.551]","['Action', 'Thriller']",['Thriller']
Chris Pine,"[[28, 12, 14], [878, 28, 12], [28, 12, 878]]","['Wonder Woman', 'Star Trek', 'Star Trek Into Darkness']","[75.833, 51.414, 34.185]","['Action', 'Adventure']",['Science Fiction']
Nancy Allen,"[[28, 53, 878], [28, 12, 80, 878, 53], [53, 9648, 27]]","['RoboCop', 'RoboCop 2', 'Dressed to Kill']","[41.953, 24.077, 19.084]",['Thriller'],['Mystery']
Laurence Fishburne,"[[28, 878], [12, 28, 53, 878], [12, 28, 53, 878]]","['The Matrix', 'The Matrix Reloaded', 'The Matrix Revolutions']","[91.778, 46.779, 42.726]","['Action', 'Science Fiction']",['Science Fiction']
Kathryn Newton,"[[28, 12, 14], [28, 12, 878], [27]]","['Pokémon Detective Pikachu', 'Ant-Man and the Wasp: Quantumania', 'Paranormal Activity 4']","[41.495, 217.054, 24.069]","['Action', 'Adventure']",['Science Fiction']
Téa Leoni,"[[12, 28, 53, 878], [28, 35, 80, 53], [28, 18, 878]]","['Jurassic Park III', 'Bad Boys', 'Deep Impact']","[1.894, 45.903, 31.627]",['Action'],['Science Fiction']
Iman Vellani,"[[28, 12, 878], [99]]","['The Marvels', ""A Fan's Guide to Ms. Marvel""]","[1267.74, 18.767]","['Action', 'Adventure', 'Science Fiction', 'Documentary']",['Science Fiction']
Christopher Nolan,"[[28, 878, 12], [12, 18, 878], [18, 28, 80, 53]]","['Inception', 'Interstellar', 'The Dark Knight']","[101.797, 162.321, 127.121]","['Action', 'Science Fiction', 'Adventure', 'Drama']",['Science Fiction']
Uma Thurman,"[[28, 80], [28, 80, 53], [53, 80]]","['Kill Bill: Vol. 1', 'Kill Bill: Vol. 2', 'Pulp Fiction']","[43.288, 34.399, 84.273]",['Crime'],['Crime']
Jamie Dornan,"[[18, 10749, 53], [18, 10749], [18, 10749]]","['Fifty Shades of Grey', 'Fifty Shades Freed', 'Fifty Shades Darker']","[141.569, 148.215, 83.497]","['Drama', 'Romance']",['Romance']
Colleen Camp,"[[28, 53], [53, 27], [18, 10752]]","['Die Hard: With a Vengeance', 'Knock Knock', 'Apocalypse Now']","[54.981, 43.506, 43.086]",['Thriller'],['War']
John Cena,"[[28, 12, 878], [16, 10751, 12, 35], [28, 35, 12]]","['Bumblebee', 'Ferdinand', 'The Suicide Squad']","[36.876, 42.368, 115.406]",['Adventure'],['Family']
Dolph Lundgren,"[[28, 12, 14], [53, 12, 28], [28, 12, 53]]","['Aquaman', 'The Expendables', 'The Expendables 2']","[73.167, 78.847, 63.173]","['Action', 'Adventure']",['Thriller']
Rachel Weisz,"[[12, 28, 14], [14, 28, 27], [12, 28, 14]]","['The Mummy', 'Constantine', 'The Mummy Returns']","[69.075, 64.413, 67.692]","['Action', 'Fantasy']",['Action']
John Cusack,"[[28, 12, 878], [27, 9648, 53], [35, 18, 14]]","['2012', '1408', 'Being John Malkovich']","[70.785, 28.681, 24.162]","['Action', 'Adventure', 'Science Fiction', 'Horror', 'Mystery', 'Thriller', 'Comedy', 'Drama', 'Fantasy']",['Mystery']
Ashley Johnson,"[[878, 28, 12], [35, 10749]]","['The Avengers', 'What Women Want']","[160.584, 30.758]","['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Romance']",['Romance']
Bobby Cannavale,"[[878, 28, 12], [28, 12, 878], [12, 28, 35, 14]]","['Ant-Man', 'Ant-Man and the Wasp', 'Jumanji: Welcome to the Jungle']","[56.197, 40.637, 41.259]","['Action', 'Adventure']",['Science Fiction']
Orlando Bloom,"[[12, 14, 28], [12, 14, 28], [12, 14, 28]]","['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End""]","[122.016, 105.083, 114.216]","['Adventure', 'Fantasy', 'Action']",['Action']
Chris Tucker,"[[18, 35, 10749], [28, 35, 80], [12, 14, 28, 53, 878]]","['Silver Linings Playbook', 'Rush Hour', 'The Fifth Element']","[34.582, 57.09, 59.627]","['Comedy', 'Action']",['Romance']
Bella Thorne,"[[10749, 18], [53, 10749, 18], [10749, 35]]","['Midnight Sun', 'You Get Me', 'The DUFF']","[26.692, 19.186, 18.13]",['Romance'],['Romance']
Danny DeVito,"[[28, 14], [16, 10751], [18]]","['Batman Returns', 'The Lorax', ""One Flew Over the Cuckoo's Nest""]","[41.187, 140.119, 40.967]","['Action', 'Fantasy', 'Animation', 'Family', 'Drama']",['Family']
Robert Wagner,"[[12, 35, 80, 878], [878, 35, 80], [878, 53, 18, 9648, 28]]","['Austin Powers: The Spy Who Shagged Me', 'Austin Powers: International Man of Mystery', 'What Happened to Monday']","[34.155, 24.89, 42.415]",['Science Fiction'],['Mystery']
Shea Whigham,"[[80, 53, 18], [80, 18, 35], [18, 35, 10749]]","['Joker', 'The Wolf of Wall Street', 'Silver Linings Playbook']","[86.551, 109.107, 34.582]",['Drama'],['Romance']
Anna Camp,"[[35, 10402, 10749], [18], [35, 10402]]","['Pitch Perfect', 'The Help', 'Pitch Perfect 3']","[38.095, 59.509, 27.775]","['Comedy', 'Music']",['Music']
Michael Cera,"[[28, 35, 10749], [35, 18, 10749], [35]]","['Scott Pilgrim vs. the World', 'Juno', 'Superbad']","[47.567, 17.979, 73.863]",['Comedy'],['Romance']
Jenna Coleman,"[[18, 10749], [28, 12, 878]]","['Me Before You', 'Captain America: The First Avenger']","[141.627, 53.529]","['Drama', 'Romance', 'Action', 'Adventure', 'Science Fiction']",['Romance']
Richard Gere,"[[35, 10749], [18, 10751], [80, 18, 9648, 53]]","['Pretty Woman', ""Hachi: A Dog's Tale"", 'Primal Fear']","[102.808, 51.84, 29.01]",['Drama'],['Romance']
Jack Black,"[[28, 12, 16, 10751, 35], [16, 10751, 35], [28, 12, 16, 35, 10751]]","['Kung Fu Panda', 'Kung Fu Panda 2', 'Kung Fu Panda 3']","[88.74, 82.437, 65.926]","['Animation', 'Family', 'Comedy']",['Family']
Alexandra Jensen,"[[27, 53]]",['Talk to Me'],[533.549],"['Horror', 'Thriller']",['Thriller']
Margot Robbie,"[[28, 80], [28, 35, 12], [80, 18, 35]]","['Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)', 'The Suicide Squad', 'The Wolf of Wall Street']","[64.662, 115.406, 109.107]","['Action', 'Crime', 'Comedy']",['Crime']
Alicia Silverstone,"[[35, 10749], [28, 878, 12], [18, 53, 9648]]","['Clueless', 'Batman & Robin', 'The Killing of a Sacred Deer']","[31.701, 35.206, 29.008]","['Comedy', 'Romance', 'Action', 'Science Fiction', 'Adventure', 'Drama', 'Thriller', 'Mystery']",['Romance']
Jason Bateman,"[[16, 12, 10751, 35], [35, 80], [9648, 35, 80]]","['Zootopia', 'Horrible Bosses', 'Game Night']","[107.499, 27.095, 27.297]",['Comedy'],['Family']
Kenneth Branagh,"[[9648, 18, 80], [12, 14], [10752, 28, 18]]","['Murder on the Orient Express', 'Harry Potter and the Chamber of Secrets', 'Dunkirk']","[47.504, 175.225, 33.211]",['Drama'],['Mystery']
Alec Baldwin,"[[16, 35, 10751], [14, 35], [18]]","['The Boss Baby', 'Beetlejuice', 'Blue Jasmine']","[20.411, 51.979, 14.952]",['Comedy'],['Family']
Kim Soo-ji,"[[10749], [10749, 18], [10749]]","['A Delicious Flight', 'Erotic Tutoring 2', 'Young Sister-in-Law 5']","[53.812, 8.592, 9.111]",['Romance'],['Romance']
Jason Momoa,"[[28, 12, 14], [28, 12, 14]]","['Aquaman', ""Zack Snyder's Justice League""]","[73.167, 123.221]","['Action', 'Adventure', 'Fantasy']",['Action']
Jeri Ryan,[],[],[],[],[]
Kaitlyn Dever,"[[35], [27, 878, 53], [35, 18, 10749]]","['Booksmart', 'No One Will Save You', 'The Spectacular Now']","[18.47, 173.453, 14.034]",['Comedy'],['Science Fiction']
J.K. Simmons,"[[18, 10402], [35, 18, 10749, 10402], [14, 28]]","['Whiplash', 'La La Land', 'Spider-Man']","[74.249, 41.818, 107.62]","['Drama', 'Music']",['Music']
Kate Siegel,"[[27, 53], [27, 53]]","['Hush', ""Gerald's Game""]","[23.896, 20.11]","['Horror', 'Thriller']",['Thriller']
Harvey Keitel,"[[80, 53], [53, 80], [80, 18]]","['Reservoir Dogs', 'Pulp Fiction', 'Taxi Driver']","[37.956, 84.273, 57.388]",['Crime'],['Crime']
Scott Glenn,"[[80, 18, 53], [28, 80, 18], [28, 18, 9648, 53]]","['The Silence of the Lambs', 'Training Day', 'The Bourne Ultimatum']","[16.584, 48.328, 31.54]",['Drama'],['Mystery']
David Fincher,"[[18], [80, 9648, 53], [9648, 53, 18]]","['Fight Club', 'Se7en', 'Gone Girl']","[78.965, 67.642, 87.603]","['Drama', 'Mystery', 'Thriller']",['Mystery']
Fred Henderson,"[[27, 9648], [28, 35], [27]]","['Final Destination 2', 'The Interview', 'Friday the 13th Part VIII: Jason Takes Manhattan']","[57.031, 42.082, 35.615]",['Horror'],['Mystery']
Han Yi-seul,"[[18, 10749], [18, 10749], [18]]","['Female Urologists 2', 'Bosomy Mom', 'Yool and Seul']","[17.38, 57.201, 3.471]",['Drama'],['Romance']
Giulio Berruti,"[[10749, 18], [10749, 18], [10749, 18]]","[""Gabriel's Inferno"", ""Gabriel's Inferno: Part II"", ""Gabriel's Inferno: Part III""]","[13.584, 14.523, 27.665]","['Romance', 'Drama']",['Romance']
Neal McDonough,"[[28, 12, 878], [28, 878, 35, 10751], [878, 28, 53]]","['Captain America: The First Avenger', 'Sonic the Hedgehog', 'Minority Report']","[53.529, 79.03, 29.135]","['Action', 'Science Fiction']",['Family']
Jedidiah Goodacre,"[[12, 10751, 9648, 878], [10751, 10402, 12, 35, 14, 10770], [10751, 10402, 14, 10770, 12, 28, 10749]]","['Tomorrowland', 'Descendants', 'Descendants 2']","[41.378, 48.442, 39.144]","['Adventure', 'Family']",['Family']
Monica Bellucci,"[[18, 53, 80], [18], [28, 12, 53]]","['Irreversible', 'Malena', 'Spectre']","[58.177, 52.552, 69.87]","['Drama', 'Thriller']",['Thriller']
James Earl Jones,"[[12, 18, 10751], [10751, 16, 18], [12, 28, 878]]","['The Lion King', 'The Lion King', 'Star Wars']","[102.995, 130.153, 117.613]","['Adventure', 'Drama', 'Family']",['Family']
Dylan Wang,[],[],[],[],[]
Dave Bautista,"[[28, 878, 12], [878, 12, 28], [28, 80, 18, 27, 878, 53, 14]]","['Guardians of the Galaxy', 'Guardians of the Galaxy Vol. 2', 'Army of the Dead']","[43.078, 80.772, 49.025]","['Action', 'Science Fiction']",['Science Fiction']
Yuki Kaji,[],[],[],[],[]
Aaron Eckhart,"[[18, 28, 80, 53], [18, 36], [878, 28]]","['The Dark Knight', 'Sully', 'Battle: Los Angeles']","[127.121, 33.681, 36.847]","['Drama', 'Action']",['Science Fiction']
