name,genre_ids,movies,popularity,genre_mean,genre_mean_weighted
Shannen Doherty,"[[18], [18, 28, 53, 10752], [35, 27, 14]]","['Spencer', 'How I Live Now', 'El Conde']","[15.689, 13.939, 78.705]",['Drama'],['War']
Charles Cyphers,[],[],[],[],[]
Jill Clayburgh,"[[10749, 35], [35, 80]]","['Mallrats', 'Heathers']","[14.529, 20.994]",['Comedy'],['Romance']
Ashley Benson,"[[27, 53], [27, 53], [878, 28]]","['Halloween', 'Halloween II', 'Escape from New York']","[50.361, 45.656, 26.737]","['Horror', 'Thriller']",['Science Fiction']
Bridgette Wilson-Sampras,"[[18, 35, 10749], [35, 10749], [35, 80, 10749, 53]]","['Love & Other Drugs', 'Bridesmaids', 'Silver Streak']","[224.142, 20.947, 11.392]","['Comedy', 'Romance']",['Romance']
Geraldine James,"[[18, 80], [28, 35, 878]]","['Spring Breakers', 'Pixels']","[14.843, 53.013]","['Drama', 'Crime', 'Action', 'Comedy', 'Science Fiction']",['Science Fiction']
David Faustino,"[[12, 14, 28, 35, 10751], [27, 53, 9648], [28, 14]]","['Last Action Hero', 'I Know What You Did Last Summer', 'Mortal Kombat']","[23.886, 20.361, 31.596]","['Fantasy', 'Action']",['Family']
Phoebe Tonkin,"[[28, 12, 80, 9648], [10751, 14, 12]]","['Sherlock Holmes', 'Alice in Wonderland']","[45.599, 75.158]",['Adventure'],['Family']
David Strathairn,"[[16, 35, 28, 878]]",['Teenage Mutant Ninja Turtles: Mutant Mayhem'],[352.58],"['Animation', 'Comedy', 'Action', 'Science Fiction']",['Science Fiction']
Josh Brener,[[27]],['Bait'],[35.661],['Horror'],['Horror']
Michael T. Weiss,"[[28, 18, 9648, 53], [18], [53]]","['The Bourne Ultimatum', 'Nomadland', 'Fracture']","[31.54, 23.097, 25.559]","['Drama', 'Thriller']",['Mystery']
Stephen Macht,"[[35], [35, 10749]]","['The Internship', 'What Men Want']","[1.294, 41.822]",['Comedy'],['Romance']
Matt O'Leary,"[[16, 10751]]",['Tarzan & Jane'],[17.382],"['Animation', 'Family']",['Family']
Ian Blackman,"[[35, 28, 14], [27], [27]]","['The Monster Squad', ""Amityville 1992: It's About Time"", 'Graveyard Shift']","[17.055, 7.772, 10.893]",['Horror'],['Comedy']
Yang Mi,"[[53, 878, 9648, 27], [28, 12, 37], [28, 53]]","['Time Lapse', 'The Lone Ranger', 'Live Free or Die Hard']","[8.715, 31.365, 32.199]","['Thriller', 'Action']",['Mystery']
Tetsuya Kakihara,"[[28, 35, 878], [27, 28, 53], [35, 80, 9648]]","['Men in Black 3', 'The First Purge', 'Hail, Caesar!']","[44.335, 92.096, 15.532]","['Action', 'Comedy']",['Mystery']
Ashley Crow,"[[16, 14, 18, 878], [14, 28, 12, 18], [28, 878]]","['L.O.R.D: Legend of Ravaging Dynasties', ""A Writer's Odyssey"", 'Reset']","[15.597, 30.875, 11.669]","['Fantasy', 'Drama', 'Science Fiction', 'Action']",['Science Fiction']
Dana Hill,[],[],[],[],[]
Dolly Parton,"[[878, 28, 53], [53, 18, 27], [18]]","['Minority Report', 'The Good Son', 'Cake']","[29.135, 21.158, 25.961]","['Thriller', 'Drama']",['Science Fiction']
Lydia Wilson,"[[10751, 16, 35], [12, 35, 10749], [18, 16, 10751]]","['Tom and Jerry: The Movie', ""National Lampoon's European Vacation"", 'The Hunchback of Notre Dame']","[17.504, 19.531, 39.809]","['Family', 'Animation', 'Comedy']",['Family']
Todd Louiso,"[[35, 18, 10749], [35], [16, 10751]]","['Steel Magnolias', 'Nine to Five', 'Gnomeo & Juliet']","[15.751, 12.465, 27.763]",['Comedy'],['Family']
Shelley Winters,"[[18, 10749, 14], [28, 12, 878], [18, 10749, 878]]","['About Time', 'Star Trek Beyond', 'Never Let Me Go']","[42.928, 45.854, 12.575]","['Drama', 'Romance', 'Science Fiction']",['Romance']
Rosemary Harris,"[[18, 35, 10749, 10402], [35, 18, 10749], [18]]","['High Fidelity', 'Jerry Maguire', 'Scent of a Woman']","[14.719, 26.453, 26.817]",['Drama'],['Romance']
Melissa McCarthy,"[[18, 35, 10749], [80, 18, 53], [53, 27, 9648]]","['Lolita', 'The Night of the Hunter', 'The Tenant']","[29.327, 20.197, 14.423]","['Drama', 'Thriller']",['Romance']
Kevin Corrigan,"[[14, 28], [28, 12, 14], [14, 28, 12]]","['Spider-Man', 'Spider-Man 2', 'Spider-Man 3']","[107.62, 32.997, 93.908]","['Fantasy', 'Action']",['Action']
Sabrina Ouazani,"[[28, 35, 80], [28, 14, 35], [28, 35, 80]]","['Spy', 'Ghostbusters', 'The Heat']","[34.977, 55.599, 30.467]","['Action', 'Comedy']",['Crime']
Kath Soucie,"[[18, 53, 80], [35], [28, 35, 80]]","['The Departed', 'Superbad', 'Pineapple Express']","[52.12, 73.863, 27.228]","['Crime', 'Comedy']",['Crime']
Scott Menville,"[[35, 28, 80], [35], [35, 18]]","['On the Other Side of the Tracks', 'Demi-sœurs', 'Break']","[11.521, 6.622, 6.774]",['Comedy'],['Crime']
Joss Whedon,"[[10749, 10751, 16, 14], [16, 12, 10751, 35], [12, 14, 16, 10751]]","['Beauty and the Beast', 'Zootopia', 'Return to Never Land']","[81.986, 107.499, 22.378]","['Family', 'Animation']",['Family']
Isaiah Washington,"[[10751, 16, 35]]",['Despicable Me'],[66.161],"['Family', 'Animation', 'Comedy']",['Family']
Beren Saat,"[[878, 28, 12], [28, 12, 878], [16, 12, 10751, 35]]","['The Avengers', 'Avengers: Age of Ultron', 'Toy Story']","[160.584, 118.548, 118.572]",['Adventure'],['Family']
Rachel Dratch,"[[27, 9648, 53]]",['Ghost Ship'],[29.708],"['Horror', 'Mystery', 'Thriller']",['Mystery']
Andie MacDowell,[],[],[],[],[]
William Holden,"[[35, 10749], [35, 18, 14], [16, 28, 12]]","['Just Go with It', 'Click', 'Spider-Man: Across the Spider-Verse']","[58.212, 30.44, 575.089]",['Comedy'],['Romance']
Christopher Knight,"[[10749, 14, 18, 35], [35, 18, 10749], [18]]","['Groundhog Day', 'Four Weddings and a Funeral', 'sex, lies, and videotape']","[28.221, 20.43, 25.055]",['Drama'],['Romance']
Jamie-Lynn Sigler,"[[18], [18, 36, 10752], [37]]","['Sunset Boulevard', 'The Bridge on the River Kwai', 'The Wild Bunch']","[17.9, 26.831, 15.725]",['Drama'],['War']
Terence Knox,"[[35], [35, 80, 18, 10749]]","['American Pie Presents: The Book of Love', 'The Doom Generation']","[44.229, 15.249]",['Comedy'],['Romance']
Benny Safdie,"[[10751, 10749], [27, 53]]","['Love Wrecked', 'Dark Ride']","[15.995, 8.89]","['Family', 'Romance', 'Horror', 'Thriller']",['Family']
Paulina Porizkova,"[[27], [27, 53, 80]]","['Children of the Corn II: The Final Sacrifice', 'The Hunters']","[13.452, 4.282]",['Horror'],['Horror']
Henry Fonda,"[[18, 53, 80], [80, 53], [18, 80]]","['Uncut Gems', 'Good Time', 'Heaven Knows What']","[27.139, 15.526, 12.102]",['Crime'],['Crime']
Moisés Arias,"[[14, 35, 18, 10749], [35, 80], [53]]","['Arizona Dream', 'Her Alibi', 'Thursday']","[9.04, 19.729, 11.025]",['Comedy'],['Romance']
Robert Carradine,"[[18, 37], [18], [18]]","['Once Upon a Time in the West', '12 Angry Men', 'The Grapes of Wrath']","[37.454, 47.656, 12.335]",['Drama'],['Drama']
Rob Brown,"[[10749, 18], [16, 35, 10751], [878, 28, 12]]","['Five Feet Apart', 'Despicable Me 2', ""Ender's Game""]","[44.372, 66.581, 24.917]","['Romance', 'Drama', 'Animation', 'Comedy', 'Family', 'Science Fiction', 'Action', 'Adventure']",['Family']
Tracy Letts,"[[18, 37], [35], [35]]","['Django Unchained', 'Revenge of the Nerds', 'Revenge of the Nerds II: Nerds in Paradise']","[61.716, 14.346, 16.518]",['Comedy'],['Western']
Woo Do-hwan,"[[18, 36], [28, 80, 18, 53], [10749, 35, 18]]","['Coach Carter', 'The Dark Knight Rises', 'Don Jon']","[34.349, 78.615, 52.511]",['Drama'],['Romance']
Katsuhiko Fujii,"[[18, 35], [18, 28, 36], [18, 36]]","['Lady Bird', 'Ford v Ferrari', 'The Post']","[32.432, 69.626, 21.476]",['Drama'],['History']
Matthew Labyorteaux,"[[28, 27, 12, 53]]",['The Divine Fury'],[15.981],"['Action', 'Horror', 'Adventure', 'Thriller']",['Thriller']
Josh Lucas,"[[], [], [18]]","['Zoom Up: Sexual Crime Report', 'Beautiful Sisters: Flesh Slave', 'Skin of Roses']","[3.048, 13.166, 6.827]",['Drama'],['Drama']
Eddie Shin,"[[16, 10751, 12], [27, 878]]","['Mulan', 'Deadly Friend']","[102.85, 9.035]","['Animation', 'Family', 'Adventure', 'Horror', 'Science Fiction']",['Family']
Ryan Lee,"[[53, 18, 80], [18, 10749], [18, 28, 36]]","['American Psycho', 'A Beautiful Mind', 'Ford v Ferrari']","[55.975, 67.495, 69.626]",['Drama'],['Romance']
Gabrielle Rose,"[[28, 53], [35]]","['Peppermint', 'Dumb and Dumber To']","[54.782, 43.216]","['Action', 'Thriller', 'Comedy']",['Thriller']
Kıvanç Tatlıtuğ,"[[53, 878, 9648], [12, 27, 35], [27, 35, 878]]","['Super 8', 'Goosebumps', 'Black Friday']","[37.351, 39.577, 10.41]","['Science Fiction', 'Horror', 'Comedy']",['Mystery']
Lauren Hutton,"[[18], [12, 35, 14, 10751, 18], [12, 10751, 14]]","['If I Stay', ""A Dog's Purpose"", 'The BFG']","[21.995, 38.317, 57.391]","['Drama', 'Adventure', 'Fantasy', 'Family']",['Family']
Dylan O'Brien,"[[18, 36], [35, 80, 28]]","[""The Butterfly's Dream"", 'Money Trap']","[10.902, 6.611]","['Drama', 'History', 'Comedy', 'Crime', 'Action']",['Crime']
Perdita Weeks,"[[80, 18, 9648], [35, 10749], [35, 27, 10749]]","['American Gigolo', 'I Feel Pretty', 'Once Bitten']","[22.87, 16.124, 8.664]","['Comedy', 'Romance']",['Romance']
Freddie Fox,"[[28, 9648, 878, 53], [878, 28, 53, 12], [878, 28, 12, 53]]","['The Maze Runner', 'Maze Runner: The Scorch Trials', 'Maze Runner: The Death Cure']","[125.537, 68.931, 63.188]","['Action', 'Science Fiction', 'Thriller']",['Mystery']
Rebecca Gayheart,"[[27, 53], [12, 28, 878]]","['As Above, So Below', 'Ready Player One']","[36.562, 64.857]","['Horror', 'Thriller', 'Adventure', 'Action', 'Science Fiction']",['Science Fiction']
Rachel Blakely,"[[28, 18, 14], [18, 35], [18, 878, 53]]","['King Arthur: Legend of the Sword', 'Pride', 'Victor Frankenstein']","[128.878, 14.581, 22.022]",['Drama'],['Science Fiction']
Willow Smith,"[[27, 9648], [35, 18, 53], [27, 9648]]","['Urban Legend', 'Once Upon a Time… in Hollywood', 'Scream 2']","[17.158, 54.679, 54.513]","['Horror', 'Mystery']",['Mystery']
Ralph Bellamy,"[[12, 10751, 14], [80, 28, 35]]","['The Chronicles of Narnia: The Voyage of the Dawn Treader', 'Mr. Nice Guy']","[54.85, 23.336]","['Adventure', 'Family', 'Fantasy', 'Crime', 'Action', 'Comedy']",['Family']
Gaspard Ulliel,"[[18, 878, 53], [10751, 12, 16, 35], [10751, 16]]","['I Am Legend', 'Madagascar: Escape 2 Africa', 'Merry Madagascar']","[90.796, 60.678, 16.736]","['Family', 'Animation']",['Family']
Kerem Bürsin,"[[35, 10749], [35], [18, 27, 53]]","['Pretty Woman', 'Trading Places', ""Rosemary's Baby""]","[102.808, 45.711, 24.483]",['Comedy'],['Romance']
Noel Gugliemi,"[[80, 18, 53, 27], [18], [18, 10749, 10752]]","['Hannibal Rising', ""It's Only the End of the World"", 'A Very Long Engagement']","[5.317, 12.91, 11.562]",['Drama'],['War']
Matt Clark,"[[10770, 27, 878]]",['Sharktopus'],[8.323],"['TV Movie', 'Horror', 'Science Fiction']",['TV Movie']
Ray Winstone,"[[28, 80, 53], [28, 53, 80], [27, 53]]","['The Fast and the Furious', 'Furious 7', 'The Purge: Anarchy']","[9.515, 96.286, 76.148]",['Thriller'],['Thriller']
Joan Chen,"[[12, 35, 878], [35, 37], [12, 10751, 14]]","['Back to the Future Part III', 'A Million Ways to Die in the West', 'Return to Oz']","[37.815, 26.53, 19.431]","['Adventure', 'Comedy']",['Family']
Michael Weston,"[[12, 28, 16], [18, 53, 80], [18, 12]]","['Beowulf', 'The Departed', 'Noah']","[24.637, 52.12, 39.396]","['Adventure', 'Drama']",['Crime']
Ivar Brogger,"[[18, 36], [28, 53, 80], [878]]","['The Last Emperor', 'Ava', 'Judge Dredd']","[19.587, 31.495, 23.909]","['Drama', 'History', 'Action', 'Thriller', 'Crime', 'Science Fiction']",['Science Fiction']
Rory Cochrane,"[[53], [80, 27, 53], [35, 18, 10749]]","['State of Play', 'Pathology', 'Garden State']","[23.77, 15.216, 11.253]",['Thriller'],['Romance']
Cyrina Fiallo,"[[27], [80, 53], [27, 9648, 80, 53]]","['Annabelle', ""Ocean's Thirteen"", 'The Poughkeepsie Tapes']","[46.216, 21.879, 17.236]","['Horror', 'Crime', 'Thriller']",['Mystery']
Charisma Carpenter,"[[80, 28], [18, 53], [27]]","['Public Enemies', 'Argo', 'Oculus']","[35.862, 21.014, 20.904]","['Crime', 'Action', 'Drama', 'Thriller', 'Horror']",['Crime']
Keesha Sharp,"[[18, 80], [10749, 35]]","[""Gosnell: The Trial of America's Biggest Serial Killer"", 'Long Weekend']","[5.191, 7.436]","['Drama', 'Crime', 'Romance', 'Comedy']",['Romance']
Candace Cameron-Bure,"[[53, 12, 28], [28, 12, 53]]","['The Expendables', 'The Expendables 2']","[78.847, 63.173]","['Thriller', 'Adventure', 'Action']",['Thriller']
Danny Webb,"[[9648, 53, 27], [18]]","['Titanic 666', 'Marshall']","[26.236, 11.948]","['Mystery', 'Thriller', 'Horror', 'Drama']",['Mystery']
Ernie Grunwald,"[[10770, 10749]]",['Christmas Under Wraps'],[24.292],"['TV Movie', 'Romance']",['TV Movie']
Cheryl Campbell,"[[878, 28, 27], [18, 53], [18, 53, 10752]]","['Alien³', 'Locke', 'Valkyrie']","[31.556, 16.084, 26.631]","['Drama', 'Thriller']",['War']
Leon,"[[28, 12, 35, 878], [35, 10751, 10749], [10770, 35, 10751]]","['Men in Black II', 'It Takes Two', ""Good Luck Charlie, It's Christmas!""]","[42.431, 21.325, 11.866]",['Comedy'],['Family']
Vincent Schiavelli,"[[18, 36], [12, 18, 28, 10749], [9648, 18, 80, 10770]]","['Chariots of Fire', 'Greystoke: The Legend of Tarzan, Lord of the Apes', 'Miss Marple: The Murder at the Vicarage']","[16.372, 20.285, 10.745]",['Drama'],['Romance']
David Carradine,"[[35, 12, 18], [28, 12, 53], [28, 53, 80]]","['Cool Runnings', 'Cliffhanger', 'A Day to Die']","[21.322, 27.782, 26.966]","['Adventure', 'Action', 'Thriller']",['Thriller']
Jasmine Batchelor,"[[14, 18, 53, 9648, 10749], [18], [28, 14]]","['Ghost', ""One Flew Over the Cuckoo's Nest"", 'Batman Returns']","[41.922, 40.967, 41.187]","['Fantasy', 'Drama']",['Romance']
George Carlin,"[[28, 80, 53], [28, 80], [28, 53, 80]]","['Kill Bill: Vol. 2', 'Kill Bill: Vol. 1', 'Crank: High Voltage']","[34.399, 43.288, 44.957]","['Action', 'Crime']",['Crime']
Brittney Wilson,"[[18, 10749], [18]]","['A Journal for Jordan', 'The Surrogate']","[12.627, 2.767]",['Drama'],['Romance']
Dennis Boutsikaris,"[[16, 12, 35, 10751], [12, 35, 878], [12, 16, 10751]]","['Cars', ""Bill & Ted's Excellent Adventure"", 'Tarzan II']","[69.198, 19.504, 23.52]",['Adventure'],['Family']
Eileen Brennan,"[[10751, 16, 14], [16, 10751, 12, 14], [16, 10751, 14]]","['Barbie: Princess Charm School', 'Barbie: Fairytopia - Mermaidia', 'Barbie: A Fairy Secret']","[44.444, 33.982, 23.082]","['Family', 'Animation', 'Fantasy']",['Family']
Christine Lakin,"[[28, 53], [53, 18], [878, 35, 10751, 14]]","['The Bourne Legacy', 'Money Monster', '*batteries not included']","[27.125, 13.402, 20.135]",['Thriller'],['Family']
Ed Quinn,"[[35, 53, 80, 9648], [27, 53, 9648], [35, 80, 18]]","['Clue', 'Jeepers Creepers', 'The Sting']","[32.042, 51.088, 20.642]","['Comedy', 'Thriller', 'Crime', 'Mystery']",['Mystery']
Rutanya Alda,"[[35, 10749], [35, 10749], [35, 10751]]","['You Again', ""Valentine's Day"", 'Beverly Hills Chihuahua 2']","[15.616, 18.494, 18.802]",['Comedy'],['Romance']
Lindsay Hartley,"[[18, 27, 53], [27, 28]]","['Werewolf: The Beast Among Us', 'Navy Seals vs. Zombies']","[17.621, 10.418]",['Horror'],['Thriller']
Thomas Middleditch,"[[18, 10752], [18], [27]]","['The Deer Hunter', 'Return', 'Amityville II: The Possession']","[23.211, 8.907, 15.575]",['Drama'],['War']
Lewis Pullman,"[[35, 10749, 10751, 10770], [53, 10770], [53, 10770]]","['Perfect on Paper', 'The Wrong Nanny', ""A Sister's Obsession""]","[2.974, 4.361, 5.821]",['TV Movie'],['TV Movie']
Eliza Dushku,"[[80, 18, 35], [878, 28]]","['The Wolf of Wall Street', 'Godzilla: King of the Monsters']","[109.107, 84.425]","['Crime', 'Drama', 'Comedy', 'Science Fiction', 'Action']",['Science Fiction']
Milburn Stone,"[[28, 18], [53, 18, 9648, 80], [27, 53]]","['Top Gun: Maverick', 'Bad Times at the El Royale', 'The Strangers: Prey at Night']","[164.994, 18.805, 19.752]","['Drama', 'Thriller']",['Mystery']
Sue Ane Langdon,"[[27, 53], [35], [28, 53]]","['Wrong Turn', 'Bring It On', 'True Lies']","[69.951, 16.883, 31.011]",['Thriller'],['Thriller']
Wilmer Valderrama,"[[80, 53, 10749], [878, 27]]","['Pickup on South Street', 'Invaders from Mars']","[6.402, 9.208]","['Crime', 'Thriller', 'Romance', 'Science Fiction', 'Horror']",['Romance']
Elizabeth Marvel,"[[35], [27, 878], [28, 35, 37]]","['UHF', 'Without Warning', 'The Cheyenne Social Club']","[13.136, 10.012, 6.994]",['Comedy'],['Science Fiction']
Jerry Lewis,"[[16, 35, 10751, 14], [10751, 16, 12, 35, 14]]","['Encanto', 'Onward']","[239.832, 43.647]","['Animation', 'Comedy', 'Family', 'Fantasy']",['Family']
Kieran Culkin,"[[35, 18], [18, 12, 37], [28, 53]]","['Burn After Reading', 'True Grit', 'The Bourne Legacy']","[19.106, 28.496, 27.125]",['Drama'],['Thriller']
Sophie Cookson,"[[18, 35], [35, 10749, 878], [14, 35, 18, 10749]]","['The King of Comedy', 'The Nutty Professor', 'Arizona Dream']","[19.247, 14.633, 9.04]",['Comedy'],['Romance']
Elizabeth Hurley,"[[28, 35, 10749], [35, 10751], [35, 10751, 12]]","['Scott Pilgrim vs. the World', 'Home Alone', 'Home Alone 2: Lost in New York']","[47.567, 6.003, 110.63]",['Comedy'],['Family']
Kim Tae-ri,"[[80, 35, 28, 12], [28, 12, 35], [878, 28, 53]]","['Kingsman: The Secret Service', 'Kingsman: The Golden Circle', 'Infinite']","[69.538, 63.52, 71.956]",['Action'],['Science Fiction']
Heather Langenkamp,"[[878, 35, 80], [14, 35, 10749], [12, 35, 80, 878]]","['Austin Powers: International Man of Mystery', 'Bedazzled', 'Austin Powers: The Spy Who Shagged Me']","[24.89, 21.847, 34.155]",['Comedy'],['Romance']
Chelsea Peretti,"[[53, 18, 10749], [18, 14, 878], [18]]","['The Handmaiden', 'Space Sweepers', 'Little Forest']","[54.949, 25.179, 9.63]",['Drama'],['Romance']
Heino Ferch,"[[27], [27, 9648, 14], [27, 53]]","['A Nightmare on Elm Street', 'New Nightmare', 'A Nightmare on Elm Street 3: Dream Warriors']","[46.832, 27.882, 15.968]",['Horror'],['Mystery']
Kathy Najimy,"[[9648, 35, 80], [16, 10751]]","['Game Night', 'Sing 2']","[27.297, 127.264]","['Mystery', 'Comedy', 'Crime', 'Animation', 'Family']",['Family']
Deborah Rennard,"[[18, 36, 10752], [18, 10749, 10752], [28, 18, 53]]","['Downfall', 'Suite Française', 'Run Lola Run']","[15.985, 15.957, 17.023]",['Drama'],['War']
Sutton Foster,"[[16, 10751, 878], [10402, 35], [14, 35, 10751]]","['WALL·E', 'Sister Act', 'Hocus Pocus']","[79.745, 36.885, 53.619]","['Family', 'Comedy']",['Family']
Kim Hunter,"[[28], [878, 28, 12], [27]]","['Lionheart', 'Land of Doom', 'Appendage']","[42.372, 2.633, 104.183]",['Action'],['Horror']
David Doyle,"[[10402, 35, 14]]",['Shrek the Musical'],[10.305],"['Music', 'Comedy', 'Fantasy']",['Music']
Becky G,"[[878, 12, 18, 28], [18], [12, 878, 9648]]","['Planet of the Apes', 'A Streetcar Named Desire', 'Beneath the Planet of the Apes']","[56.376, 17.338, 32.946]","['Science Fiction', 'Adventure', 'Drama']",['Mystery']
Phyllis Coates,"[[18, 28, 53, 878], [28, 80, 18, 53]]","['Capricorn One', ""Coogan's Bluff""]","[15.69, 15.164]","['Drama', 'Action', 'Thriller']",['Science Fiction']
Julia Brown,"[[28, 12, 878], [878, 28, 12, 10751], [10751, 12, 16, 35, 14]]","['Power Rangers', 'A-X-L', 'Gnome Alone']","[41.307, 22.673, 15.9]",['Adventure'],['Family']
Nina Siemaszko,"[[28, 12, 10751, 14, 10749, 878], [27, 878]]","['Superman and the Mole-Men', 'I Was a Teenage Frankenstein']","[8.107, 4.16]",['Science Fiction'],['Family']
Dean Cain,"[[14, 10751, 35]]",['Jessie and the Elf Boy'],[2.51],"['Fantasy', 'Family', 'Comedy']",['Family']
Cesare Danova,"[[18, 35, 10749], [18, 80], [35, 80, 10402]]","['The Artist', 'The Bling Ring', 'Airheads']","[16.259, 12.778, 17.379]","['Drama', 'Comedy', 'Crime']",['Music']
Amber Tamblyn,"[[53, 80, 18], [18]]","['Out of Time', ""God's Not Dead""]","[12.582, 23.368]",['Drama'],['Crime']
Scott Speedman,"[[18, 80], [35], [18, 36, 10749]]","['Mean Streets', 'Animal House', 'Cleopatra']","[14.154, 23.713, 28.4]",['Drama'],['Romance']
Kaley Cuoco,"[[12, 18, 53], [18, 35], [18, 37]]","['127 Hours', 'The Sisterhood of the Traveling Pants', 'Django Unchained']","[28.858, 10.546, 61.716]",['Drama'],['Western']
Wendell Pierce,"[[14, 28, 53], [14, 28, 53], [27, 9648, 53]]","['Underworld', 'Underworld: Evolution', 'The Strangers']","[49.14, 46.577, 25.781]",['Thriller'],['Mystery']
Sam Mendes,[[35]],['Why Him?'],[22.345],['Comedy'],['Comedy']
Howard Duff,"[[35, 80]]",['Horrible Bosses'],[27.095],"['Comedy', 'Crime']",['Crime']
Charlie Hewson,"[[28, 12, 53], [10752, 28, 18], [18]]","['Skyfall', '1917', 'American Beauty']","[40.771, 53.701, 35.5]","['Action', 'Drama']",['War']
Ritu Arya,"[[18], [53], [80, 9648, 53]]","['Kramer vs. Kramer', 'No Way Out', 'The Naked City']","[16.239, 16.611, 8.648]",['Thriller'],['Mystery']
Haruna Kawaguchi,"[[35, 28, 10749], [53, 80, 9648], [35, 18, 10749]]","['The Bounty Hunter', 'Awake', 'Going the Distance']","[14.816, 24.54, 11.49]","['Comedy', 'Romance']",['Romance']
Tupac Shakur,"[[28, 35, 80], [35, 12, 14]]","['Red Notice', 'Barbie']","[68.065, 666.048]",['Comedy'],['Comedy']
Lee Min-ho,"[[18, 10749], [10749, 18], [80, 18, 27]]","[""Say 'I Love You'"", 'One Week Friends', 'Creepy']","[9.228, 7.109, 6.933]",['Drama'],['Romance']
Byron Mann,"[[35, 80, 18], [80, 18, 53], [10402, 99]]","[""Gridlock'd"", 'Juice', 'Tupac: Resurrection']","[9.025, 16.367, 11.084]","['Crime', 'Drama']",['Music']
Sarah Wayne Callies,[],[],[],[],[]
Tom Conti,"[[28, 53, 12], [35, 18], [28, 14, 9648, 80]]","['Skyscraper', 'The Big Short', 'Catwoman']","[26.972, 30.507, 28.821]",['Action'],['Mystery']
Naomie Harris,"[[28, 53]]",['Into the Storm'],[28.22],"['Action', 'Thriller']",['Thriller']
Kyle Soller,"[[28, 80, 18, 53], [18, 36], [18, 36, 10752]]","['The Dark Knight Rises', 'Oppenheimer', 'Merry Christmas, Mr. Lawrence']","[78.615, 1380.802, 17.046]",['Drama'],['War']
Mariya Ise,"[[28, 12, 878], [27, 53, 878], [28, 12, 53]]","['Rampage', '28 Days Later', 'Skyfall']","[68.08, 46.577, 40.771]","['Action', 'Adventure', 'Science Fiction', 'Thriller']",['Science Fiction']
Highdee Kuan,"[[10752, 18, 28], [53, 27, 18, 9648]]","['Fury', 'Marrowbone']","[105.128, 26.929]",['Drama'],['War']
Elvis Presley,"[[16, 10749, 18]]",['Flavors of Youth'],[17.76],"['Animation', 'Romance', 'Drama']",['Romance']
Alice Krige,"[[878, 18], [28, 53]]","['Proximity', 'Fear the Night']","[35.169, 75.545]","['Science Fiction', 'Drama', 'Action', 'Thriller']",['Science Fiction']
Kenichi Ogata,"[[18, 10402], [35, 18, 10402, 10749], [35, 10402]]","['Jailhouse Rock', 'Viva Las Vegas', 'Blue Hawaii']","[11.664, 11.171, 10.438]",['Music'],['Music']
Caroline Day,"[[28, 12, 14], [14, 12, 28], [27, 9648]]","['Thor: The Dark World', ""The Sorcerer's Apprentice"", 'Silent Hill']","[79.636, 35.622, 45.71]","['Action', 'Adventure', 'Fantasy']",['Mystery']
Richard Masur,"[[14, 16, 878]]",['Memories'],[108.321],"['Fantasy', 'Animation', 'Science Fiction']",['Science Fiction']
June Lockhart,"[[28, 53, 80], [35, 10749], [18]]","['The Equalizer 2', 'I Feel Pretty', 'The Goldfinch']","[120.083, 16.124, 15.094]","['Action', 'Thriller', 'Crime', 'Comedy', 'Romance', 'Drama']",['Romance']
Stephanie Corneliussen,"[[27, 9648, 878], [35, 18]]","['The Thing', 'My Girl']","[50.37, 30.26]","['Horror', 'Mystery', 'Science Fiction', 'Comedy', 'Drama']",['Mystery']
Hiroyuki Yoshino,"[[878, 12]]",['Lost in Space'],[20.956],"['Science Fiction', 'Adventure']",['Science Fiction']
Kellan Lutz,"[[14, 27, 28], [27, 53]]","['Hansel & Gretel: Witch Hunters', 'The Invitation']","[64.457, 31.59]",['Horror'],['Horror']
Riki Lindhome,[],[],[],[],[]
Jimmy O. Yang,"[[28, 12], [14, 18, 10749], [12, 14, 10749]]","['The Legend of Hercules', 'Twilight', 'The Twilight Saga: Breaking Dawn - Part 1']","[22.143, 106.998, 85.959]","['Adventure', 'Fantasy', 'Romance']",['Romance']
Amber Valletta,"[[35, 80, 9648], [18]]","['Knives Out', 'Million Dollar Baby']","[63.555, 25.981]","['Comedy', 'Crime', 'Mystery', 'Drama']",['Mystery']
Andrew Lawrence,"[[35, 10749], [27, 14, 12, 9648], [35, 18, 10749]]","['Love Hard', 'Fantasy Island', 'Crazy Rich Asians']","[15.639, 19.711, 25.356]","['Comedy', 'Romance']",['Romance']
Chad Smith,"[[28, 53, 80], [35, 18, 10749], [28, 53, 878]]","['Transporter 2', 'Hitch', 'Gamer']","[29.32, 25.515, 16.283]","['Action', 'Thriller']",['Romance']
Henry Zaga,"[[35, 10751, 12], [878, 10751, 35, 16]]","['Bean', ""Recess: School's Out""]","[21.978, 19.784]","['Comedy', 'Family']",['Family']
John DiMaggio,"[[10749, 18, 10402], [10402, 99]]","['Song to Song', 'Red Hot Chili Peppers: Live at Slane Castle']","[14.89, 4.647]",['Music'],['Music']
Wayne Knight,"[[878, 27, 28, 9648, 12], [10749, 18]]","['The New Mutants', 'Beyond the Universe']","[32.123, 28.759]","['Science Fiction', 'Horror', 'Action', 'Mystery', 'Adventure', 'Romance', 'Drama']",['Mystery']
Martin Landau,"[[16, 12, 10751, 35]]",['Zootopia'],[107.499],"['Animation', 'Adventure', 'Family', 'Comedy']",['Family']
