name,genre_mean_weighted,number_of_movies
Rosalyn Landor,['Crime'],1.0
Patrick John Flueger,['Romance'],4.0
Lindsay Crouse,['Thriller'],12.0
Jane Badler,['Family'],1.0
David Ayer,['Mystery'],2.0
Megan Suri,['Mystery'],1.0
Marielle Jaffe,['Documentary'],2.0
Austin Stowell,['Mystery'],2.0
Massi Furlan,['TV Movie'],2.0
Douglas Arthurs,['TV Movie'],2.0
Cheri Oteri,[],10.0
Archie Panjabi,['TV Movie'],6.0
Greta Gerwig,['Family'],5.0
Caitríona Balfe,['Science Fiction'],2.0
Liza Minnelli,['Science Fiction'],11.0
J. C. MacKenzie,['Romance'],7.0
Aaron Staton,['Crime'],2.0
Kayvan Novak,['Romance'],3.0
L.Q. Jones,['Family'],20.0
Anneliese van der Pol,['Science Fiction'],2.0
Matthias Schweighöfer,['Romance'],5.0
Denise Gough,['Crime'],1.0
Meredith Monroe,['Family'],2.0
Mercedes de la Zerda,['Science Fiction'],1.0
John Mese,['Action'],1.0
Gael García Bernal,['War'],12.0
Mark Rylance,['Comedy'],2.0
Patrick Fischler,['TV Movie'],16.0
Steven Brand,['Family'],2.0
George Costigan,['Mystery'],2.0
Doreen Mantle,['TV Movie'],2.0
Christina Cole,['Romance'],4.0
Tanaya Beatty,['Family'],1.0
Paige Turco,['Science Fiction'],5.0
Michaela Conlin,['Romance'],1.0
Tom Hollander,['Family'],15.0
Treat Williams,['Family'],19.0
Ahney Her,['War'],1.0
Jack Thompson,['Science Fiction'],21.0
James Frain,['Crime'],12.0
Dominic Scott Kay,['Romance'],6.0
Kenya Moore,['Science Fiction'],4.0
Bailee Michelle Johnson,['Crime'],1.0
Hal Sparks,['Science Fiction'],4.0
Sam Robards,['TV Movie'],12.0
Alexandra Castillo,['Science Fiction'],3.0
Kel Mitchell,['Mystery'],3.0
Rikiya Koyama,['Mystery'],3.0
Izabella Miko,['Mystery'],3.0
Faye Dunaway,['Thriller'],22.0
Omar Sharif,['Romance'],19.0
Patrick Ferrell,['War'],2.0
Michael McDonald,['Mystery'],9.0
Karan Soni,['War'],1.0
Peter Frechette,['Crime'],4.0
Mary Jo Deschanel,['Family'],4.0
Will.i.am,['Romance'],6.0
Clay Wilcox,['War'],2.0
Michelle Jenner,['Romance'],1.0
Kevin Tighe,['Thriller'],14.0
Robin Lord Taylor,['Family'],3.0
Jon Seda,['Family'],11.0
Steven Berkoff,['Mystery'],11.0
Katy Boyer,['Horror'],6.0
Eddie Izzard,['Crime'],15.0
Stephen Tobolowsky,['Family'],47.0
Bo Burnham,['Romance'],2.0
Matt Passmore,['Family'],1.0
Alex Frost,['Music'],4.0
Joey Lauren Adams,['Mystery'],12.0
Rick Fox,['Science Fiction'],7.0
Lou Taylor Pucci,['Romance'],8.0
Derek Jacobi,['Family'],15.0
Génesis Rodríguez,['Family'],1.0
Jay Johnston,['Mystery'],7.0
Alex McArthur,['Family'],4.0
Tracey Walter,['TV Movie'],42.0
Chris Mulkey,['Crime'],18.0
Ryan Grantham,['Family'],2.0
Luis Antonio Ramos,['Music'],3.0
Madeline Zima,['Family'],6.0
Bebe Drake,['TV Movie'],9.0
Connor Paolo,['Family'],4.0
Monica Dolan,['Family'],2.0
Rudy Youngblood,['Science Fiction'],1.0
Holly Valance,['History'],2.0
Elpidia Carrillo,['Science Fiction'],10.0
Rumer Willis,['Thriller'],7.0
Clotilde Hesme,['Science Fiction'],1.0
Bruce Dawson,['Drama'],2.0
Hannah Walters,['TV Movie'],3.0
Ulrich Thomsen,['Action'],14.0
Mia Farrow,['TV Movie'],18.0
Vincent Guastaferro,['Family'],9.0
Manu Intiraymi,['Family'],3.0
Michael Emerson,['Mystery'],7.0
J.P. Manoux,['Romance'],16.0
Sarah Carter,['Mystery'],5.0
Gina Holden,['Family'],6.0
Amy Poehler,['Mystery'],17.0
Curtis Armstrong,['Romance'],27.0
Larry Drake,['Romance'],9.0
James Stewart,['Comedy'],24.0
Bill Buell,['Romance'],5.0
Tamzin Merchant,['Mystery'],2.0
Yuji Ueda,['Romance'],3.0
Melinda Dillon,['Romance'],11.0
Michael Kenneth Williams,['Family'],9.0
Halston Sage,['Family'],1.0
Alexis Denisof,['TV Movie'],3.0
Gerald McRaney,['Science Fiction'],3.0
Erin Chambers,['Romance'],3.0
Bradley Whitford,['Family'],20.0
Beau Starr,['War'],15.0
Mike Erwin,['Mystery'],3.0
John Cullum,['Crime'],4.0
Stockard Channing,['Romance'],16.0
Pauly Shore,['Crime'],14.0
Charlie Weber,['Romance'],3.0
Keshia Knight Pulliam,['Romance'],3.0
Noa Tishby,['Thriller'],2.0
Marilyn Norry,['Comedy'],7.0
Liliana Mumy,['Family'],7.0
Monet Mazur,['Romance'],12.0
Kandyse McClure,['Science Fiction'],3.0
Tamara Taylor,['TV Movie'],2.0
Emily Tennant,['Romance'],8.0
Richard Johnson,['Romance'],10.0
Tom Wopat,['Family'],2.0
Sho Kosugi,['War'],6.0
Ben Cotton,['Crime'],6.0
A.C. Peterson,['Western'],14.0
Jess McLeod,['Crime'],1.0
Philip Wiegratz,['Mystery'],1.0
Michael McElhatton,['Family'],3.0
Gil Birmingham,['War'],5.0
Moya Brady,['Mystery'],8.0
Kerry Condon,['Mystery'],5.0
Jesse James,['Science Fiction'],8.0
Jason Earles,['Romance'],3.0
James Marsters,['Horror'],4.0
Kazue Fukiishi,['Romance'],2.0
Kevin Kline,['Family'],31.0
Patrick Kilpatrick,['TV Movie'],13.0
Ranbir Kapoor,['Science Fiction'],7.0
B. J. Harrison,['TV Movie'],3.0
Chris Wylde,['Science Fiction'],7.0
Shelley Conn,['Romance'],2.0
Matt Shively,['Romance'],1.0
Christie Laing,['TV Movie'],4.0
Kevin Connolly,['Family'],8.0
Stephanie Cole,['TV Movie'],1.0
Kimberly J. Brown,['Romance'],3.0
Carole Bouquet,['TV Movie'],5.0
Kumail Nanjiani,['Mystery'],2.0
Brittany Allen,['Family'],1.0
Alexandra Kyle,['Science Fiction'],4.0
Laura Vandervoort,['Romance'],3.0
Griffin Gluck,['Thriller'],1.0
David Alan Grier,['Mystery'],21.0
Lisa Thornhill,['Romance'],5.0
Jack Coleman,['Romance'],1.0
Grant Heslov,['Crime'],11.0
Nicholas Campbell,['TV Movie'],9.0
Roma Downey,['Thriller'],1.0
Cooper Thornton,['Family'],7.0
Miguel Ferrer,['Romance'],17.0
Malik Yoba,['Mystery'],3.0
Harry Connick Jr.,['Science Fiction'],12.0
Gretchen Mol,['Mystery'],11.0
Shawna Waldron,['Crime'],2.0
Oded Fehr,['Music'],6.0
Ingeborga Dapkūnaitė,['TV Movie'],7.0
Candi Milo,['Science Fiction'],9.0
Emilie Ullerup,['Drama'],2.0
Eric Bogosian,['Family'],10.0
Daniel Davis,['Romance'],3.0
Timothy Hutton,['Mystery'],22.0
Christopher Russell,['Thriller'],1.0
Mary Kay Place,['TV Movie'],22.0
Sam J. Jones,['Science Fiction'],4.0
Monica Calhoun,['Mystery'],6.0
Jessie T. Usher,['Science Fiction'],1.0
Andrew Ellis,['Music'],1.0
Mayko Nguyen,['Science Fiction'],2.0
Leonor Varela,['Romance'],5.0
Jessica Capshaw,['Romance'],5.0
Shari Headley,['Science Fiction'],3.0
Olesya Rulin,['Crime'],5.0
Keenen Ivory Wayans,[],7.0
Ari Cohen,['Family'],1.0
Kelly Stables,['Mystery'],1.0
Frances Tomelty,['Music'],4.0
Paulino Nunes,['Drama'],8.0
Brooke Satchwell,['Romance'],1.0
Stanley Anderson,['Comedy'],15.0
Julia Chan,['Thriller'],1.0
Rodney Rowland,['Mystery'],4.0
Dean Lennox Kelly,['Romance'],4.0
Chord Overstreet,['Romance'],2.0
Avril Lavigne,['Family'],4.0
Caroline Aaron,['Romance'],21.0
Carmela Zumbado,['Family'],1.0
Chris Colfer,['Family'],3.0
Hikari Mitsushima,['Crime'],2.0
Song Kang-ho,['Family'],9.0
Rebecca Marshall,['Romance'],3.0
Brian Doyle-Murray,['Science Fiction'],25.0
Silas Weir Mitchell,['Crime'],5.0
James Carpinello,['TV Movie'],3.0
Danielle Nicolet,['Romance'],2.0
Hawthorne James,['War'],6.0
Jonny Coyne,['Mystery'],5.0
Sharon Conley,['Romance'],6.0
Bill McKinney,['Romance'],19.0
Kate Nelligan,['War'],8.0
Ashley Scott,['War'],8.0
Jenna Dewan,['Romance'],4.0
Chloe Webb,['Romance'],11.0
Matt Bennett,['Romance'],4.0
Henry Thomas,['Thriller'],9.0
Robert Towers,['Family'],3.0
Bo Hopkins,['Romance'],13.0
Akshay Kumar,['Family'],19.0
Richard Sammel,['Crime'],6.0
Michael Landes,['Crime'],6.0
Stephanie Romanov,['Science Fiction'],3.0
Danny Pino,['Science Fiction'],2.0
Brian Bloom,['Romance'],5.0
Nate Hartley,['Crime'],3.0
Wynn Everett,['War'],2.0
Neil Ellice,['Science Fiction'],1.0
Steve Austin,['War'],7.0
Bob Morley,['Romance'],1.0
Rob Corddry,['Romance'],17.0
Richard Karn,['Thriller'],2.0
Matthew Knight,['Science Fiction'],4.0
Sara Botsford,['Romance'],6.0
Paul Wight,['Family'],3.0
Michael Bay,['TV Movie'],3.0
Emily Meade,['Romance'],4.0
Clu Gulager,['TV Movie'],12.0
Julia Deakin,['Romance'],4.0
Christine Lahti,['Romance'],10.0
Joshua Snyder,['Comedy'],1.0
Frederick Lau,['Science Fiction'],2.0
Isabelle Fuhrman,['TV Movie'],4.0
Kareena Kapoor Khan,['Romance'],10.0
Eric Pierpoint,['Mystery'],7.0
Jacob Blair,['Romance'],6.0
Paul Telfer,['Thriller'],1.0
Amy Irving,[],12.0
Dan Payne,['Thriller'],3.0
Jesse McCartney,['Mystery'],5.0
Lara Robinson,['Family'],1.0
Nick Stahl,['Comedy'],12.0
Nick Thune,['Mystery'],2.0
Chrissie Hynde,['Science Fiction'],2.0
Arata Iura,['Family'],2.0
Corey Haim,['Romance'],12.0
Merritt Wever,['Drama'],8.0
John Koyama,['Family'],10.0
Steve Bannos,['Mystery'],7.0
Donovan Patton,['War'],1.0
Regis Philbin,['Family'],12.0
Taylor Handley,['Science Fiction'],5.0
John Anderson,[],6.0
Woody Allen,['Science Fiction'],21.0
Jung Kyung-ho,['Romance'],1.0
Mike Dopud,['Romance'],19.0
Rosalind Chao,['Science Fiction'],13.0
Mel Smith,['Family'],6.0
Missy Peregrym,['Family'],1.0
Carlos Gómez,['Thriller'],10.0
Reed Diamond,['Mystery'],8.0
Graham McTavish,['Romance'],11.0
Angela Griffin,['Romance'],1.0
Niall Matter,['Action'],1.0
Carole Cook,['Mystery'],5.0
Scout Taylor-Compton,['Mystery'],8.0
Tom Bosley,['Family'],4.0
Angie Everhart,['Romance'],3.0
Renée Taylor,['Romance'],10.0
Marcus Johnson,['Romance'],1.0
Angela Featherstone,['Romance'],10.0
Logan Miller,['Science Fiction'],1.0
Joanna Merlin,['Science Fiction'],12.0
Martin Klebba,['Romance'],16.0
Anne Consigny,['Science Fiction'],4.0
Michael Imperioli,['Science Fiction'],16.0
Michael Welch,['TV Movie'],8.0
Noah Taylor,['Romance'],11.0
Claire van der Boom,['Family'],2.0
Anne Lockhart,['Crime'],14.0
Tyler Johnson,['Mystery'],1.0
Christine Chatelain,['Thriller'],3.0
Sierra McCormick,['Comedy'],2.0
Claire Skinner,['Family'],3.0
Rodrigo Santoro,['Romance'],8.0
David Cronenberg,['Romance'],12.0
Harland Williams,['War'],16.0
Brian Bosworth,['Crime'],3.0
Vanessa Marano,['Family'],1.0
Miley Cyrus,['Romance'],8.0
Serena Williams,['Family'],1.0
Shahid Kapoor,['Romance'],7.0
Ashley Laurence,['Mystery'],5.0
Bam Margera,['Mystery'],4.0
Thomas Haden Church,['Romance'],22.0
Fiona Glascott,['Documentary'],1.0
Scott Coffey,['Family'],12.0
Zach Grenier,['Documentary'],18.0
Peter Firth,['Mystery'],12.0
Theresa Russell,['Mystery'],13.0
Ryan Devlin,['Romance'],3.0
Richard Armitage,['Mystery'],2.0
Olympia Dukakis,['Family'],17.0
Russell Wong,['Family'],7.0
Chris Diamantopoulos,['Action'],1.0
Richard Roundtree,['Romance'],18.0
P.J. Prinsloo,['Mystery'],2.0
Asami,['Thriller'],1.0
Jack Davidson,['Family'],6.0
Vanessa Angel,['Family'],5.0
Paul Scheer,['Comedy'],8.0
Louis Gossett Jr.,['Romance'],15.0
Patty Ross,['Romance'],2.0
Adina Porter,['Romance'],2.0
Paul Benedict,['Romance'],10.0
Satomi Korogi,['Romance'],2.0
Dennis Farina,['Mystery'],19.0
Alvin Sanders,['Family'],2.0
Leonard Nimoy,['War'],12.0
Ty Olsson,['Mystery'],18.0
Norman Chui Siu-Keung,['Crime'],2.0
Shaun Johnston,['War'],2.0
Nick Cheung,['Action'],3.0
Shi Ne Nielson,['Family'],1.0
James Fleet,['Thriller'],6.0
Samy Naceri,['Romance'],6.0
Chad Donella,['Romance'],5.0
Maaya Sakamoto,['Comedy'],3.0
Andrew McNee,['Crime'],5.0
Tamlyn Tomita,['Science Fiction'],8.0
Michael Ontkean,['Science Fiction'],7.0
Karron Graves,['Family'],2.0
Miriam McDonald,['Family'],2.0
Mason Cook,['TV Movie'],2.0
Carlease Burke,['Thriller'],8.0
Wanda Sykes,['Family'],9.0
Jake McLaughlin,['Comedy'],5.0
Billy Campbell,['Thriller'],7.0
Maeve Dermody,['Science Fiction'],2.0
Jordan Bridges,['Romance'],4.0
Alessandra Ambrosio,['Mystery'],1.0
Dion Johnstone,['Romance'],4.0
Ingrid Kavelaars,['Romance'],1.0
Andrew Daly,['Mystery'],12.0
Rebecca Pidgeon,['Mystery'],9.0
Jenna Lamia,['TV Movie'],2.0
JoBeth Williams,['Romance'],10.0
Jesse Lee Soffer,['Drama'],4.0
Stephen McKinley Henderson,['Mystery'],2.0
Shanti Roney,['Science Fiction'],1.0
Jarod Joseph,['Horror'],1.0
Isaac Hayes,['Science Fiction'],14.0
Dylan Neal,['Science Fiction'],2.0
Valerie Mahaffey,['Mystery'],3.0
Rudolf Martin,['Family'],3.0
Cher,['Science Fiction'],11.0
Ed Westwick,['Drama'],6.0
Anthony Azizi,['Family'],6.0
Tracy Morgan,['Drama'],14.0
Josh Stewart,['Romance'],5.0
James Le Gros,['Mystery'],24.0
Ciara Bravo,['Science Fiction'],2.0
Nadia Dajani,['Family'],3.0
Rob Reiner,['Romance'],13.0
Pasha D. Lychnikoff,['Romance'],9.0
Rachael Crawford,['Family'],1.0
Marthe Keller,['Music'],5.0
Rhoda Griffis,['Romance'],15.0
Rosemarie DeWitt,['Romance'],5.0
Jayne Atkinson,['Romance'],5.0
Justin Timberlake,['Science Fiction'],11.0
Debra Wilson,['Mystery'],6.0
Ariel Gade,['Crime'],3.0
Geri Horner,['Family'],1.0
Fred Thompson,['Romance'],15.0
Lee Seung-joon,['Mystery'],1.0
Christopher Cousins,['Mystery'],6.0
James Faulkner,['Music'],9.0
Trieste Kelly Dunn,['Science Fiction'],1.0
Isabel Lucas,['Mystery'],3.0
Hannah Herzsprung,['Thriller'],5.0
Jane Daly,['Family'],3.0
Yuko Tanaka,['Thriller'],2.0
Melora Hardin,['Romance'],11.0
Chester Bennington,['Animation'],3.0
Brian Gleeson,['Mystery'],2.0
Michael Gough,['Romance'],16.0
Jean Rochefort,['Crime'],6.0
Robert Wisden,['Romance'],4.0
Jesse Ventura,['Romance'],11.0
Robert Smigel,['Family'],8.0
Hayley McFarland,['Mystery'],1.0
Christopher Denham,['Science Fiction'],5.0
Adrian Rawlins,['Family'],10.0
Bobb'e J. Thompson,['Thriller'],7.0
Alexis Fields,['Mystery'],1.0
Ian Harding,['Family'],2.0
Paul Williams,['Music'],14.0
Courtney Gains,['Action'],12.0
Kate Trotter,['Romance'],1.0
Keith Gordon,['Romance'],7.0
Kate Atkinson,['Mystery'],1.0
Lee Min-ki,['Science Fiction'],1.0
Jayce Bartok,['Action'],5.0
Annalise Basso,['Romance'],2.0
Lisa Loeb,['Horror'],3.0
Maxwell Caulfield,['Romance'],9.0
Rade Šerbedžija,['Family'],22.0
Anne Meara,['Horror'],9.0
Seth Gabel,['Comedy'],3.0
Geoff Stults,['Family'],7.0
Lexa Doig,['TV Movie'],1.0
Aya Cash,['Mystery'],1.0
Clayton Rohner,['Romance'],5.0
Dennis Cockrum,['Romance'],9.0
Matt Ryan,['Family'],3.0
Autumn Reeser,['Family'],4.0
David Kaye,['War'],9.0
Jennifer Ferrin,['Romance'],1.0
Farhan Akhtar,['War'],1.0
Fanny Ardant,['Romance'],6.0
Kim Min-hee,['Mystery'],1.0
Liz White,['Mystery'],2.0
Trever O'Brien,['Mystery'],3.0
Robert Rodriguez,['Thriller'],2.0
Ingrid Oliver,['Science Fiction'],1.0
Keeley Hawes,['Romance'],4.0
Jeremy Northam,['Mystery'],14.0
William Daniels,['Romance'],8.0
Mackenzie Lintz,['Mystery'],1.0
Carlos Alazraqui,['Romance'],14.0
Russell Hornsby,['Horror'],7.0
Rachel Maddow,['TV Movie'],2.0
Ja Rule,['Mystery'],7.0
Kristin Minter,['Crime'],3.0
Chris Isaak,['Science Fiction'],6.0
Keiichi Sonobe,['Romance'],2.0
Salli Richardson-Whitfield,['Mystery'],8.0
Jennifer Finnigan,['Family'],1.0
Paul Calderon,['Science Fiction'],15.0
Eric Idle,['Romance'],21.0
E.J. Callahan,['Crime'],11.0
Todd Giebenhain,['Action'],3.0
Gena Rowlands,['Horror'],16.0
Michael Learned,[],3.0
Shinichi Tsutsumi,['Romance'],3.0
Beth Grant,['History'],31.0
Roger Haskett,['Action'],1.0
Martin Donovan,['Mystery'],14.0
Robin Dunne,['Science Fiction'],6.0
Claudia Gerini,['Mystery'],4.0
Alex Black,['Science Fiction'],2.0
Orla Brady,['Thriller'],2.0
Mahima Nambiar,['Thriller'],1.0
Barbara Eve Harris,['Romance'],4.0
Karan Kendrick,['Crime'],4.0
Jimmy Kimmel,['Romance'],7.0
Rachel Boston,['TV Movie'],1.0
Alan Ford,['Mystery'],6.0
Richard Ward,['Family'],3.0
Kimberlee Peterson,['Crime'],1.0
Dean O'Gorman,['Thriller'],1.0
Takuya Kimura,['Romance'],4.0
Stuart Wilson,['Romance'],14.0
Nao Toyama,['Action'],1.0
Catherine Taber,['Science Fiction'],2.0
Mark Margolis,['Romance'],33.0
Shaun Evans,[],1.0
Perry King,['Romance'],4.0
Robert Maillet,['Romance'],4.0
Jannis Niewöhner,['Thriller'],1.0
Antonio Cupo,['Romance'],4.0
Tony Bennett,['Mystery'],2.0
Charlie Talbert,['Music'],1.0
Patti D'Arbanville,['Crime'],10.0
Jiang Wen,['Western'],3.0
Trudie Styler,['Mystery'],1.0
Matt McCoy,['Science Fiction'],6.0
Rob Paulsen,['Science Fiction'],21.0
Anna Hutchison,['Comedy'],2.0
James Haven,['Family'],3.0
Mark Blum,['Thriller'],9.0
Lennon Parham,['Romance'],1.0
50 Cent,['War'],8.0
Bethany Brown,['Romance'],1.0
Sophie Okonedo,['Romance'],9.0
Jason O'Mara,['Romance'],3.0
Roy Dupuis,['Science Fiction'],3.0
Raoul Max Trujillo,['Romance'],8.0
Jack Huston,['Mystery'],7.0
Finola Hughes,['Comedy'],3.0
Ariane Labed,['Romance'],2.0
Jeffrey Tambor,['Romance'],34.0
Tara Karsian,['Romance'],3.0
Jason Davis,['Romance'],13.0
Kathy Burke,['Crime'],4.0
Paul Blackthorne,['Mystery'],3.0
Michael Reilly Burke,['Family'],4.0
Sarah Smyth,['Romance'],3.0
Anthony Geary,['Mystery'],6.0
Steven Tyler,['Family'],3.0
Asia Argento,['Romance'],14.0
Kenji Nojima,['War'],1.0
Hynden Walch,['Romance'],4.0
Richard Roxburgh,['Family'],8.0
Ben Miles,['Family'],3.0
Dan Levy,['Family'],3.0
David Calder,['Action'],8.0
Heather Kafka,['Science Fiction'],3.0
Marsha Fitzalan,['Romance'],1.0
Ángela Molina,['Romance'],7.0
Hiroko Yakushimaru,['Family'],1.0
Leila Arcieri,['Romance'],4.0
Brian Stokes Mitchell,['Family'],3.0
Nicola Posener,['Science Fiction'],1.0
Steve Byers,['Science Fiction'],3.0
Kim Myers,['Romance'],3.0
Colin Ferguson,['Science Fiction'],3.0
Cody Kasch,['Romance'],1.0
Hoon Lee,['Action'],3.0
Amanda Righetti,['Romance'],3.0
Vincent Curatola,['War'],1.0
Phyllis Smith,['Action'],3.0
Sasha Pieterse,['Science Fiction'],3.0
Alex Rocco,['Science Fiction'],17.0
Harry Dean Stanton,['Family'],47.0
Makoto Yasumura,['Science Fiction'],1.0
Caitlin FitzGerald,['Family'],2.0
Rochelle Aytes,['Mystery'],2.0
Charlie Ray,['Thriller'],1.0
Michael Richards,['Science Fiction'],6.0
Andrew Rogers,['Romance'],2.0
Samuel Anderson,['Music'],1.0
Kyle Howard,['Crime'],2.0
Kathy Baker,['War'],21.0
Katt Williams,[],7.0
Haley Ramm,['Thriller'],6.0
Colin Tierney,[],1.0
Rachel Hayward,['Family'],4.0
Piper Laurie,['Romance'],14.0
Daniel Eric Gold,['Mystery'],5.0
Alice Playten,['Family'],6.0
David Hewlett,['War'],7.0
Gedde Watanabe,['Science Fiction'],14.0
Emily Hampshire,['Music'],4.0
Sean Carrigan,['Romance'],1.0
Kevin Sorbo,['Romance'],6.0
Michael Stoyanov,['Comedy'],3.0
Karl Collins,['Family'],1.0
Kristen Connolly,['Crime'],5.0
Audrey Marie Anderson,[],3.0
Michelle Lee,['War'],6.0
Sam Waterston,['Thriller'],10.0
Crispin Bonham-Carter,['Romance'],3.0
Ben Feldman,['Family'],4.0
Stephanie Honoré,['Romance'],4.0
Ivan Sergei,['Romance'],5.0
Jennifer Sky,['Mystery'],2.0
Max Beesley,['Mystery'],2.0
Wendy Crewson,['Romance'],18.0
Vanessa Paradis,['Crime'],2.0
Susan Blakely,['Romance'],9.0
Michael Wincott,['Family'],17.0
Arnold Pinnock,['Romance'],12.0
Patrick Cranshaw,['Mystery'],14.0
Anna Hopkins,['Thriller'],1.0
Wil Horneff,['Romance'],4.0
Izabella Scorupco,['Romance'],3.0
Karissa Lee Staples,['Horror'],1.0
Maria Christina Thayer,['Comedy'],3.0
Adam McKay,['Family'],4.0
Hallee Hirsh,['Mystery'],5.0
Bob Hoskins,['TV Movie'],29.0
Keri Lynn Pratt,['Romance'],5.0
Nancy Lenehan,['Romance'],11.0
Takako Matsu,['Mystery'],1.0
Yu Seon,['Family'],2.0
Tuba Büyüküstün,['Romance'],1.0
Erin Cardillo,['Crime'],1.0
Steve Howey,['Mystery'],4.0
Gabriel Mann,['Romance'],18.0
Richard Benjamin,['Romance'],8.0
Ivan Kaye,['War'],3.0
Ben Vereen,['Mystery'],4.0
Jason Tobin,['Mystery'],2.0
Steve Railsback,['Family'],10.0
Bob Stephenson,['Crime'],15.0
Siobhan Fallon Hogan,['Science Fiction'],21.0
Rita Wilson,['Family'],19.0
David Letterman,['Crime'],6.0
David Mitchell,['TV Movie'],2.0
Aishwarya Rai Bachchan,['Comedy'],17.0
William Haze,['Mystery'],2.0
Robyn Lively,['Family'],5.0
Sharon Leal,[],3.0
Paul Michael Robinson,['Romance'],2.0
Liana Liberato,['Family'],1.0
Nicole Burdette,['TV Movie'],5.0
Vanessa Morgan,['Family'],1.0
Eden Riegel,['Drama'],4.0
Brian Kerwin,['TV Movie'],7.0
Ben Cross,['Family'],7.0
Charles Herbert,['Science Fiction'],2.0
Linus Roache,['Science Fiction'],7.0
Paul Chahidi,['Science Fiction'],2.0
Michael Badalucco,['Romance'],20.0
Neil Brown Jr.,['Family'],6.0
Curtiss Cook,['Crime'],3.0
Chadwick Boseman,['Romance'],1.0
Masaya Kato,['Romance'],5.0
Aaron Sorkin,['TV Movie'],3.0
William MacDonald,['Science Fiction'],3.0
Ben Falcone,['Science Fiction'],5.0
Noble Willingham,['TV Movie'],24.0
B-Real,['Mystery'],3.0
Josh Zuckerman,[],5.0
Catherine Walker,['Romance'],1.0
Graham Shiels,['Comedy'],1.0
Louise Bourgoin,['Romance'],2.0
Eugene Cordero,['War'],2.0
A Martinez,['Mystery'],3.0
Tony Jay,['TV Movie'],15.0
Kenneth Choi,['Romance'],4.0
Luke Perry,['Western'],5.0
Ned Beatty,['Family'],28.0
Michael Urie,['Romance'],2.0
Shin Se-kyung,['Science Fiction'],1.0
Barnaby Kay,['Family'],4.0
Sidney Lumet,['Family'],1.0
Ben Lawson,['Action'],1.0
Nada Despotovich,['Romance'],9.0
Jerry Adler,['Crime'],5.0
Austin Abrams,['Romance'],2.0
Barry Pepper,[],12.0
Rita Gardner,['Family'],1.0
Sean Combs,['Romance'],4.0
Masuo Amada,['Romance'],1.0
Irene Bedard,['War'],2.0
Kevin Gage,['Fantasy'],15.0
Johann Carlo,['Mystery'],5.0
Alison Folland,['Horror'],9.0
Robert Schwartzman,['War'],2.0
Arjun Sarja,['War'],6.0
Charity Wakefield,['Romance'],1.0
Brooke Bloom,['War'],4.0
Mathew Horne,[],2.0
Andy Dick,['Thriller'],19.0
Spencer Treat Clark,['Romance'],6.0
Robert Seeliger,['Mystery'],1.0
Marion Ross,['Romance'],4.0
Manish Dayal,[],1.0
Juan José Campanella,['Mystery'],1.0
Ana de la Reguera,['Romance'],2.0
Roscoe Lee Browne,['Mystery'],12.0
Ed O'Neill,['Drama'],13.0
Phyllis Diller,['Mystery'],2.0
Kiyoyuki Yanada,['Romance'],1.0
Omar Epps,['Family'],14.0
Janet Varney,['Family'],3.0
Katharine Towne,['Mystery'],12.0
Michael Eklund,['Thriller'],9.0
Nicholas Rowe,['Science Fiction'],6.0
Neil Hopkins,['Mystery'],1.0
Elizabeth Berrington,['Mystery'],9.0
Mitsuo Iwata,['Family'],1.0
Vanessa Redgrave,['Romance'],28.0
Emma Catherine Rigby,['Romance'],1.0
Dorian Missick,['Family'],6.0
Montrose Hagins,['Crime'],4.0
Tammin Sursok,['Romance'],2.0
James Karen,['Romance'],21.0
Susie Porter,['Family'],2.0
Brian J. White,['Comedy'],7.0
Kayla Ewell,[],2.0
Elizabeth Ashley,['Science Fiction'],8.0
Rosie O'Donnell,['War'],14.0
Braeden Lemasters,['Comedy'],2.0
Marc Evan Jackson,['Music'],2.0
Tom Georgeson,['Mystery'],4.0
Clea DuVall,['Comedy'],16.0
Asif Ali,['Romance'],3.0
Reece Shearsmith,['Romance'],4.0
Daniel Baldwin,['Science Fiction'],10.0
Jeon Do-yeon,['Mystery'],3.0
Jesse Hutch,['War'],2.0
Seo Ji-hye,['Mystery'],1.0
Ursula Parker,['Action'],2.0
Alfonso Freeman,['Science Fiction'],3.0
Alex Meraz,['Science Fiction'],5.0
Valerie Tian,['Thriller'],10.0
Eleanor Bron,['Romance'],10.0
William Mapother,['Comedy'],12.0
Brian Libby,['Music'],12.0
Daniel Stewart Sherman,['Romance'],5.0
Christopher Eccleston,['Mystery'],11.0
Ronnie Corbett,['Family'],3.0
Vijay,['Family'],3.0
Holly Weber,['Romance'],5.0
Paula Abdul,['Thriller'],4.0
Wolf Kahler,['Music'],14.0
Roshan Seth,['Romance'],12.0
Richard Easton,['Family'],4.0
Lorna Scott,['Mystery'],17.0
Jessica Lucas,['Mystery'],6.0
Ryoko Hirosue,['Romance'],2.0
Michael Gaston,['Family'],15.0
Patricia Kalember,['Romance'],6.0
Tess Harper,['Horror'],14.0
Alan Young,['Family'],8.0
Janina Gavankar,['History'],2.0
Myndy Crist,['Mystery'],4.0
Chris Ellis,['Family'],28.0
Vinessa Shaw,['Crime'],8.0
Megan Charpentier,['Mystery'],3.0
Doug Hutchison,['Science Fiction'],10.0
Jeremy Davidson,['Mystery'],2.0
Michael Nyqvist,['Crime'],10.0
Anne Reid,['Horror'],5.0
Enrique Iglesias,['Crime'],1.0
Michael York,['War'],18.0
Cheyenne Jackson,['Mystery'],1.0
