name,genre_mean_weighted,number_of_movies
Richard Kind,['Family'],25.0
Robert Carlyle,['Science Fiction'],10.0
Robert LaSardo,['Science Fiction'],15.0
Stephen Baldwin,['War'],11.0
Arnold Schwarzenegger,['Romance'],31.0
Helena Bonham Carter,['Romance'],21.0
Iko Uwais,['TV Movie'],2.0
Logan Lerman,['Crime'],10.0
Johnathon Schaech,['Family'],10.0
Danny Strong,['Romance'],5.0
Patrick J. Adams,['Romance'],4.0
Aisha Hinds,['Romance'],4.0
Fiona Shaw,['Science Fiction'],14.0
Kathryn Morris,['Family'],7.0
Elise Schaap,['Mystery'],1.0
Debbie Gibson,['Mystery'],2.0
Ben Schwartz,['Science Fiction'],4.0
Rhys Darby,['War'],3.0
Joseph Morgan,['Romance'],3.0
Lance Henriksen,['Action'],44.0
Anthony Zerbe,['Science Fiction'],16.0
Tony Curran,['Science Fiction'],16.0
Jake Weary,['Science Fiction'],1.0
Richard Thomas,['Mystery'],5.0
Carol Burnett,['TV Movie'],8.0
Leon Russom,['Family'],9.0
Jason Mantzoukas,[],4.0
Diane Keaton,['Family'],24.0
Danielle C. Ryan,['Crime'],2.0
Emily Mortimer,['Family'],21.0
Suzy Nakamura,['Family'],10.0
Mia Sara,['Romance'],5.0
Ed Asner,['Science Fiction'],13.0
Gary Busey,['Family'],28.0
Peter Jackson,['Science Fiction'],6.0
Patton Oswalt,['Action'],17.0
Adam Hicks,['Family'],2.0
Ma Dong-seok,['Romance'],4.0
Noel Fisher,['Family'],9.0
Maggie Gyllenhaal,['Family'],17.0
Luke Grimes,['Mystery'],1.0
Erika Christensen,['Romance'],7.0
Matthew Wood,['Mystery'],3.0
Tricia Helfer,['Crime'],1.0
Sam Ball,[],2.0
Adam Driver,['Romance'],1.0
Athena Karkanis,['Science Fiction'],5.0
Julie Delpy,['Thriller'],10.0
James Gunn,['Science Fiction'],4.0
Michelle Williams,['Romance'],17.0
Jonathan Loughran,['Mystery'],21.0
Ian Tracey,['Science Fiction'],10.0
Clive Owen,['Thriller'],15.0
John Cleese,['Science Fiction'],38.0
Willam Belli,['War'],4.0
William Shatner,['Romance'],23.0
Billy Zane,['Mystery'],19.0
Fredric Lehne,['Romance'],6.0
Lio Tipton,['Music'],2.0
Maura Tierney,['Romance'],12.0
Olivia Williams,['Crime'],13.0
Eddie Marsan,['Mystery'],20.0
Murray Bartlett,['Mystery'],1.0
Sophia Bush,['TV Movie'],5.0
Joan Allen,['Romance'],19.0
Marisa Ramirez,['Romance'],1.0
Jack Nicholson,['Romance'],36.0
Diana Rigg,['Thriller'],4.0
Emily Alyn Lind,['Romance'],4.0
Taylor Hill,['Horror'],1.0
Kathleen Quinlan,['Romance'],15.0
Lauren Hodges,['Mystery'],1.0
Anthony Ruivivar,['Romance'],5.0
Celia Weston,['Romance'],23.0
Ethan Phillips,['Mystery'],14.0
Blake Clark,['Science Fiction'],23.0
Glynn Turman,['Family'],10.0
Jill Hennessy,['Crime'],11.0
Noah Baumbach,['Mystery'],1.0
Priyanka Chopra Jonas,['Science Fiction'],8.0
Haley Joel Osment,['Family'],8.0
Alan Ruck,['TV Movie'],16.0
Meryl Streep,['Crime'],39.0
Sarah Snook,['Science Fiction'],1.0
Sofia Vassilieva,['Romance'],2.0
Will Forte,['Science Fiction'],10.0
Chris Bauer,['Crime'],11.0
Charlotte Gainsbourg,['Mystery'],7.0
Nicholas Braun,['Science Fiction'],5.0
Mare Winningham,['TV Movie'],9.0
Eli Roth,['Science Fiction'],10.0
Mike Epps,['War'],18.0
Jack O'Connell,['Thriller'],11.0
Elya Baskin,['War'],18.0
Cloris Leachman,['Science Fiction'],24.0
Cliff Curtis,['Family'],20.0
Ellen Barkin,['Science Fiction'],14.0
Claudie Blakley,['Romance'],5.0
Paul Wesley,['Thriller'],2.0
Nate Torrence,['Comedy'],5.0
Corey Sevier,['Family'],5.0
Alison Araya,['Comedy'],3.0
Jason Lewis,['Mystery'],5.0
Frances McDormand,['Romance'],28.0
Maggie Grace,[],7.0
Reese Witherspoon,['Family'],24.0
Gene Simmons,['Family'],5.0
Christoph Waltz,['Romance'],6.0
AnnaSophia Robb,['War'],7.0
Mike Starr,['Mystery'],41.0
America Ferrera,['Romance'],8.0
Dominic Monaghan,['Romance'],2.0
Cheryl Hines,['Family'],11.0
Molly Gordon,['Action'],2.0
Vincent Martella,['Family'],3.0
Sean Penn,['Comedy'],28.0
Matthew Settle,['TV Movie'],6.0
Tom Welling,['Mystery'],3.0
Shannon Elizabeth,['Thriller'],9.0
Farrah Fawcett,[],6.0
Ben Affleck,['Romance'],31.0
Thomas Mitchell,['Mystery'],15.0
Yara Shahidi,['Mystery'],5.0
Michael Rooker,['Family'],30.0
Sofía Vergara,['Science Fiction'],12.0
Lynn Collins,['Comedy'],8.0
Robin Williams,['Mystery'],49.0
Doug Jones,['Family'],21.0
Ray Galletti,['Horror'],2.0
Jennifer Tilly,['Mystery'],21.0
Ric Young,['War'],14.0
Ian McKellen,['Crime'],19.0
Craig T. Nelson,['Science Fiction'],22.0
Zachary Levi,['Family'],5.0
John Hurt,['Family'],46.0
Ashley Tisdale,['Science Fiction'],6.0
Tony Jaa,['Music'],4.0
Nikki Reed,['War'],6.0
Eric Lloyd,['Romance'],9.0
Matthew Goode,['Romance'],6.0
Dennis Rodman,['Family'],5.0
Jason Patric,['War'],11.0
Summer Glau,['Science Fiction'],4.0
Mehcad Brooks,['Mystery'],4.0
Eric Balfour,['Mystery'],12.0
Adewale Akinnuoye-Agbaje,['Mystery'],10.0
Nicholas Guest,['Romance'],16.0
Raini Rodriguez,['Mystery'],3.0
Emmanuelle Seigner,['Family'],6.0
Gérard Depardieu,['Family'],19.0
Dougray Scott,['Mystery'],6.0
Chris Rock,['Family'],25.0
Nolan North,['Thriller'],7.0
Yasmine Bleeth,['Family'],2.0
John Billingsley,['TV Movie'],9.0
Eve,['Science Fiction'],9.0
Scott Porter,['Romance'],3.0
Ernest Borgnine,['Crime'],28.0
Annette Badland,['War'],2.0
Erica Durance,['Family'],2.0
Matthew Davis,['Science Fiction'],10.0
Rashida Jones,['Science Fiction'],11.0
Tate Donovan,['Romance'],12.0
Crispin Glover,['Science Fiction'],25.0
Steven Strait,['Family'],6.0
Charlotte Rampling,['Science Fiction'],23.0
Tom Hulce,['Mystery'],11.0
Britney Spears,['Family'],3.0
Dick Van Dyke,['Mystery'],7.0
Kristin Kreuk,['Romance'],2.0
Atticus Shaffer,['Family'],2.0
Leven Rambin,['Science Fiction'],2.0
Jane Asher,['Family'],1.0
Vincent Gallo,['Romance'],9.0
Amy Brenneman,['Comedy'],10.0
Olivia d'Abo,['Romance'],8.0
Erika Eleniak,['Crime'],8.0
Mariska Hargitay,['Family'],4.0
Olivia Taylor Dudley,['Family'],2.0
Ken Jeong,['Romance'],17.0
Richard Kiel,['Family'],12.0
Jennie Silfverhjelm,['TV Movie'],1.0
William Ragsdale,['Family'],6.0
Chelsea Handler,['Mystery'],6.0
Evan Rachel Wood,['Action'],12.0
Roxanne Hart,['Family'],7.0
Priscilla Pointer,['Family'],9.0
Alice Taglioni,['War'],2.0
Chris O'Donnell,['Romance'],14.0
Robert Guillaume,['Romance'],6.0
William H. Macy,['Science Fiction'],47.0
Terence Maynard,['Family'],3.0
Gemma Jones,['Mystery'],12.0
Tracey Ullman,['Science Fiction'],9.0
Tiera Skovbye,['Romance'],1.0
Shiri Appleby,['Romance'],9.0
Marianne Jean-Baptiste,[],8.0
Ali Wong,['Mystery'],1.0
Mahershala Ali,['Family'],2.0
Glenn Fleshler,['Family'],3.0
John Lynch,['Family'],8.0
Kevin Spacey,['Romance'],28.0
Eleanor Tomlinson,['Crime'],2.0
Bill Smitrovich,['Drama'],19.0
Branscombe Richmond,['Romance'],25.0
Jordan Ladd,['Science Fiction'],8.0
Casper Van Dien,['Science Fiction'],9.0
Leslie Easterbrook,['Horror'],9.0
Stephanie Faracy,['Mystery'],10.0
Robin Weigert,['Crime'],6.0
Blythe Danner,['Mystery'],20.0
Nestor Carbonell,['Family'],5.0
Lambert Wilson,['Romance'],11.0
Meredith Scott Lynn,['Mystery'],6.0
J.B. Smoove,['Romance'],9.0
Julie Dreyfus,['Family'],4.0
Natalie Alyn Lind,[],1.0
Katie Leung,['Romance'],5.0
Logan Marshall-Green,['Fantasy'],3.0
Romy Rosemont,['Mystery'],10.0
Jessica Lowndes,['Family'],2.0
John Corbett,['Romance'],17.0
Rose McGowan,['Romance'],16.0
Kelli Garner,['Romance'],9.0
Andy Richter,['Mystery'],16.0
Joe Manganiello,['Family'],3.0
Rebel Wilson,['Science Fiction'],6.0
Scott Grimes,['Music'],6.0
Melanie Scrofano,['Music'],1.0
Claudia Black,['Science Fiction'],5.0
Joseph Sikora,['Science Fiction'],4.0
Roger Bart,['Romance'],9.0
Ryan Stiles,['Mystery'],4.0
Jay Harrington,['Romance'],3.0
Nelson Franklin,['War'],2.0
Jeananne Goossen,['Romance'],2.0
Catherine Dent,['Romance'],4.0
Fiona Dourif,['War'],1.0
David Duchovny,['Romance'],13.0
Haley Bennett,['Science Fiction'],4.0
Callan McAuliffe,['Mystery'],3.0
Dick Van Patten,['Romance'],9.0
Patrick Duffy,['Drama'],2.0
Peter Facinelli,['Science Fiction'],9.0
Jodhi May,['Romance'],7.0
Sarah Paulson,['Mystery'],6.0
Leslie Jordan,['War'],3.0
Jamie Chung,['Crime'],8.0
William Zabka,['Music'],7.0
Jay Hernandez,['Family'],12.0
Lesley Ann Warren,['War'],10.0
Marci T. House,['Science Fiction'],5.0
Guillermo del Toro,['Mystery'],4.0
Kengo Kawanishi,['War'],1.0
Sacha Baron Cohen,['Romance'],11.0
David Morse,['Science Fiction'],24.0
Hudson Leick,['Mystery'],2.0
Sharon Horgan,['Comedy'],1.0
Alex Borstein,['Mystery'],11.0
Ed Helms,['Romance'],16.0
Monica Raymund,['Mystery'],1.0
Harry Melling,['Comedy'],5.0
Jodi Benson,['Fantasy'],5.0
Kimberly Williams-Paisley,['Family'],4.0
Spencer Locke,['Family'],3.0
John Schneider,['Science Fiction'],8.0
Mae Whitman,['Mystery'],12.0
Cynthia Addai-Robinson,['Science Fiction'],1.0
Fares Fares,['Crime'],3.0
Steve Coogan,['Comedy'],16.0
Jordana Spiro,['Science Fiction'],2.0
Sam Page,['Family'],1.0
Michael Winslow,['Mystery'],15.0
Alan Rosenberg,['Mystery'],7.0
Theo Rossi,['Crime'],2.0
Phill Lewis,['Family'],9.0
Toby Stephens,['Science Fiction'],6.0
Abbie Cornish,['Family'],10.0
Bill Duke,['Thriller'],14.0
Whitney Cummings,['Mystery'],2.0
Corey Reynolds,['Science Fiction'],1.0
Omari Hardwick,['Music'],8.0
Peter Strauss,[],5.0
Greg Bryk,['Science Fiction'],8.0
Edie McClurg,['Mystery'],27.0
Jennie Jacques,['Family'],1.0
Peter Giles,['TV Movie'],1.0
Charles Mesure,['Mystery'],2.0
Michael Jibson,['Romance'],1.0
Jed Rees,['Mystery'],8.0
Julia Campbell,['Family'],5.0
Oliver Cooper,['Science Fiction'],1.0
Monica Potter,['Family'],7.0
François Civil,['Crime'],1.0
Gavin Rossdale,['Crime'],3.0
Jonathan Rhys Meyers,['Family'],13.0
Debra Messing,['Action'],7.0
Alfie Allen,['Romance'],6.0
Carol Kane,['Romance'],32.0
Ned Dennehy,['Family'],10.0
Rico Rodriguez,['Mystery'],2.0
Chris O'Dowd,['Music'],9.0
Fred Savage,['Science Fiction'],8.0
Alexa PenaVega,['Mystery'],17.0
Annie Parisse,['Family'],8.0
Tony Denison,['Family'],4.0
Ellen Burstyn,['Romance'],16.0
Karine Vanasse,['Mystery'],1.0
Brad Dourif,['Mystery'],28.0
Anne Dudek,['Family'],2.0
Fiona Gubelmann,['Thriller'],1.0
Laura San Giacomo,['Crime'],3.0
Azura Skye,['Romance'],6.0
Cara Buono,['Science Fiction'],6.0
Kaitlin Olson,['Romance'],3.0
Daniel Henney,['Family'],2.0
Elsie Fisher,['Comedy'],1.0
Paula Newsome,['Horror'],4.0
Peter Wingfield,['Comedy'],3.0
Bruce McGill,['Science Fiction'],34.0
Graham Phillips,['Crime'],1.0
Jun Ji-hyun,['Romance'],4.0
Cameron Monaghan,['Family'],3.0
Dana Carvey,['Romance'],13.0
Giancarlo Giannini,['Science Fiction'],11.0
Michael C. Hall,['Thriller'],4.0
Richard T. Jones,['Science Fiction'],11.0
Justin Theroux,['War'],14.0
Jerry O'Connell,['Family'],13.0
Dustin Hoffman,['Science Fiction'],41.0
Sophia Loren,['Mystery'],10.0
Frankie Muniz,['Family'],13.0
Julia Jones,['Family'],1.0
Janet Montgomery,['Romance'],3.0
Michelle Fairley,['Romance'],3.0
Michael Michele,['Thriller'],4.0
Betty Buckley,['TV Movie'],6.0
Haylie Duff,['Romance'],4.0
Peter Capaldi,['Science Fiction'],9.0
Mike Vogel,['Comedy'],12.0
Gavin Casalegno,['Family'],2.0
Mitchel Musso,['Family'],2.0
Sadie Sandler,['Mystery'],5.0
Stana Katic,['Family'],4.0
Peter Jacobson,['War'],14.0
Elisabeth Röhm,['Mystery'],2.0
Charles Malik Whitfield,['Mystery'],3.0
William Devane,['Mystery'],13.0
Paul Hogan,['War'],6.0
Pete Docter,['Science Fiction'],3.0
Jared Harris,['Mystery'],21.0
Jean St. James,['History'],8.0
Zosia Mamet,['Romance'],4.0
Amber Marshall,['Family'],1.0
Angie Harmon,['Mystery'],4.0
Martin Short,['TV Movie'],22.0
Noah Emmerich,['Family'],11.0
John Francis Daley,['Family'],3.0
Jake Hoffman,['Mystery'],6.0
Shannon Whirry,['Mystery'],5.0
Todd Barry,['Family'],3.0
Simon Baker,['Romance'],15.0
Annaleigh Ashford,['Romance'],2.0
Amelia Warner,['Romance'],5.0
Meredith Salenger,['Mystery'],8.0
Scott Adkins,['Romance'],13.0
Jonny Lee Miller,['Family'],7.0
Roy Scheider,['Action'],24.0
Nathalie Kelley,['Science Fiction'],2.0
Kelly Brook,['Crime'],6.0
Liam Cunningham,['TV Movie'],15.0
Teryl Rothery,['Crime'],2.0
MyAnna Buring,['Action'],6.0
Junko Takeuchi,['Science Fiction'],5.0
Jaclyn Smith,['Romance'],1.0
Amanda Wyss,['Comedy'],6.0
Alex Pettyfer,['Romance'],6.0
Josh Keaton,['Horror'],1.0
Lauren K. Robek,['Family'],2.0
Jeff Bennett,['Romance'],23.0
Anna Nicole Smith,['Family'],3.0
Tim Robbins,[],28.0
Dave Sheridan,['TV Movie'],5.0
Christopher Mintz-Plasse,['Mystery'],7.0
Zachary Gordon,['Comedy'],12.0
Bobby Moynihan,['Family'],3.0
Judy Reyes,['Fantasy'],2.0
Sarah Butler,['Science Fiction'],1.0
Nick Swardson,['Thriller'],14.0
Tom Atkins,[],14.0
Ludivine Sagnier,['Romance'],5.0
Norm Macdonald,['Romance'],16.0
Ronny Cox,['Romance'],18.0
Virginie Ledoyen,['Family'],4.0
Randy Quaid,['Science Fiction'],37.0
Erick Avari,['Romance'],18.0
Lisa Ann Walter,['Romance'],7.0
Karoline Herfurth,['Family'],3.0
Britt Irvin,['Family'],1.0
Chi McBride,['Family'],16.0
Sammo Hung,['Science Fiction'],12.0
Geraldine Somerville,['Science Fiction'],10.0
Sting,['Romance'],9.0
Skandar Keynes,['Family'],3.0
Eli Wallach,['Music'],21.0
William Sanderson,['Family'],13.0
Morgan Spurlock,['Family'],1.0
Roberto Benigni,['Crime'],7.0
Dee Bradley Baker,['Documentary'],25.0
Eddie Steeples,[],2.0
Catherine Reitman,['Romance'],13.0
Karen Allen,['Romance'],18.0
Alaina Huffman,['Mystery'],2.0
Michael Weatherly,['Thriller'],5.0
Chris Penn,['War'],21.0
Lisa Roberts Gillan,['Romance'],9.0
Jay Underwood,['Thriller'],6.0
Laura Dern,['Family'],18.0
Ko Shibasaki,['War'],2.0
Rebecca Mader,['Romance'],3.0
Kiernan Shipka,['Mystery'],3.0
Talia Shire,['Romance'],14.0
John Slattery,['Romance'],8.0
Craig Sheffer,['Drama'],9.0
Armand Assante,['Romance'],14.0
Derek Cecil,['Family'],2.0
Aisha Tyler,['Mystery'],7.0
Anjelica Huston,['Family'],32.0
Joely Richardson,['Family'],9.0
Richard Burgi,['Crime'],7.0
Toby Leonard Moore,['War'],2.0
Frank Oz,['Science Fiction'],20.0
Ryunosuke Kamiki,['Thriller'],6.0
Jessica Szohr,['Family'],6.0
Elliot Page,['Romance'],9.0
Katherine Moennig,['Crime'],3.0
Julian McMahon,['Romance'],5.0
Melissa Roxburgh,['Crime'],2.0
Robbie Amell,['Mystery'],2.0
Tamannaah Bhatia,['Romance'],6.0
Billy Crystal,['Romance'],21.0
Amanda Warren,['Romance'],2.0
Tom Cavanagh,['Family'],4.0
Missi Pyle,['Family'],15.0
Kristin Davis,['Family'],9.0
Will Arnett,['Mystery'],14.0
Charlene Tilton,['Romance'],4.0
Jacqueline Pinol,['Family'],1.0
John Heard,['Family'],29.0
Penelope Ann Miller,['Science Fiction'],18.0
Enrico Colantoni,['Family'],6.0
Madison Pettis,['Science Fiction'],7.0
Patrick Muldoon,['Romance'],6.0
Salma Hayek Pinault,['Family'],22.0
Jane Seymour,['Science Fiction'],9.0
Cuba Gooding Jr.,['Family'],33.0
David Warner,['Romance'],24.0
David S. Lee,['Science Fiction'],2.0
Billy Wirth,['Romance'],5.0
Nikki DeLoach,['Science Fiction'],3.0
Seth Rogen,['Science Fiction'],19.0
James Gammon,['Romance'],27.0
Joey McIntyre,['Comedy'],1.0
John Boyega,['Family'],1.0
Terrence 'T.C.' Carson,['Romance'],3.0
Natasha Little,['Science Fiction'],3.0
Ian Anthony Dale,['Mystery'],4.0
James Pickens Jr.,['Romance'],13.0
Pink,['Comedy'],4.0
Natassia Malthe,['Family'],13.0
Edgar Wright,['Romance'],3.0
Ice Cube,['Music'],22.0
Chiara Zanni,['Mystery'],2.0
Mr. Lawrence,['Mystery'],1.0
Ashley Walters,['Family'],6.0
John Novak,['Family'],7.0
Sarah Parish,['War'],1.0
Trevor Donovan,['Romance'],2.0
Alexandra Roach,['TV Movie'],2.0
Robert Forster,['TV Movie'],25.0
Shawn Wayans,['Music'],6.0
Alyssa Sutherland,['Comedy'],1.0
Callie Thorne,['Romance'],6.0
Dwight Schultz,['Romance'],8.0
Charles Parnell,['TV Movie'],2.0
Daphne Zuniga,['Science Fiction'],7.0
Heidi Klum,['Romance'],8.0
Gaius Charles,['Romance'],2.0
Peta Wilson,['Comedy'],2.0
Jimmy Smits,['Mystery'],8.0
Brooke D'Orsay,['Science Fiction'],3.0
Marcia Gay Harden,['Romance'],22.0
Paul Freeman,['Mystery'],9.0
David Zayas,['Romance'],9.0
Emily Beecham,['Romance'],2.0
Elizabeth Berkley,['Science Fiction'],7.0
Jeffrey Garcia,['TV Movie'],6.0
Brian Howe,['Mystery'],9.0
Brandon Johnson,['Family'],2.0
Jamie McShane,['War'],5.0
Samantha Mathis,['Romance'],10.0
Kyle Gallner,['Mystery'],8.0
Kim Richards,['Romance'],5.0
Jon Heder,['Family'],9.0
Brandon Routh,['Crime'],3.0
Radha Mitchell,['Family'],15.0
Jennifer Lopez,['Romance'],19.0
Deirdre Lovejoy,['Mystery'],3.0
Seth Gilliam,['Romance'],5.0
Viola Davis,['Science Fiction'],22.0
Billy Burke,[],13.0
Gabriel Macht,['Action'],13.0
Jessica Raine,['Romance'],2.0
Adam Brody,['Crime'],11.0
Stuart Margolin,['Action'],9.0
Thomas F. Wilson,['Comedy'],9.0
Ronan Vibert,['War'],8.0
Toby Kebbell,['Science Fiction'],9.0
Griffin Dunne,['Science Fiction'],13.0
Penélope Cruz,['Comedy'],23.0
Vinette Robinson,['Family'],1.0
Nat Faxon,['Science Fiction'],7.0
Nick Cannon,['Comedy'],9.0
Dany Boon,['Family'],3.0
Marta Milans,['Family'],1.0
Edi Patterson,['Science Fiction'],1.0
Sally Phillips,['Science Fiction'],4.0
Dean Stockwell,['Crime'],21.0
Rebecca Hall,['Romance'],8.0
Amrish Puri,['Mystery'],16.0
Katrina Bowden,['Family'],5.0
Barry Corbin,['Romance'],20.0
Sophia Myles,['Science Fiction'],5.0
Dylan Sprouse,['Thriller'],7.0
Mikael Persbrandt,['Science Fiction'],1.0
Robert Sean Leonard,['Romance'],9.0
Katia Winter,['Action'],1.0
John Standing,['Romance'],9.0
Lauren Graham,['Thriller'],11.0
Enver Gjokaj,['Science Fiction'],2.0
William Baldwin,['Family'],11.0
Julie Walters,['Family'],12.0
Matthew Rauch,['Family'],2.0
Eddie Cahill,['Romance'],2.0
Liam Hughes,['TV Movie'],2.0
Léa Seydoux,['History'],8.0
John Stamos,['TV Movie'],2.0
Justin Bieber,['Romance'],3.0
Ashley Grace,[],1.0
Rosemary Forsyth,['Music'],6.0
Richard Schiff,['Science Fiction'],38.0
Catherine Bell,['Family'],3.0
Melissa Joan Hart,['Science Fiction'],5.0
Kevin Conroy,['Romance'],2.0
Bree Turner,['Crime'],11.0
Jenny O'Hara,['Crime'],6.0
Kal Penn,['Mystery'],12.0
Gabrielle Anwar,[],9.0
Iain Glen,['Comedy'],12.0
Lynne Thigpen,['Drama'],13.0
Larry Miller,['Science Fiction'],27.0
Lewis Black,['Science Fiction'],7.0
Alex Kingston,['Romance'],3.0
Tichina Arnold,['Family'],7.0
Daniel Bacon,['Romance'],7.0
Alex Cox,['Horror'],6.0
Robert Knepper,['Romance'],12.0
Shannon Wilcox,['Science Fiction'],7.0
Charlie Tahan,['War'],4.0
Neil Dudgeon,['Family'],2.0
Rupert Everett,['Family'],19.0
Laura Prepon,['Romance'],2.0
Rachael Leigh Cook,['Mystery'],14.0
Peter Greene,[],14.0
Rob Yang,['Romance'],2.0
Danielle Panabaker,['Romance'],8.0
Nicholas Lea,['Romance'],3.0
Crystal Reed,['Mystery'],2.0
Joan Cusack,['Family'],32.0
Emmanuelle Béart,['Family'],5.0
Jane Leeves,[],5.0
Morgan Lily,['Family'],5.0
Paul Adelstein,['Family'],8.0
Andy Griffith,['Romance'],6.0
Helena Mattsson,['Romance'],2.0
Toshiyuki Morikawa,['Science Fiction'],5.0
Edwige Fenech,['Crime'],1.0
Shirley MacLaine,['Action'],25.0
Keith MacKechnie,['Romance'],7.0
Seth Meyers,['TV Movie'],6.0
Adam Pally,['Science Fiction'],3.0
Jessica Hecht,['Family'],9.0
Zena Grey,['TV Movie'],6.0
Burgess Meredith,['Romance'],20.0
Arnold Vosloo,['Mystery'],11.0
Keegan-Michael Key,['Romance'],5.0
Lela Loren,['Family'],1.0
Judy Garland,['Comedy'],11.0
Andrew McCarthy,['Music'],14.0
Bette Midler,['Family'],16.0
Tom Wlaschiha,['War'],6.0
Michael Pitt,['Family'],13.0
Hisao Egawa,['Action'],4.0
Jacob Bertrand,['Romance'],4.0
John DeSantis,['Romance'],4.0
Justin Kirk,['Family'],4.0
Tia Mowry,['War'],2.0
Adrian Schiller,['Crime'],1.0
Annabeth Gish,['TV Movie'],10.0
Odeya Rush,['Comedy'],1.0
Dana Lee,['Romance'],13.0
Jim Parsons,['Science Fiction'],4.0
Evan Jones,['Family'],9.0
Caroline Goodall,['Music'],11.0
Pablo Schreiber,['War'],6.0
Jimmy Fallon,['Family'],7.0
Kelly McGillis,['Thriller'],8.0
Bill Moseley,['Family'],18.0
Adrian Holmes,['Romance'],7.0
Ryan Eggold,['History'],1.0
Jeff Kober,['Family'],6.0
Scoot McNairy,['Action'],8.0
Audrey Fleurot,['Mystery'],2.0
Donny Osmond,['War'],1.0
Jake McDorman,['Family'],2.0
Mika Boorem,['Family'],10.0
Stan Lee,['War'],15.0
Simon Pegg,['Family'],16.0
Emily Procter,['Science Fiction'],4.0
Sally Kellerman,['Science Fiction'],8.0
Sean Faris,['Romance'],7.0
Mark Consuelos,['War'],2.0
Jay Brazeau,['Family'],26.0
Elisabeth Moss,['Mystery'],12.0
Craig Robinson,['Mystery'],13.0
Keiko Agena,['Mystery'],4.0
Casey Sander,['Science Fiction'],7.0
Patrick Labyorteaux,['Mystery'],5.0
Ryan McPartlin,['Science Fiction'],1.0
Antje Traue,['Romance'],1.0
Catherine Tate,['Science Fiction'],4.0
Matt Craven,['Family'],14.0
Karen Black,['Family'],14.0
Jessica Collins,['Mystery'],2.0
Robert Wisdom,['War'],16.0
Johnny Lewis,['Family'],4.0
Sarah Drew,['Family'],1.0
Mary McCormack,['Romance'],13.0
Corey Feldman,['Drama'],20.0
Tom Lowell,['Mystery'],4.0
Agnes Bruckner,['Family'],7.0
Jonathan Pryce,['Family'],28.0
Ian Hart,['Science Fiction'],8.0
Rob Riggle,['Mystery'],13.0
Jackie Debatin,['Romance'],1.0
Chace Crawford,['Romance'],4.0
Michael Warren,['Action'],3.0
Melinda McGraw,['Romance'],5.0
Lee Joon-gi,['Romance'],1.0
Michael Buscemi,[],5.0
Mark Webber,['Romance'],10.0
Kathleen Robertson,['Romance'],8.0
Jason London,['Comedy'],14.0
Terence Stamp,['Family'],21.0
Bar Paly,['Science Fiction'],3.0
Dana Ivey,[],20.0
Alice Braga,['Mystery'],7.0
Matthew Alan,['Romance'],1.0
Q'orianka Kilcher,['Mystery'],2.0
Zachary Quinto,['Romance'],3.0
Kari Wahlgren,['Science Fiction'],6.0
Scott Thompson,['Thriller'],5.0
La La Anthony,['Family'],3.0
George Lopez,['Family'],12.0
Greg Collins,['Family'],23.0
Michael Moore,['Family'],12.0
Tiffany Haddish,['Science Fiction'],2.0
Richard Harris,['Documentary'],24.0
Paula Brancati,['Family'],2.0
Donald Faison,['Science Fiction'],15.0
Troy Evans,['TV Movie'],18.0
AngelaBaby,['Family'],1.0
Ato Essandoh,['Mystery'],7.0
Paloma Guzmán,['Science Fiction'],1.0
Danielle Bisutti,['Mystery'],1.0
Jessica Steen,['Romance'],4.0
Drew Powell,['Science Fiction'],4.0
Reno Wilson,['Mystery'],8.0
Jessica Parker Kennedy,['Romance'],2.0
Peter Mensah,['Science Fiction'],5.0
Elena Anaya,['Comedy'],9.0
Matthew Glave,['War'],8.0
Ebon Moss-Bachrach,['Mystery'],7.0
Nichole Galicia,['Family'],1.0
David Tennant,['Romance'],7.0
Tamar Novas,['Western'],3.0
Jason Brooks,['Romance'],2.0
Jackson Rathbone,['Thriller'],8.0
Richard E. Grant,['Romance'],23.0
Trevor Morgan,['Romance'],4.0
Mischa Barton,['Mystery'],13.0
Richard Kline,['Mystery'],3.0
Robert Foxworth,['Science Fiction'],6.0
Kylie Minogue,['Romance'],6.0
Melissa Fumero,['Science Fiction'],1.0
Adam Beach,[],7.0
Monica Keena,['Science Fiction'],8.0
Debra Winger,['Family'],16.0
Alain Uy,['Family'],1.0
Matt Walsh,['Drama'],15.0
Robert Romanus,['Family'],6.0
Megan Follows,['Horror'],3.0
Norah Jones,['Music'],3.0
Julianne Nicholson,['Family'],4.0
Hisham Tawfiq,['Romance'],1.0
Kristen Schaal,['Family'],13.0
Susie Abromeit,['Crime'],2.0
Sara Gilbert,['Romance'],4.0
Cheech Marin,['Crime'],29.0
Dallas Roberts,['Mystery'],6.0
Rekha Sharma,['Thriller'],5.0
David Chiang Da-Wei,['Family'],6.0
Alice Kremelberg,['Mystery'],2.0
Elizabeth Tulloch,['Crime'],3.0
Moira Kelly,['Romance'],8.0
Gilbert Gottfried,['Science Fiction'],13.0
Cote de Pablo,['War'],1.0
Donna Mitchell,['Family'],12.0
Wu Jing,['Romance'],4.0
Fay Masterson,['Family'],4.0
Jae Head,['Science Fiction'],1.0
Maz Jobrani,['Romance'],3.0
Ana Gasteyer,['Music'],8.0
Tim Blake Nelson,['Family'],23.0
Cary-Hiroyuki Tagawa,['Science Fiction'],20.0
Erin Boyes,['Romance'],1.0
Julie Brown,['Family'],7.0
Bridget Moynahan,['Mystery'],8.0
