name,genre_mean_weighted,number_of_movies
Maggie Wheeler,['Science Fiction'],3.0
David Corenswet,['Family'],1.0
Mia Sara,['Romance'],6.0
Ed Asner,['Science Fiction'],29.0
Gary Busey,['Family'],39.0
Peter Jackson,['Science Fiction'],18.0
Patton Oswalt,['Action'],43.0
Adam Hicks,['Family'],9.0
Kenjiro Tsuda,['TV Movie'],7.0
Wataru Takagi,[],19.0
Tig Notaro,['Science Fiction'],8.0
Ma Dong-seok,['Romance'],19.0
Nicki Minaj,['Science Fiction'],6.0
Noel Fisher,['Family'],14.0
Maggie Gyllenhaal,['Family'],24.0
Sophia Lillis,['Mystery'],6.0
Luke Grimes,['Mystery'],11.0
Erika Christensen,['Romance'],12.0
Matthew Wood,['Mystery'],16.0
Lili Reinhart,['Family'],5.0
Jared Sandler,['Romance'],10.0
Joel Coen,['Family'],5.0
Tricia Helfer,['Crime'],8.0
Sam Ball,[],2.0
Adam Driver,['Romance'],28.0
Athena Karkanis,['Science Fiction'],6.0
Julie Delpy,['Thriller'],21.0
Charlotte Riley,['Romance'],3.0
James Gunn,['Science Fiction'],9.0
Alison Eastwood,['Science Fiction'],9.0
Sofia Kappel,['Mystery'],1.0
Michelle Williams,['Romance'],35.0
Jonathan Loughran,['Mystery'],28.0
Michelle Bauer,['Romance'],25.0
Ian Tracey,['Science Fiction'],16.0
Clive Owen,['Thriller'],37.0
John Cleese,['Science Fiction'],53.0
Barbi Benton,['Family'],2.0
Chad Michael Collins,['Thriller'],4.0
Willam Belli,['War'],8.0
William Shatner,['Romance'],31.0
Billy Zane,['Mystery'],41.0
Fredric Lehne,['Romance'],13.0
Lio Tipton,['Music'],10.0
Maura Tierney,['Romance'],15.0
Olivia Williams,['Crime'],29.0
Eddie Marsan,['Mystery'],48.0
Murray Bartlett,['Mystery'],2.0
Sophia Bush,['TV Movie'],9.0
Nanrisa Lee,['Family'],1.0
Joan Allen,['Romance'],21.0
Marisa Ramirez,['Romance'],1.0
Yui Hatano,['Horror'],2.0
Franz Rogowski,[],9.0
Jack Nicholson,['Romance'],44.0
Diana Rigg,['Thriller'],9.0
Emily Alyn Lind,['Romance'],11.0
Taylor Hill,['Horror'],3.0
Kathleen Quinlan,['Romance'],18.0
Lauren Hodges,['Mystery'],1.0
Anthony Ruivivar,['Romance'],8.0
Tony Danza,['War'],8.0
Celia Weston,['Romance'],33.0
Daisuke Gori,['Romance'],12.0
Ethan Phillips,['Mystery'],21.0
Blake Clark,['Science Fiction'],31.0
Patti LuPone,['Music'],13.0
Glynn Turman,['Family'],15.0
Jill Hennessy,['Crime'],13.0
Noah Baumbach,['Mystery'],3.0
Priyanka Chopra Jonas,['Science Fiction'],29.0
Haley Joel Osment,['Family'],13.0
Gordon Ramsay,['Romance'],1.0
Joey Wong,[],6.0
Siobhan Williams,['Romance'],4.0
Vagai Chandrasekar,['Romance'],3.0
Alan Ruck,['TV Movie'],25.0
Fumiya Takahashi,['Romance'],2.0
Meryl Streep,['Crime'],58.0
Sarah Snook,['Science Fiction'],9.0
Sofia Vassilieva,['Romance'],4.0
Will Forte,['Science Fiction'],34.0
Chris Bauer,['Crime'],20.0
Hong Chau,['Family'],7.0
Charlotte Gainsbourg,['Mystery'],23.0
Nicholas Braun,['Science Fiction'],18.0
Charlton Heston,['Mystery'],42.0
Mare Winningham,['TV Movie'],14.0
Eli Roth,['Science Fiction'],22.0
Mike Epps,['War'],40.0
Jack O'Connell,['Thriller'],30.0
Elya Baskin,['War'],21.0
Cloris Leachman,['Science Fiction'],41.0
Okieriete Onaodowan,['Mystery'],4.0
Cliff Curtis,['Family'],37.0
Ellen Barkin,['Science Fiction'],25.0
Allen Garfield,['Crime'],20.0
Claudie Blakley,['Romance'],7.0
Laurel Marsden,['Mystery'],2.0
Chris Farley,['Romance'],10.0
Paul Wesley,['Thriller'],5.0
Nate Torrence,['Comedy'],7.0
Daniel Lissing,['TV Movie'],1.0
Corey Sevier,['Family'],10.0
Alison Araya,['Comedy'],4.0
Jason Lewis,['Mystery'],9.0
Frances McDormand,['Romance'],43.0
Maggie Grace,[],15.0
Reese Witherspoon,['Family'],36.0
Gene Simmons,['Family'],12.0
Christoph Waltz,['Romance'],23.0
Michael DeLuise,['Family'],6.0
AnnaSophia Robb,['War'],15.0
Katie Maguire,['Music'],4.0
Zoe Boyle,['Thriller'],4.0
Mike Starr,['Mystery'],58.0
America Ferrera,['Romance'],17.0
Dominic Monaghan,['Romance'],9.0
Cheryl Hines,['Family'],19.0
Molly Gordon,['Action'],9.0
Vincent Martella,['Family'],4.0
Sean Penn,['Comedy'],38.0
Matthew Settle,['TV Movie'],9.0
Tom Welling,['Mystery'],6.0
Lee Dong-wook,['War'],2.0
Shannon Elizabeth,['Thriller'],17.0
Farrah Fawcett,[],7.0
Ben Affleck,['Romance'],54.0
Kenny Johnson,['Family'],5.0
Thomas Mitchell,['Mystery'],23.0
Yara Shahidi,['Mystery'],9.0
Michael Rooker,['Family'],45.0
Ayana Taketatsu,['Family'],2.0
Sofía Vergara,['Science Fiction'],22.0
Zoe Perry,[],1.0
Lynn Collins,['Comedy'],15.0
Robin Williams,['Mystery'],63.0
Alessandra Torresani,['Mystery'],4.0
Doug Jones,['Family'],36.0
Ray Galletti,['Horror'],4.0
Louise Lasser,['War'],13.0
Jaeden Martell,['Family'],12.0
Madeleine Stowe,['Crime'],18.0
Jennifer Tilly,['Mystery'],33.0
Ric Young,['War'],14.0
Ian McKellen,['Crime'],41.0
Craig T. Nelson,['Science Fiction'],31.0
Mariette Hartley,['Action'],9.0
Zachary Levi,['Family'],14.0
John Hurt,['Family'],70.0
Ashley Tisdale,['Science Fiction'],11.0
Tony Jaa,['Music'],14.0
Sara Tomko,['TV Movie'],2.0
Brenda Bakke,['Crime'],10.0
Lee Marvin,['Mystery'],21.0
Nikki Reed,['War'],14.0
Eric Lloyd,['Romance'],11.0
Matthew Goode,['Romance'],23.0
Dennis Rodman,['Family'],10.0
Jason Patric,['War'],18.0
Summer Glau,['Science Fiction'],5.0
Kari Matchett,['Thriller'],7.0
Maisie Williams,['Family'],5.0
Nick Castle,['Romance'],9.0
Mehcad Brooks,['Mystery'],8.0
Eric Balfour,['Mystery'],17.0
Adewale Akinnuoye-Agbaje,['Mystery'],21.0
Nicholas Guest,['Romance'],26.0
Raini Rodriguez,['Mystery'],5.0
Emmanuelle Seigner,['Family'],15.0
Gérard Depardieu,['Family'],49.0
Dougray Scott,['Mystery'],14.0
Chris Rock,['Family'],42.0
Nolan North,['Thriller'],18.0
Yasmine Bleeth,['Family'],3.0
John Billingsley,['TV Movie'],17.0
Mackenzie Astin,['Mystery'],11.0
Eve,['Science Fiction'],10.0
Scott Porter,['Romance'],9.0
Ernest Borgnine,['Crime'],36.0
Annette Badland,['War'],6.0
Taiten Kusunoki,['War'],2.0
Erica Durance,['Family'],6.0
Matthew Davis,['Science Fiction'],14.0
Rashida Jones,['Science Fiction'],22.0
Tate Donovan,['Romance'],22.0
Patsy Kensit,['Family'],12.0
Crispin Glover,['Science Fiction'],32.0
Steven Strait,['Family'],7.0
Charlotte Rampling,['Science Fiction'],40.0
Hiromi Tsuru,['Action'],12.0
Tom Hulce,['Mystery'],11.0
Huey Lewis,[],5.0
Britney Spears,['Family'],4.0
Dick Van Dyke,['Mystery'],13.0
Kristin Kreuk,['Romance'],2.0
Atticus Shaffer,['Family'],4.0
Leven Rambin,['Science Fiction'],8.0
Jane Asher,['Family'],3.0
Vincent Gallo,['Romance'],24.0
Amy Brenneman,['Comedy'],14.0
Olivia d'Abo,['Romance'],15.0
Erika Eleniak,['Crime'],9.0
Mariska Hargitay,['Family'],6.0
Olivia Taylor Dudley,['Family'],7.0
Ken Jeong,['Romance'],35.0
Emily Alatalo,['Thriller'],1.0
Richard Kiel,['Family'],13.0
Jennie Silfverhjelm,['TV Movie'],4.0
William Ragsdale,['Family'],11.0
Chelsea Handler,['Mystery'],6.0
Evan Rachel Wood,['Action'],24.0
Roxanne Hart,['Family'],7.0
Priscilla Pointer,['Family'],11.0
Alice Taglioni,['War'],8.0
Chris O'Donnell,['Romance'],18.0
Robert Guillaume,['Romance'],12.0
William H. Macy,['Science Fiction'],64.0
Terence Maynard,['Family'],7.0
Wendy Schaal,['Crime'],9.0
Gemma Jones,['Mystery'],20.0
Tracey Ullman,['Science Fiction'],14.0
Mrunal Thakur,['Romance'],2.0
Conor Leslie,['Romance'],2.0
Tiera Skovbye,['Romance'],7.0
Ai Kayano,['Thriller'],6.0
Shiri Appleby,['Romance'],11.0
Marianne Jean-Baptiste,[],13.0
Ali Wong,['Mystery'],8.0
Mahershala Ali,['Family'],16.0
Glenn Fleshler,['Family'],14.0
John Lynch,['Family'],16.0
Neslihan Atagül,['Mystery'],1.0
Pilou Asbæk,['Romance'],13.0
Kevin Spacey,['Romance'],44.0
Eleanor Tomlinson,['Crime'],7.0
Freya Allan,['Crime'],1.0
Jon Bass,['Crime'],5.0
Bill Smitrovich,['Drama'],25.0
Branscombe Richmond,['Romance'],36.0
Jordan Ladd,['Science Fiction'],13.0
Casper Van Dien,['Science Fiction'],23.0
Leslie Easterbrook,['Horror'],16.0
Stephanie Faracy,['Mystery'],11.0
Robin Weigert,['Crime'],14.0
Rob Delaney,['Family'],13.0
Blythe Danner,['Mystery'],28.0
Nestor Carbonell,['Family'],7.0
Lambert Wilson,['Romance'],30.0
Billy Porter,['Crime'],5.0
Meredith Scott Lynn,['Mystery'],9.0
J.B. Smoove,['Romance'],20.0
Julie Dreyfus,['Family'],5.0
Karthik Subbaraj,['War'],1.0
Natalie Alyn Lind,[],3.0
Katie Leung,['Romance'],8.0
Andrea Bogart,['Horror'],4.0
Logan Marshall-Green,['Fantasy'],12.0
Romy Rosemont,['Mystery'],13.0
Jessica Lowndes,['Family'],5.0
John Corbett,['Romance'],26.0
Rose McGowan,['Romance'],22.0
Kelli Garner,['Romance'],14.0
Andy Richter,['Mystery'],25.0
Shizuka Itoh,['Romance'],7.0
Joe Manganiello,['Family'],17.0
Rebel Wilson,['Science Fiction'],22.0
Scott Grimes,['Music'],10.0
Melanie Scrofano,['Music'],7.0
Claudia Black,['Science Fiction'],7.0
Joseph Sikora,['Science Fiction'],10.0
Eminem,['Mystery'],5.0
Roger Bart,['Romance'],13.0
Simon Wan,['Music'],1.0
Alex Lawther,[],5.0
Miko Hughes,['Romance'],14.0
Ryan Stiles,['Mystery'],6.0
Jay Harrington,['Romance'],3.0
Nelson Franklin,['War'],8.0
Rachel Zegler,['Comedy'],3.0
Jeananne Goossen,['Romance'],2.0
Catherine Dent,['Romance'],7.0
Fiona Dourif,['War'],8.0
David Duchovny,['Romance'],26.0
Haley Bennett,['Science Fiction'],16.0
Callan McAuliffe,['Mystery'],6.0
T.R. Knight,['Mystery'],1.0
Dick Van Patten,['Romance'],14.0
Patrick Duffy,['Drama'],4.0
Peter Facinelli,['Science Fiction'],21.0
Sosie Bacon,['Romance'],3.0
Jodhi May,['Romance'],11.0
Sarah Paulson,['Mystery'],22.0
Leslie Jordan,['War'],7.0
Jamie Chung,['Crime'],18.0
William Zabka,['Music'],12.0
Brandon Quinn,['Family'],3.0
Jay Hernandez,['Family'],23.0
John Hoyt,['Thriller'],10.0
Eiza González,['Family'],10.0
Lesley Ann Warren,['War'],17.0
Marci T. House,['Science Fiction'],10.0
Guillermo del Toro,['Mystery'],8.0
Anders Holm,['Romance'],9.0
Kengo Kawanishi,['War'],4.0
Sacha Baron Cohen,['Romance'],16.0
David Morse,['Science Fiction'],28.0
J.J. Abrams,['Comedy'],9.0
Claire Rushbrook,['Science Fiction'],8.0
Asher Angel,[],2.0
Hudson Leick,['Mystery'],3.0
Tom Lipinski,['Comedy'],2.0
Sharon Horgan,['Comedy'],7.0
Alex Borstein,['Mystery'],16.0
Ed Helms,['Romance'],30.0
Monica Raymund,['Mystery'],2.0
Harry Melling,['Comedy'],12.0
Darren Barnet,['Thriller'],1.0
Jodi Benson,['Fantasy'],11.0
Naoko Matsui,['Romance'],10.0
Kimberly Williams-Paisley,['Family'],8.0
Helen Slater,['TV Movie'],7.0
Spencer Locke,['Family'],8.0
John Schneider,['Science Fiction'],16.0
Mae Whitman,['Mystery'],26.0
Cynthia Addai-Robinson,['Science Fiction'],4.0
Fares Fares,['Crime'],14.0
Steve Coogan,['Comedy'],35.0
Jenny Lewis,['Family'],6.0
Jordana Spiro,['Science Fiction'],5.0
Sam Page,['Family'],3.0
Michael Winslow,['Mystery'],17.0
Alan Rosenberg,['Mystery'],10.0
Theo Rossi,['Crime'],10.0
Phill Lewis,['Family'],12.0
Toby Stephens,['Science Fiction'],14.0
Abbie Cornish,['Family'],18.0
Bill Duke,['Thriller'],21.0
Whitney Cummings,['Mystery'],9.0
Corey Reynolds,['Science Fiction'],5.0
Austin Kane,['Romance'],1.0
Omari Hardwick,['Music'],18.0
Peter Strauss,[],8.0
Greg Bryk,['Science Fiction'],13.0
Edie McClurg,['Mystery'],33.0
Jennie Jacques,['Family'],1.0
Peter Giles,['TV Movie'],3.0
Charles Mesure,['Mystery'],3.0
Michael Jibson,['Romance'],14.0
Jed Rees,['Mystery'],11.0
Julia Campbell,['Family'],6.0
Oliver Cooper,['Science Fiction'],6.0
Barbara Alyn Woods,['Comedy'],5.0
Monica Potter,['Family'],8.0
François Civil,['Crime'],10.0
Jason Gedrick,['Mystery'],9.0
Gavin Rossdale,['Crime'],4.0
Jonathan Rhys Meyers,['Family'],29.0
Debra Messing,['Action'],17.0
Alfie Allen,['Romance'],10.0
Carol Kane,['Romance'],40.0
Kat Conner Sterling,['War'],1.0
Ned Dennehy,['Family'],23.0
Rico Rodriguez,['Mystery'],5.0
Chris O'Dowd,['Music'],24.0
Park Min-young,['Music'],1.0
Fred Savage,['Science Fiction'],9.0
Alexa PenaVega,['Mystery'],24.0
Colin Woodell,['Family'],6.0
Annie Parisse,['Family'],11.0
Tony Denison,['Family'],10.0
Ellen Burstyn,['Romance'],34.0
Karine Vanasse,['Mystery'],9.0
Marc Menchaca,['Science Fiction'],7.0
Brad Dourif,['Mystery'],45.0
Anne Dudek,['Family'],5.0
Fiona Gubelmann,['Thriller'],2.0
Laura San Giacomo,['Crime'],8.0
Megyn Price,['TV Movie'],4.0
Azura Skye,['Romance'],10.0
Cara Buono,['Science Fiction'],9.0
Kaitlin Olson,['Romance'],8.0
Jennifer Grant,[],5.0
Daniel Henney,['Family'],5.0
Elsie Fisher,['Comedy'],7.0
Jay Ryan,['Family'],2.0
John Carradine,['Family'],46.0
Paula Newsome,['Horror'],6.0
Peter Wingfield,['Comedy'],6.0
Bruce McGill,['Science Fiction'],51.0
Ayden Mayeri,['Mystery'],5.0
Graham Phillips,['Crime'],4.0
Jun Ji-hyun,['Romance'],7.0
Cameron Monaghan,['Family'],8.0
Dana Carvey,['Romance'],18.0
Giancarlo Giannini,['Science Fiction'],18.0
Michael C. Hall,['Thriller'],11.0
Martin Shaw,[],3.0
Richard T. Jones,['Science Fiction'],28.0
Justin Theroux,['War'],24.0
Jerry O'Connell,['Family'],26.0
Charlotte Hope,['Science Fiction'],7.0
Dustin Hoffman,['Science Fiction'],53.0
Sophia Loren,['Mystery'],12.0
Frankie Muniz,['Family'],14.0
Julia Jones,['Family'],9.0
Janet Montgomery,['Romance'],5.0
Michelle Fairley,['Romance'],11.0
Jocelyn Hudon,['Mystery'],2.0
Michael Michele,['Thriller'],4.0
Betty Buckley,['TV Movie'],7.0
Haylie Duff,['Romance'],13.0
Peter Capaldi,['Science Fiction'],23.0
Mike Vogel,['Comedy'],16.0
Hal Ozsan,['Science Fiction'],2.0
Gavin Casalegno,['Family'],11.0
Haruka Ayase,['Mystery'],5.0
Elyse Levesque,['Crime'],1.0
Mitchel Musso,['Family'],3.0
Sadie Sandler,['Mystery'],15.0
Stana Katic,['Family'],10.0
Charlie Heaton,['Family'],4.0
Peter Jacobson,['War'],22.0
Elisabeth Röhm,['Mystery'],12.0
Charles Malik Whitfield,['Mystery'],8.0
William Devane,['Mystery'],17.0
Paul Hogan,['War'],6.0
Pete Docter,['Science Fiction'],5.0
Jared Harris,['Mystery'],40.0
Jean St. James,['History'],11.0
Zosia Mamet,['Romance'],9.0
Amber Marshall,['Family'],2.0
Angie Harmon,['Mystery'],5.0
Martin Short,['TV Movie'],27.0
Noah Emmerich,['Family'],20.0
John Francis Daley,['Family'],7.0
Jake Hoffman,['Mystery'],10.0
Shannon Whirry,['Mystery'],7.0
Todd Barry,['Family'],7.0
Simon Baker,['Romance'],19.0
Annaleigh Ashford,['Romance'],7.0
Antoine Gouy,['Family'],6.0
Millicent Martin,['Family'],2.0
Amelia Warner,['Romance'],8.0
Meredith Salenger,['Mystery'],15.0
Scott Adkins,['Romance'],34.0
Jonny Lee Miller,['Family'],14.0
Roy Scheider,['Action'],31.0
Hassie Harrison,['Crime'],3.0
Nathalie Kelley,['Science Fiction'],4.0
Kelly Brook,['Crime'],7.0
Liam Cunningham,['TV Movie'],26.0
Teryl Rothery,['Crime'],5.0
Andrew Sachs,['Action'],4.0
Eva LaRue,['Family'],7.0
Tyne Daly,['Romance'],6.0
MyAnna Buring,['Action'],9.0
Junko Takeuchi,['Science Fiction'],16.0
Jaclyn Smith,['Romance'],4.0
Daryl Mitchell,['Romance'],10.0
Amanda Wyss,['Comedy'],8.0
Alex Pettyfer,['Romance'],10.0
Josh Keaton,['Horror'],5.0
Mirelly Taylor,['Romance'],2.0
Lauren K. Robek,['Family'],6.0
Jeff Bennett,['Romance'],34.0
Anna Nicole Smith,['Family'],3.0
Yukana,['Family'],5.0
Toks Olagundoye,['Romance'],1.0
Tim Robbins,[],42.0
Dave Sheridan,['TV Movie'],16.0
Christopher Mintz-Plasse,['Mystery'],25.0
Zachary Gordon,['Comedy'],17.0
Bobby Moynihan,['Family'],19.0
Nigel Cooke,['Family'],1.0
Judy Reyes,['Fantasy'],7.0
Sarah Butler,['Science Fiction'],6.0
Maite Perroni,['Mystery'],2.0
Nick Swardson,['Thriller'],24.0
Tom Atkins,[],16.0
Ludivine Sagnier,['Romance'],19.0
Norm Macdonald,['Romance'],20.0
Ronny Cox,['Romance'],23.0
Virginie Ledoyen,['Family'],15.0
Randy Quaid,['Science Fiction'],40.0
Erick Avari,['Romance'],24.0
Lisa Ann Walter,['Romance'],10.0
Karoline Herfurth,['Family'],11.0
Britt Irvin,['Family'],7.0
Lindsey Morgan,['Romance'],3.0
Chi McBride,['Family'],22.0
Sammo Hung,['Science Fiction'],23.0
Geraldine Somerville,['Science Fiction'],16.0
Sting,['Romance'],14.0
Dacre Montgomery,['Fantasy'],5.0
Skandar Keynes,['Family'],3.0
Eli Wallach,['Music'],25.0
William Sanderson,['Family'],17.0
Morgan Spurlock,['Family'],5.0
Roberto Benigni,['Crime'],9.0
Dee Bradley Baker,['Documentary'],44.0
Dylan Arnold,['Romance'],8.0
Eddie Steeples,[],6.0
Charles White Jr.,['Romance'],1.0
Sam Lavagnino,['TV Movie'],3.0
Fred Gwynne,['Family'],14.0
Catherine Reitman,['Romance'],14.0
Sydney Craven,['Horror'],1.0
Karen Allen,['Romance'],23.0
Alaina Huffman,['Mystery'],2.0
Michael Weatherly,['Thriller'],5.0
Chris Penn,['War'],30.0
Otis Dhanji,[],2.0
Lisa Roberts Gillan,['Romance'],12.0
Jay Underwood,['Thriller'],12.0
Laura Dern,['Family'],41.0
Ko Shibasaki,['War'],7.0
Rebecca Mader,['Romance'],9.0
Kiernan Shipka,['Mystery'],6.0
Talia Shire,['Romance'],19.0
John Slattery,['Romance'],19.0
Craig Sheffer,['Drama'],19.0
Armand Assante,['Romance'],28.0
Derek Cecil,['Family'],5.0
Ruairí O'Connor,[],3.0
Oliver Masucci,['Romance'],5.0
Aisha Tyler,['Mystery'],10.0
Anjelica Huston,['Family'],45.0
Joely Richardson,['Family'],25.0
Richard Burgi,['Crime'],15.0
Toby Leonard Moore,['War'],4.0
Frank Oz,['Science Fiction'],28.0
Ryunosuke Kamiki,['Thriller'],15.0
Jessica Szohr,['Family'],11.0
Joe Absolom,['Family'],3.0
Elliot Page,['Romance'],20.0
Katherine Moennig,['Crime'],5.0
Julian McMahon,['Romance'],10.0
Melissa Roxburgh,['Crime'],6.0
Robbie Amell,['Mystery'],11.0
Tamannaah Bhatia,['Romance'],17.0
Billy Crystal,['Romance'],25.0
Amanda Warren,['Romance'],7.0
Tom Cavanagh,['Family'],6.0
Pauline McLynn,['Crime'],9.0
Missi Pyle,['Family'],30.0
Betty Gabriel,['Mystery'],7.0
Kristin Davis,['Family'],12.0
Will Arnett,['Mystery'],35.0
Charlene Tilton,['Romance'],5.0
Jacqueline Pinol,['Family'],11.0
John Heard,['Family'],44.0
Penelope Ann Miller,['Science Fiction'],29.0
Enrico Colantoni,['Family'],12.0
Madison Pettis,['Science Fiction'],10.0
Patrick Muldoon,['Romance'],23.0
Salma Hayek Pinault,['Family'],46.0
Jane Seymour,['Science Fiction'],19.0
Cuba Gooding Jr.,['Family'],45.0
Bin Shimada,['Romance'],14.0
David Warner,['Romance'],37.0
David S. Lee,['Science Fiction'],5.0
Billy Wirth,['Romance'],8.0
Nikki DeLoach,['Science Fiction'],3.0
Seth Rogen,['Science Fiction'],43.0
James Gammon,['Romance'],35.0
Joey McIntyre,['Comedy'],5.0
John Boyega,['Family'],9.0
Terrence 'T.C.' Carson,['Romance'],7.0
Natasha Little,['Science Fiction'],6.0
Ian Anthony Dale,['Mystery'],6.0
James Pickens Jr.,['Romance'],17.0
Pink,['Comedy'],6.0
Natassia Malthe,['Family'],22.0
Kim Tae-hyung,['War'],6.0
Edgar Wright,['Romance'],11.0
Ice Cube,['Music'],36.0
Jonas Bloquet,['Romance'],9.0
Chiara Zanni,['Mystery'],5.0
Mr. Lawrence,['Mystery'],3.0
Ashley Walters,['Family'],8.0
John Novak,['Family'],10.0
Sarah Parish,['War'],3.0
Cassandra Naud,[],2.0
Trevor Donovan,['Romance'],4.0
Alexandra Roach,['TV Movie'],7.0
Robert Forster,['TV Movie'],48.0
Shawn Wayans,['Music'],7.0
Eri Kitamura,['Mystery'],5.0
Warren Beatty,['Comedy'],16.0
Alyssa Sutherland,['Comedy'],2.0
Callie Thorne,['Romance'],9.0
Dwight Schultz,['Romance'],11.0
Charles Parnell,['TV Movie'],7.0
Daphne Zuniga,['Science Fiction'],10.0
Heidi Klum,['Romance'],10.0
Rob Stewart,['Thriller'],1.0
Gaius Charles,['Romance'],5.0
Peta Wilson,['Comedy'],7.0
Jimmy Smits,['Mystery'],13.0
Brooke D'Orsay,['Science Fiction'],4.0
Marcia Gay Harden,['Romance'],38.0
Paul Freeman,['Mystery'],15.0
David Zayas,['Romance'],13.0
Emily Beecham,['Romance'],7.0
Seana Kofoed,['Science Fiction'],3.0
Elizabeth Berkley,['Science Fiction'],8.0
Jeffrey Garcia,['TV Movie'],7.0
Brian Howe,['Mystery'],19.0
Brandon Johnson,['Family'],4.0
Pej Vahdat,['Crime'],2.0
Jamie McShane,['War'],13.0
Samantha Mathis,['Romance'],17.0
Kyle Gallner,['Mystery'],19.0
Gaite Jansen,['Family'],3.0
Kim Richards,['Romance'],5.0
Richard Moll,[],17.0
Finn Cole,['Family'],3.0
Jon Heder,['Family'],15.0
Brandon Routh,['Crime'],10.0
Radha Mitchell,['Family'],29.0
Jennifer Lopez,['Romance'],32.0
Deirdre Lovejoy,['Mystery'],8.0
Seth Gilliam,['Romance'],6.0
Viola Davis,['Science Fiction'],40.0
Billy Burke,[],21.0
Gabriel Macht,['Action'],16.0
Jessica Raine,['Romance'],3.0
Adam Brody,['Crime'],31.0
Stuart Margolin,['Action'],11.0
Thomas F. Wilson,['Comedy'],15.0
Ronan Vibert,['War'],15.0
Toby Kebbell,['Science Fiction'],25.0
Kim Bum,['War'],2.0
Griffin Dunne,['Science Fiction'],30.0
Penélope Cruz,['Comedy'],42.0
Vinette Robinson,['Family'],4.0
Neil Sandilands,['Romance'],3.0
Nat Faxon,['Science Fiction'],16.0
Nick Cannon,['Comedy'],12.0
Dany Boon,['Family'],13.0
Marta Milans,['Family'],6.0
Shuichi Ikeda,['Romance'],6.0
Tye Sheridan,['Comedy'],16.0
Edi Patterson,['Science Fiction'],3.0
Sally Phillips,['Science Fiction'],13.0
Dominic Sherwood,['Mystery'],2.0
Dean Stockwell,['Crime'],29.0
Rebecca Hall,['Romance'],28.0
Jordan Fisher,['Romance'],3.0
Amrish Puri,['Mystery'],18.0
Katrina Bowden,['Family'],10.0
Barry Corbin,['Romance'],30.0
Sophia Myles,['Science Fiction'],10.0
Dylan Sprouse,['Thriller'],10.0
Mikael Persbrandt,['Science Fiction'],11.0
Robert Sean Leonard,['Romance'],12.0
Katia Winter,['Action'],6.0
John Standing,['Romance'],11.0
Lauren Graham,['Thriller'],14.0
Enver Gjokaj,['Science Fiction'],4.0
William Baldwin,['Family'],18.0
Jonathan Adams,['Science Fiction'],6.0
Julie Walters,['Family'],25.0
Matthew Rauch,['Family'],6.0
Sarah Aldrich,['Family'],1.0
Eddie Cahill,['Romance'],2.0
Liam Hughes,['TV Movie'],2.0
Léa Seydoux,['History'],22.0
John Stamos,['TV Movie'],7.0
Justin Bieber,['Romance'],7.0
Ashley Grace,[],5.0
Rosemary Forsyth,['Music'],6.0
Seal,['Romance'],2.0
Richard Schiff,['Science Fiction'],52.0
Catherine Bell,['Family'],4.0
Melissa Joan Hart,['Science Fiction'],9.0
Kiyoshi Kobayashi,['Comedy'],3.0
Kevin Conroy,['Romance'],9.0
Paul Walter Hauser,['Family'],10.0
Bree Turner,['Crime'],15.0
Jenny O'Hara,['Crime'],11.0
Kal Penn,['Mystery'],16.0
Gabrielle Anwar,[],13.0
Iain Glen,['Comedy'],22.0
Lynne Thigpen,['Drama'],15.0
Hans Zimmer,['Science Fiction'],1.0
Larry Miller,['Science Fiction'],39.0
Lewis Black,['Science Fiction'],14.0
Alex Kingston,['Romance'],5.0
Tichina Arnold,['Family'],13.0
Daniel Bacon,['Romance'],15.0
Alex Cox,['Horror'],9.0
Robert Knepper,['Romance'],24.0
Luke Kleintank,['Romance'],5.0
Shannon Wilcox,['Science Fiction'],12.0
Charlie Tahan,['War'],14.0
Neil Dudgeon,['Family'],4.0
Rupert Everett,['Family'],32.0
Laura Prepon,['Romance'],5.0
Rachael Leigh Cook,['Mystery'],21.0
Peter Greene,[],23.0
Rob Yang,['Romance'],7.0
Danielle Panabaker,['Romance'],10.0
Nicholas Lea,['Romance'],5.0
Nicholas Logan,['Mystery'],3.0
Crystal Reed,['Mystery'],3.0
Joan Cusack,['Family'],41.0
Emmanuelle Béart,['Family'],9.0
Allegra Edwards,['Family'],1.0
Jane Leeves,[],6.0
Morgan Lily,['Family'],9.0
Paul Adelstein,['Family'],13.0
Andy Griffith,['Romance'],7.0
Helena Mattsson,['Romance'],7.0
Toshiyuki Morikawa,['Science Fiction'],21.0
Edwige Fenech,['Crime'],2.0
Jessica Rothe,['Mystery'],7.0
Shirley MacLaine,['Action'],37.0
Brian Thompson,['Family'],21.0
Keith MacKechnie,['Romance'],11.0
Monica May,['Science Fiction'],2.0
Seth Meyers,['TV Movie'],11.0
Adam Pally,['Science Fiction'],16.0
Jessica Hecht,['Family'],16.0
Zena Grey,['TV Movie'],7.0
Burgess Meredith,['Romance'],25.0
Arnold Vosloo,['Mystery'],16.0
Keegan-Michael Key,['Romance'],33.0
Lela Loren,['Family'],6.0
Louis Partridge,['Mystery'],3.0
Judy Garland,['Comedy'],16.0
Maiara Walsh,['Mystery'],2.0
Kim Darby,['Comedy'],7.0
Andrew McCarthy,['Music'],16.0
Richard Attenborough,['Thriller'],11.0
Bette Midler,['Family'],27.0
Tom Wlaschiha,['War'],11.0
Michael Pitt,['Family'],19.0
Hisao Egawa,['Action'],12.0
