name,popularity,career_length,number_of_movies,interval,start_date_1,end_date_1,start_date_2,end_date_2,count_interval_1,count_interval_2,avg_budget_0,avg_budget_1,std_budget_0,std_budget_1,avg_revenue_0,avg_revenue_1,avg_imdb_rating_0,avg_imdb_rating_1,avg_order_0,avg_order_1,std_order_0,std_order_1,avg_popularity_0,avg_popularity_1,Popularity (%)
Brahmanandam,15.914,36,469,6570,1987,2005,2005,2023,207,262,214922.7473845859,566327.2651028765,120860.28476423798,1387382.003850229,427314.9121796717,1096122.7934634243,6.556521739130434,5.490076335877863,4.396135265700483,4.942748091603053,2.255981751447163,3.449826426308527,9.840246376811596,9.69617938931298,88.7400555142483
Owen Wilson,103.701,29,78,5110,1994,2008,2008,2023,38,40,51592444.82173174,60006774.1935484,27988942.61568939,50435722.79258841,145858649.31637308,132231153.55524191,6.471052631578947,6.1075,9.289473684210526,4.625,23.643078318073783,10.417983250130517,91.10218421052632,91.765525,88.0
Tobey Maguire,56.489,34,41,6205,1989,2006,2006,2023,24,17,49702500.0,74344117.64705883,41888078.57951154,66234401.67615257,159680744.08666667,322157170.162353,6.470833333333334,6.988235294117646,4.125,20.235294117647054,8.037995707886388,34.548396424461295,38.79791666666667,39.369058823529414,88.0
Wesley Snipes,35.955,37,64,6570,1986,2003,2003,2023,42,22,24320684.52380952,24206439.3939394,15738592.147265105,20731034.500790555,39754380.003968254,35660454.539772734,6.200000000000001,5.254545454545455,4.738095238095238,1.7727272727272727,9.554504108159378,2.983771533141147,37.177190476190475,36.8319090909091,88.0
Jason Momoa,52.581,20,30,3650,2003,2013,2013,2023,7,23,49961096.9387755,106771156.83229811,28127926.91223436,95706303.59870376,100771182.41454084,263732652.48990676,5.728571428571428,6.36086956521739,3.5714285714285716,7.086956521739131,3.994894701174161,13.529076717359413,57.78828571428571,57.59504347826088,88.0
Uma Thurman,54.164,36,72,6570,1987,2005,2005,2023,38,34,21796362.781954885,17583266.806722682,22725166.728217646,18495529.061498173,41239630.15366542,25901135.03440126,6.313157894736842,6.044117647058823,5.473684210526316,5.911764705882353,12.370884413146657,9.130967499342468,55.271078947368416,55.19111764705882,88.0
Heath Ledger,30.359,31,27,5475,1991,2006,2006,2022,19,8,30074850.72368421,35625000.0,28195929.934650604,56868131.45338961,53691893.127392344,146346654.56818184,6.510526315789473,7.35,2.789473684210526,7.125,4.851249946022278,10.693894285993292,22.40436842105263,22.574875,88.0
Jennifer Love Hewitt,47.654,30,38,5475,1992,2007,2007,2022,24,13,22916374.590198863,19159903.585227277,17841793.773104284,22514988.70407031,45530398.54498106,30655572.638548948,5.579166666666667,5.9923076923076914,2.8333333333333335,4.461538461538462,5.2094998693625945,6.184538843766702,34.87799999999999,29.686923076923076,88.0
Winona Ryder,44.739,37,69,6570,1986,2004,2004,2023,35,34,22153667.447102424,23715304.122849613,16042694.769254878,34549839.92801135,39284232.282412395,45123379.825679794,6.674285714285714,6.305882352941176,5.228571428571429,7.470588235294118,16.753823809653063,15.783899641383728,43.26605714285714,44.04582352941176,87.0
Chris Farley,26.628,31,20,5475,1992,2007,2007,2023,15,5,13386458.333333334,5504687.5,11748732.085661829,4443703.300563337,29629945.666666668,17777967.4,6.526666666666666,7.040000000000001,12.266666666666667,28.8,24.51249114680559,34.417437440925205,15.995199999999995,10.55,87.0
John Stamos,24.184,37,44,6570,1986,2004,2004,2023,20,24,2991964.2857142864,2453497.023809524,5829150.293493267,3709419.369622089,4917170.404017856,6955552.342633928,5.995,6.2875000000000005,6.4,12.166666666666666,10.725670142233538,13.01814972345234,12.577550000000002,11.159375,87.0
Courteney Cox,55.253,36,42,6570,1987,2005,2005,2023,24,18,17997295.673076924,28081623.931623936,11554552.417786522,25722857.641646124,54514227.62940705,62593006.155982904,5.808333333333334,6.138888888888889,2.5,7.944444444444445,2.217355782608345,17.567242945077012,46.93179166666666,45.752944444444445,87.0
Jessica Alba,39.264,27,41,4745,1994,2007,2007,2021,15,26,36962333.333333336,29535769.230769232,33367077.317652833,23944288.571129333,107312768.65283336,51873729.62615384,5.593333333333333,5.676923076923078,8.133333333333333,4.846153846153846,16.103277789181792,11.528200565744148,50.13360000000001,50.4825,87.0
Dakota Fanning,71.159,22,53,4015,2001,2012,2012,2023,30,23,36265762.08108107,29992920.634547587,29080695.644288756,28435004.557995275,140647776.22792795,127482645.11633374,6.429999999999999,6.247826086956521,3.4,1.826086956521739,4.513682901282868,3.016651958035071,51.32526666666666,55.445739130434774,87.0
Neil Patrick Harris,34.797,34,76,6205,1988,2005,2005,2022,30,46,20055694.44444445,32617798.91304347,16519027.704793291,35411857.21475821,39873491.15,84252917.64130434,6.2,6.828260869565218,5.166666666666667,6.804347826086956,8.136679639481669,9.763774139349724,24.8586,27.849717391304353,87.0
Renée Zellweger,22.3,28,47,5110,1992,2006,2006,2020,28,19,34356307.603686646,37684030.13582343,21709973.787099835,44440583.98891222,102822670.66179438,75211315.06451613,6.364285714285714,6.478947368421053,4.821428571428571,17.42105263157895,12.177419300341372,56.692444302545546,25.66425,25.903052631578948,86.8800429150671
Terrence Mann,15.578,29,18,5110,1985,1999,1999,2014,10,7,6037500.0,2875000.0,7323346.656413309,0.0,4300104.775,1755159.5,5.62,6.371428571428571,8.5,38.42857142857143,7.723341245859851,55.02949116573025,8.7939,6.122714285714285,86.42933537235471
Amy Steel,16.206,33,24,5840,1981,1997,1997,2014,16,8,1196538.0234375,315566.984375,1402890.560056767,401207.1952850422,9347805.84375,3115935.28125,5.71875,6.3125,14.875,28.0,19.51241591910135,44.13898503590675,10.9008125,11.2235,86.07069775266739
Mike Myers,29.023,37,69,6570,1985,2003,2003,2022,30,38,23291867.138364784,25352209.53326713,25651414.85391729,43915793.15567128,92506219.99921387,125946206.04878348,6.563333333333333,6.571052631578947,9.233333333333333,10.921052631578949,13.315863555257025,18.893582284033535,33.09463333333333,32.9822105263158,86.0
Melissa McCarthy,21.503,25,48,4380,1998,2009,2009,2023,15,33,39982562.5,55475617.42424242,30775876.17462133,60196328.37160071,100551288.43333334,150934548.8068182,5.986666666666667,6.287878787878788,10.666666666666666,8.090909090909092,12.359431845985297,11.02164162101266,21.829533333333337,21.11978787878788,86.0
Seth Rogen,24.609,22,79,4015,2001,2012,2012,2023,41,38,47042334.494773515,49482936.5079365,42325174.95685803,65553391.82083738,152961557.18931475,193347332.1052631,6.648780487804879,6.507894736842106,5.536585365853658,5.605263157894737,7.603264898762994,8.851224933617084,23.32141463414634,22.14765789473684,86.0
Kelsey Grammer,35.426,36,82,6570,1987,2005,2005,2023,35,46,25780212.537662335,39981315.59189724,18010505.986828826,62515087.55468481,61767859.153138526,98020829.21982044,6.145714285714286,5.889130434782608,6.2,6.6521739130434785,11.209179911381309,13.32081958456524,27.000057142857145,26.379673913043476,86.0
Alyssa Milano,50.84,39,53,6935,1984,2003,2003,2023,32,21,3412352.195945946,6983429.858429859,4117099.4805879025,13471313.321026506,6590170.597972973,14581965.51480052,5.56875,6.047619047619048,4.59375,5.333333333333333,10.117618837330252,7.5676840096453075,33.14484375,34.42842857142857,86.0
Ethan Hawke,45.608,38,102,6935,1985,2004,2004,2023,32,69,18848354.2877907,16452569.261880688,15189570.509118931,26552338.13186429,34533016.7060774,28074671.004149817,6.5875,6.472463768115943,7.5625,3.449275362318841,15.602358595738018,6.98971549230053,25.3091875,28.630391304347825,86.0
Tina Fey,30.738,24,43,4380,1999,2011,2011,2023,15,28,26748734.567901235,30879844.576719586,29949480.490256894,30208173.10356362,68452254.06234567,63563222.131944455,6.7200000000000015,6.925,7.8,8.571428571428571,7.025667228100118,13.278415814042436,25.76366666666667,23.186357142857137,86.0
Bradley Cooper,45.218,22,66,4015,2001,2012,2012,2023,23,43,36520771.73913044,75168000.0,25832403.96778748,79038554.7179791,174322687.91695648,348725295.4572093,5.965217391304347,7.053488372093024,4.478260869565218,6.976744186046512,4.968330707481497,9.782491174834863,45.360086956521734,40.85379069767442,86.0
Steve Carell,43.807,32,64,5840,1991,2007,2007,2023,17,45,46669117.64705882,31125555.555555556,41649565.29097676,22313530.70379351,207716587.02941176,168107707.43194443,6.294117647058823,6.639999999999999,7.705882352941177,5.311111111111111,13.283181342374066,11.779119420440036,40.81782352941177,40.459488888888885,86.0
Rob Schneider,29.941,34,87,6205,1989,2006,2006,2023,43,42,28867011.955453657,21469294.936284374,25349009.64378391,23643135.097686537,70584929.45164593,53387335.68967975,5.395348837209302,5.64047619047619,7.325581395348837,8.666666666666666,7.798988993013275,12.170742957066514,23.87788372093023,22.787404761904764,86.0
John Cusack,53.847,39,98,6935,1983,2002,2002,2022,44,54,19200300.771064304,22689912.679313462,15054782.633463128,27007717.90722921,34993118.493417405,46958637.42716802,6.688636363636363,5.977777777777777,6.613636363636363,3.6666666666666665,12.588262767520078,8.777074514725111,42.30652272727273,39.57468518518519,86.0
Ann Turkel,16.866,38,16,6935,1968,1987,1987,2006,11,5,5232954.545454546,18393750.0,242561.07052427912,28338526.944338515,12519178.977272728,45904387.5,5.4363636363636365,5.4399999999999995,7.909090909090909,17.8,17.201768119768413,26.38484413446477,4.007818181818183,5.179,85.99398712407795
Fred Travalena,15.688,32,8,5840,1978,1994,1994,2010,6,2,3216666.6666666665,11637500.0,1100063.129501616,8362500.0,4619254.166666667,4835212.5,5.8,4.55,4.166666666666667,59.5,3.131382371342656,38.5,9.599333333333332,12.15,85.58272850626234
James Franco,33.804,23,141,4015,1999,2010,2010,2022,44,97,34703223.18181818,22146346.474226803,49548946.19418154,30128537.19133883,104417985.56677276,55082116.77253609,6.256818181818182,5.870103092783505,5.9772727272727275,4.597938144329897,11.655058668320098,9.29655716543466,26.23209090909091,25.54296907216495,85.0
Elijah Wood,34.83,34,85,6205,1989,2006,2006,2023,43,42,27155677.451971687,24907889.924085576,23983509.28810809,41037712.014435,144287621.80118808,84052749.94112319,6.73953488372093,6.514285714285715,4.813953488372093,7.619047619047619,7.851102171043392,22.787791615512425,28.96511627906977,28.96702380952381,85.0
Michael B. Jordan,29.297,24,27,4380,1999,2011,2011,2023,4,23,27843750.0,60046689.72332017,10360352.989280818,61059624.14252087,59413460.90625,206524314.49678853,5.95,6.443478260869565,5.5,4.3478260869565215,5.5,7.738153333530713,38.2345,44.35382608695652,85.0
Lucy Liu,37.208,31,69,5475,1992,2007,2007,2023,33,36,35335906.23213265,39755241.09014674,25274890.949593764,44259223.06943493,84016481.20997714,96951055.61333856,6.2,6.4222222222222225,9.696969696969695,3.6666666666666665,15.20463415897182,2.3094010767585034,26.43821212121212,25.95469444444445,85.0
Billy Bob Thornton,37.487,37,92,6570,1986,2004,2004,2023,49,43,24914285.714285713,26630630.35495716,26005326.15548738,33855166.24623295,47965702.17722879,40986214.71710527,6.210204081632654,6.683720930232559,8.73469387755102,4.232558139534884,12.168503186680285,4.659759497248886,30.065734693877552,30.40753488372093,85.0
Jessica Biel,30.701,24,39,4380,1994,2006,2006,2018,13,26,34672512.54180602,34425857.02341138,34975147.91166612,33374236.73898974,51199557.062709026,61582187.098871246,6.269230769230769,6.0346153846153845,2.1538461538461537,2.1153846153846154,2.4446536280108773,2.707921756012605,38.514692307692314,36.75157692307692,85.0
Seth MacFarlane,22.871,28,44,5110,1995,2009,2009,2023,14,30,14255803.571428576,16877089.285714287,20121481.662801113,19022445.814802695,50798369.34056125,85918270.75595237,7.321428571428571,6.849999999999999,4.214285714285714,3.8,6.189606165968551,3.390181902690965,17.51442857142857,17.419999999999998,85.0
Christian Bale,59.904,35,69,6205,1987,2003,2003,2022,27,42,32076205.45073376,70122012.57861635,15103155.58538948,61269534.13590408,62122967.382075466,161919595.22866127,6.577777777777778,7.240476190476191,3.259259259259259,2.952380952380953,4.726541234760969,7.387094218820579,52.886,53.00764285714287,85.0
Daniel Radcliffe,72.685,22,42,4015,2001,2012,2012,2023,17,25,90603393.66515838,27785076.923076924,78139073.18014948,27709118.787651215,526856688.48981905,62957317.445,7.2823529411764705,6.66,1.2941176470588236,2.92,2.9458785942468033,5.5707809147371785,53.19211764705882,53.11772,85.0
Val Kilmer,76.956,39,101,6935,1984,2003,2003,2023,32,68,26833322.61029412,21429498.26989619,23832304.09080781,27888540.182628997,65836121.35068934,58333976.772102065,6.321875,5.669117647058823,1.75,4.647058823529412,2.8613807855648994,11.220732787597138,47.01834375,47.42982352941176,85.0
Elizabeth Berkley,24.448,32,33,5840,1987,2003,2003,2019,23,10,8779891.304347826,1743750.0,14132499.32660342,2641680.632192317,15632833.373401534,3444261.885294117,5.360869565217392,5.56,4.130434782608695,18.2,4.214925321181622,47.65459054487825,19.99873913043478,20.0174,84.91747172551646
Martin Klebba,17.614,22,50,4015,2001,2012,2012,2023,27,23,69844281.04575163,58143542.19948848,69016826.07795358,56500989.45817105,245513626.2645697,258992822.89002553,5.711111111111112,5.430434782608697,19.925925925925927,18.652173913043477,20.0996147483366,37.112764352481186,9.250703703703705,8.586521739130434,84.44905285557633
Brendan Fraser,36.886,32,60,5840,1991,2007,2007,2023,38,21,37147577.75119616,37296536.7965368,34011180.13070729,42337832.42115643,66623696.76824166,69213477.69588743,6.152631578947368,5.795238095238096,6.842105263157895,4.714285714285714,15.680236161939108,10.198706067054626,40.72586842105263,43.738,84.0
Terry Crews,30.96,23,58,4015,2000,2011,2011,2023,32,25,39306808.03571428,38889142.85714286,37023205.77356927,27069771.46228627,98336777.88160342,124820734.6990476,5.95,6.132,13.65625,6.44,12.504022790186363,5.906471027610311,26.91625,22.714720000000003,84.0
Sofía Vergara,26.471,21,32,3650,2002,2012,2012,2023,15,17,39901250.0,23500000.0,33692670.61431907,12081296.31240933,88536485.96666667,55136509.051470585,5.493333333333333,5.652941176470588,9.0,4.529411764705882,9.352361555600098,3.6640968240935146,28.14046666666666,26.64105882352941,84.0
Elizabeth Hurley,21.355,36,38,6570,1987,2005,2005,2023,29,9,15529138.714733545,4270654.04040404,19423810.280273333,5545294.186845398,25947529.99314264,7964702.50631313,5.613793103448275,5.033333333333333,2.7586206896551726,2.6666666666666665,3.8475713111071377,4.784233364802442,15.344275862068969,17.65533333333333,84.0
Marlon Wayans,20.81,35,41,6205,1988,2005,2005,2023,14,27,21710267.85714286,23385185.185185187,13699653.485406732,35920990.49718758,65770438.14321429,49780077.52,6.042857142857143,5.470370370370371,3.928571428571429,6.777777777777778,5.020874791654278,9.290908871274164,26.558285714285713,23.523481481481483,84.0
Roseanne Barr,15.809,37,41,6570,1986,2004,2004,2023,25,16,11091775.0,3747656.25,23744389.458801627,6257228.700530467,16418710.4042,6341407.3865625,5.8,6.0,7.08,19.0,9.80987257817348,33.80273657560878,11.277200000000002,8.909062500000001,84.0
Jason Bateman,52.708,39,67,6935,1984,2003,2003,2023,18,49,20781474.673202615,35607915.66626651,7961608.972341983,32482461.994068477,62216019.880174294,121193487.39695878,5.6722222222222225,6.477551020408163,2.888888888888889,4.775510204081633,2.8262438537726453,8.074311257978119,41.00055555555556,45.66324489795918,84.0
Jude Law,41.53,30,77,5475,1993,2007,2007,2023,35,41,45756634.92974238,65973104.46821272,29976567.65158734,60537754.86807781,81568348.75603044,144337622.4860306,6.554285714285714,6.765853658536585,3.942857142857143,3.4878048780487805,12.071081989952816,5.700329264000894,28.563999999999997,29.13592682926829,84.0
Catherine Zeta-Jones,36.031,27,41,4745,1990,2003,2003,2017,17,24,40182727.941176474,38799932.291666664,24196577.49210237,26985387.027851604,103846768.16264704,80600848.37854166,6.029411764705883,6.370833333333333,1.6470588235294117,9.208333333333334,1.5696075369560392,21.71784820270083,26.024,26.813374999999997,84.0
Matt LeBlanc,23.18,34,18,6205,1987,2004,2004,2021,11,7,35862500.0,20762500.0,39557066.08524863,0.0,75516413.31818181,36232655.96428572,5.381818181818182,6.871428571428572,4.0,16.857142857142858,3.7416573867739418,31.59759742868603,31.882272727272724,21.081285714285716,84.0
Chris Pratt,46.997,23,55,4015,2000,2010,2010,2023,10,45,54098076.92307693,95629273.5042735,18797748.275702767,79804735.77459387,250698500.1541667,464034743.3083333,5.069999999999999,6.926666666666664,6.8,7.8,6.029925372672534,11.923086848631105,48.9252,50.309333333333335,84.0
Russell Brand,30.6,21,52,3650,2002,2012,2012,2023,24,28,28256944.444444444,25705357.142857146,21008608.749498527,28854679.015073538,92160854.30902778,149614583.99702385,6.391666666666667,6.592857142857143,4.791666666666667,4.642857142857143,6.0206531114895565,5.8015655874346646,32.806374999999996,23.820357142857144,84.0
Ray Romano,22.336,33,35,5840,1990,2005,2005,2023,8,27,21775044.407894734,37158248.63547758,16513991.306361774,36620373.03822036,100420021.50328948,164644958.54288498,6.3125,6.7185185185185174,13.75,3.962962962962963,16.08376510646683,7.073589279490615,23.238375,17.104481481481482,84.0
Bernie Mac,19.729,31,35,5475,1992,2007,2007,2023,30,5,39732083.333333336,53957500.0,36447120.18278063,48386178.03670796,117566703.8326754,194129368.3881579,6.083333333333332,6.4799999999999995,6.5,4.2,7.684399781375251,3.059411708155671,15.709933333333332,14.5318,84.0
John Ritter,28.034,39,84,6935,1971,1990,1990,2010,38,46,1798355.2631578948,4940692.934782608,2080744.2606107085,8233484.026160478,3724153.63003096,8766751.171275571,6.447368421052631,6.115217391304348,6.868421052631579,7.260869565217392,9.442822539205384,17.73284202265328,21.63105263157895,23.099673913043485,84.0
Greg Collins,23.606,36,48,6570,1986,2004,2004,2022,31,17,46917795.110887095,29224557.44485294,35065084.716505244,25472757.92324223,159543438.85887095,108141291.30330884,5.199999999999999,5.535294117647059,22.419354838709676,18.294117647058822,17.063022070090984,19.154986160519368,10.072516129032255,8.674294117647058,83.84518700549468
Matthew Lillard,99.422,33,108,5840,1990,2006,2006,2023,33,75,19819367.200263508,7325290.840579712,21892895.680993397,9381972.609782046,48495387.13554018,19115401.105108693,5.739393939393938,6.079999999999999,6.636363636363637,4.386666666666667,13.562019564048985,6.260763176766516,89.27624242424243,70.50010666666668,83.64791774356615
Teresa Ganzel,20.514,37,28,6570,1981,1999,1999,2018,13,16,31682692.307692308,91699218.75,22161299.014305983,64734256.08225108,120305568.23446748,418685789.032452,5.2846153846153845,6.6125,12.307692307692308,28.0625,9.392178541290583,20.320767548249748,15.377461538461542,17.84325,83.06183448591594
Jeremy Renner,30.8,28,53,5110,1995,2009,2009,2023,21,32,31120768.741956245,93237162.16216215,21874953.772278395,91098031.9132218,122661571.41320784,427424739.3716216,6.080952380952381,7.134375,6.571428571428571,10.40625,18.763113328248796,19.886960827072095,30.618809523809517,31.9645625,83.0
Donnie Wahlberg,38.235,25,29,4380,1990,2002,2002,2015,13,16,17988905.32544379,27096754.807692308,21230033.876321584,25714426.570996325,102318859.78180474,66419211.36418269,6.0307692307692315,5.6625,5.769230769230769,7.5,7.846153846153846,9.367496997597597,30.592461538461535,27.109875,83.0
Cedric the Entertainer,27.83,25,64,4380,1998,2010,2010,2023,33,31,37679924.24242425,21881048.387096766,33853865.701141536,25189318.560306568,111821652.46275254,83857906.2977151,5.993939393939394,5.922580645161289,5.03030303030303,5.516129032258065,7.637566042901874,5.482352731010806,16.797090909090908,13.588548387096774,83.0
Orlando Bloom,53.702,26,50,4745,1997,2010,2010,2023,27,23,75334308.14270152,58428470.68414321,65392112.82491329,72967812.6284062,328578418.6469227,234053795.91767907,6.95925925925926,6.469565217391305,4.666666666666667,8.565217391304348,4.996294923537137,15.015429997047011,39.49285185185185,39.79604347826088,83.0
Kirsten Dunst,32.716,33,74,5840,1989,2005,2005,2022,41,33,31415790.58031959,26606504.702194363,36777246.74748926,43379495.8983127,91996960.3635408,62342835.12539184,6.353658536585366,6.339393939393939,4.560975609756097,6.909090909090909,11.991966376902951,13.060149046352713,37.244878048780485,37.54033333333333,83.0
Joan Cusack,24.054,39,72,6935,1980,1999,1999,2019,27,45,24407407.407407407,40931250.0,9940853.3005612,43613002.07108858,54155307.23677248,121386832.2761905,6.129629629629631,6.579999999999999,4.962962962962963,9.177777777777775,5.620606804472281,15.311998039139675,25.672333333333334,25.199911111111113,83.0
David Spade,19.643,36,65,6570,1987,2005,2005,2023,28,37,19406263.66618076,27561786.403750695,17058895.25468906,27267225.1886288,44492522.25628644,93253019.64361556,6.292857142857143,5.9648648648648654,10.321428571428571,11.27027027027027,12.850940964515766,19.232079968816528,21.107428571428574,20.489108108108113,83.0
Patricia Arquette,42.192,36,59,6570,1987,2005,2005,2023,38,21,12375305.997552022,16199190.199335553,13771505.705468118,35618085.82973168,24308495.337821297,76656772.37320043,6.073684210526317,6.328571428571429,3.236842105263158,9.523809523809524,7.634527561043474,22.831930539360773,25.833184210526316,26.36338095238095,83.0
Kristen Bell,37.393,25,67,4380,1998,2010,2010,2023,17,49,21754613.610149942,31628351.340536214,14126226.73488799,38668325.226499766,54630899.79707324,163570692.0940376,6.070588235294117,6.440816326530611,4.470588235294118,6.6938775510204085,6.979951517266507,11.70069609237975,34.22505882352942,34.17651020408163,83.0
Julia Louis-Dreyfus,19.107,37,39,6570,1986,2004,2004,2023,14,25,31545031.055900622,45769565.2173913,32090157.23895247,64040597.87200149,60830529.0595885,105703427.44195652,6.035714285714285,6.867999999999999,4.928571428571429,16.24,4.495462565017018,29.983035203261196,18.380857142857145,15.86376,83.0
Patrick Dempsey,36.314,38,52,6935,1985,2004,2004,2023,35,17,15593650.793650797,38205718.95424837,9261726.88584787,48422077.837164685,51640489.76011905,142790238.23897058,5.771428571428571,6.429411764705882,3.6,2.0,6.114152201479543,2.326319992151199,34.07834285714285,34.703647058823535,83.0
Lisa Kudrow,36.473,32,51,5840,1991,2007,2007,2023,22,29,28070779.220779218,25503448.275862064,21800018.075120054,24045771.991578262,45190644.11810064,76317203.66995075,5.577272727272727,6.4620689655172425,5.2727272727272725,7.241379310344827,5.010732283462061,8.126818830538769,46.944181818181825,51.87965517241379,83.0
Lindsey Ginter,15.214,38,21,6935,1983,2002,2002,2021,13,8,40410961.538461536,48102968.75,33531366.053472716,60884663.03548321,127919735.27596156,217201662.8390625,5.638461538461538,5.775,18.384615384615383,32.0,18.51211022147586,26.669270706189177,10.684230769230767,13.826875,82.95538469304944
Pat Skipper,15.593,36,28,6570,1987,2005,2005,2023,23,5,29052536.23188407,47033333.33333333,18071927.827190965,35035244.15975053,143635845.41847825,279944356.7,5.908695652173912,6.92,17.565217391304348,33.2,22.561656751832825,24.342555330120955,9.148652173913042,10.573,82.84559522375415
Monique Ganderton,32.056,21,25,3650,2002,2012,2012,2023,15,10,56552777.77777777,144077083.33333334,16998711.257433023,109578672.29076536,241899742.4194444,679711327.2548611,4.913333333333333,6.68,12.066666666666666,26.6,12.22274746346154,26.68032983304367,21.064733333333336,20.3427,82.58269455736692
Anthony Wong,22.979,38,196,6935,1985,2004,2004,2023,140,56,1501632.619047619,4457400.396825398,4134416.738804635,19282428.87153752,4623774.938333334,11859526.307440478,5.880714285714285,5.939285714285714,3.0285714285714285,2.4642857142857144,7.249574230988483,3.041171565333978,19.38271428571429,21.304875,82.49967936557255
Paul Michael Lévesque,20.569,29,289,5110,1994,2008,2008,2023,169,120,576923.0769230769,236979.16666666663,5044641.6882979525,952139.033518375,1663973.5435117146,2227037.077277929,6.81242603550296,6.98,6.071005917159764,10.7,7.236964583620702,12.921945158011878,10.087828402366863,10.17691666666667,82.1611272150129
Lisa Ann Hadley,18.012,24,4,4380,1996,2008,2008,2020,3,1,40000000.0,90000000.0,7071067.811865475,0.0,207860503.33333337,426505244.0,4.433333333333333,6.5,29.333333333333332,17.0,37.249906785863985,0.0,7.051333333333333,9.042,82.15845551645222
Sarah Michelle Gellar,39.387,39,33,6935,1983,2002,2002,2022,14,19,13915703.781512609,22050890.092879254,8769804.512494676,22800872.863406684,55104827.80882352,57032511.04179567,5.821428571428571,5.815789473684211,12.785714285714286,3.6842105263157894,18.513232994762618,5.171303730343843,26.415999999999993,28.698578947368414,82.0
Mila Kunis,61.992,27,48,4745,1995,2008,2008,2022,17,31,19138143.40992647,38974798.526209675,9962476.16788662,44450979.97578237,68582279.81617647,105328224.50403224,5.476470588235294,6.283870967741935,4.529411764705882,3.4516129032258065,5.922217858189748,5.650228140854534,60.68358823529413,64.72932258064515,82.0
Kristen Stewart,78.746,23,54,4015,1999,2010,2010,2022,23,31,30449942.79176202,34734762.30899831,22053105.314998712,36025756.29133893,103473035.81235696,117946831.46349744,6.182608695652175,6.238709677419355,5.608695652173913,2.3548387096774195,12.274891765872892,4.816292156345558,51.977695652173914,51.54138709677419,82.0
Reno Wilson,23.563,29,27,5110,1994,2007,2007,2023,13,14,50308566.43356644,85989448.05194807,34215495.56856397,75925068.3344556,177224953.80463284,367053604.36282474,5.615384615384615,5.364285714285714,19.307692307692307,22.285714285714285,22.12685321359761,29.282926696598608,13.31038461538461,13.399714285714284,81.64722653623653
Sean Gunn,28.707,27,29,4745,1996,2009,2009,2023,9,20,68688514.95726496,120195384.61538462,33075184.18118252,99721540.19389568,411823293.5534188,555117343.6192307,5.444444444444445,6.515000000000001,12.444444444444445,11.3,22.206661218407778,9.08350152749478,21.099222222222224,25.02455,81.27956796345468
Al Leong,21.09,39,52,6935,1981,2000,2000,2020,43,10,24738549.283469517,22556509.472972974,28089257.891472813,24626961.227589943,54328960.792269,62816021.877027035,5.809302325581395,6.010000000000001,26.348837209302324,19.5,20.68128433883475,21.10568643754569,17.974744186046507,17.660400000000003,81.22878223074262
Raven-Symoné,16.193,33,46,5840,1990,2006,2006,2023,20,26,15691875.0,9355288.461538462,20986974.48530576,11938727.8733581,48127993.8425,19385244.88365385,6.245,6.3076923076923075,14.9,9.76923076923077,26.11876719908503,18.251043578819715,13.167649999999998,12.487000000000002,81.0
Katherine Heigl,50.399,29,40,5110,1992,2006,2006,2021,22,18,15475378.787878787,28687500.000000004,10523971.247400653,18219811.091328684,38194334.492424235,82274941.99074075,5.263636363636364,6.005555555555556,2.227272727272727,3.9444444444444446,3.044097390955131,7.954539041203122,52.212090909090904,70.122,81.0
Daniel Craig,55.044,30,80,5475,1992,2007,2007,2022,35,45,34433214.28571428,60438819.44444445,30164744.955286372,69064929.47740653,102572264.353125,217893413.30416667,6.554285714285714,7.073333333333333,3.4,5.111111111111111,4.38308436736376,12.98413086505938,51.45908571428572,53.15282222222222,81.0
Charlize Theron,68.794,28,63,5110,1995,2009,2009,2023,32,31,47461519.2819149,82157172.27179134,26197782.78091978,75746452.72530194,94501981.20836104,235564459.76938912,6.4156249999999995,6.564516129032258,2.9375,4.838709677419355,4.853719578838481,8.883100207855902,51.104468749999995,50.9397741935484,81.0
Hilary Swank,29.817,31,50,5475,1992,2007,2007,2023,28,22,17116465.336134456,15177640.374331553,14946719.776963806,12558969.672883645,34755225.92594538,22136176.013368983,6.153571428571428,6.381818181818182,6.428571428571429,8.818181818181818,16.838367267787515,21.46590608306442,31.24096428571428,32.062681818181815,81.0
