name,popularity,career_length,number_of_movies,avg_revenue_0,avg_budget_0,std_budget_0,avg_imdb_rating_0,avg_order_0,std_order_0,avg_popularity_0,Popularity (%)
Charles Parnell,24.511,19,11,288882199.72727275,80136363.63636364,103962862.8862448,7.145454545454545,8.818181818181818,7.284082045094592,23.270181818181825,56.13351818991569
Saori Hayami,16.468,14,63,9261612.904761905,250793.6507936508,1974751.1811013748,6.857142857142857,8.317460317460318,9.331335495063993,18.68822222222223,56.11837497654723
Meredith Monroe,18.31,19,27,55591505.666666664,11370370.370370371,40834034.59547327,5.685185185185185,9.037037037037036,21.432895246052453,17.074814814814815,56.07213967708549
Patrick O'Kane,15.665,19,14,100768491.57142857,21035714.285714287,53683086.01868746,6.564285714285714,10.285714285714286,16.494278538020264,8.167499999999999,56.028606416057464
Ana de Armas,95.597,17,31,47129278.90322581,26733397.0,59996548.785259835,5.890322580645161,2.3870967741935485,3.8661260042783567,112.73154838709674,56.0
Timothée Chalamet,68.284,15,28,57715191.96428572,22286071.42857143,43669729.9003134,6.721428571428572,5.285714285714286,6.712765785411846,75.11846428571428,56.0
Keith Jardine,14.214,17,34,33811084.823529415,10132264.705882354,21221769.881433524,6.138235294117647,14.617647058823527,13.065479225992604,11.331264705882353,55.98452992169661
Billy Magnussen,29.877,14,33,76127232.45454545,21724090.90909091,52424702.96522181,6.263636363636364,7.212121212121212,7.590893969621424,25.009787878787876,55.96845584011152
Julianna Guill,23.16,19,28,50798633.85714286,12832857.142857144,46844519.48864935,5.889285714285714,11.607142857142858,19.47588121188851,18.864785714285716,55.88450282193202
Kana Hanazawa,14.928,14,72,15508462.694444444,0.0,0.0,6.736111111111111,3.8472222222222223,4.587603229907937,14.232805555555554,55.87884913947203
Pilou Asbæk,26.006,16,33,45593827.75757576,22646916.87878788,43192773.75523913,6.260606060606062,4.7272727272727275,7.110695006191334,27.763030303030305,55.853801570267805
David Ajala,14.312,14,17,119804204.88235296,31647059.0,65978554.099958174,6.676470588235294,12.294117647058824,19.50192963569428,7.794470588235294,55.85281324028028
Andrea Riseborough,41.613,18,44,14117620.909090908,8727272.727272727,21613341.45673963,6.402272727272728,4.2727272727272725,5.638196183031156,24.52761363636364,55.79136025281116
Tye Sheridan,24.284,12,25,92367936.48,31640000.0,60635224.086334504,6.343999999999999,4.0,10.851727973000427,30.54948,55.7910950185865
Jimmy O. Yang,21.239,10,25,68260834.32,18720000.0,27580456.84900814,6.159999999999999,13.8,22.39285600364545,19.17316,55.78138569820071
Ashley Greene,35.261,16,42,81763742.40476191,11942857.142857144,27088278.460101016,5.542857142857143,5.071428571428571,6.839635388300898,21.096476190476192,55.76021908676619
Ty Burrell,18.901,16,21,129249255.04761904,50538095.23809524,58808976.284322254,6.452380952380953,7.380952380952381,7.325598889713422,12.011761904761906,55.75499299912057
Christopher Denham,17.38,18,25,70753407.4,16507008.0,29696284.47953609,6.183999999999998,8.04,10.974443038259391,11.5632,55.74078325173619
Richard Harmon,40.734,17,35,8482789.714285715,4157142.9714285713,16239639.053895772,5.660000000000001,7.171428571428572,10.59241160800832,31.60254285714286,55.726358873357526
Corey Hawkins,20.207,10,12,197069918.83333337,60666666.666666664,71366814.57247636,6.658333333333332,9.75,20.294190465910845,15.252583333333332,55.71416713103596
Kristofer Hivju,23.596,18,30,53725855.266666666,15229972.5,49922405.302852035,6.163333333333335,4.833333333333333,6.224057269088138,16.5356,55.57005647796113
Ross Marquand,18.852,13,15,387212722.8666667,57066666.666666664,117724801.50286467,6.706666666666668,13.533333333333331,16.804232271134026,13.694066666666664,55.4978902084034
Bridger Zadina,20.38,12,15,100426169.6,24066666.666666668,59929365.83085866,5.726666666666668,16.733333333333334,25.52245198948478,12.4774,55.494256230052386
Mike Colter,20.371,19,21,72938559.85714285,22619047.61904762,51550692.749006726,6.128571428571428,7.523809523809524,9.844597491682563,20.15780952380953,55.49330288383276
John Brotherton,17.097,13,13,200699331.15384617,29500769.230769232,64429693.400760315,6.046153846153844,8.0,15.556349186104043,15.751153846153844,55.46260637105378
Reynaldo Gallegos,15.056,16,15,180556357.4,44253333.333333336,69620436.33557287,5.906666666666667,13.266666666666667,12.798263771135348,12.844200000000004,55.374663478078304
Giulio Berruti,51.902,18,26,4808914.653846154,3461538.4615384615,13851494.696437772,5.703846153846154,7.384615384615385,12.752305743478232,30.323461538461537,55.36243782319994
Samuel Witwer,22.587,15,19,194391602.1052631,42448947.368421055,83266503.46262875,6.568421052631579,23.36842105263158,24.127316962785457,17.615210526315785,55.33759349001504
Annabelle Wallis,37.762,15,27,62829699.10714286,26767857.14285714,47823612.32077899,5.807142857142856,11.535714285714286,16.421854216816303,37.303285714285714,55.311990461813124
Joe Jonas,14.584,14,18,60503990.5,20944444.444444444,41934435.89199987,6.094444444444445,16.88888888888889,23.851132954429577,15.675666666666665,55.2844295466219
Cullen Moss,14.172,17,23,83571600.56521739,20813782.608695652,40736990.7321253,6.369565217391305,14.695652173913045,14.656753251624895,13.58339130434783,55.26094863046747
Jay Pharoah,17.815,12,30,28204333.1,8050000.0,19473208.09043372,6.1033333333333335,12.1,18.153695675169462,16.663933333333333,55.24610335053258
Kate Dickie,14.504,16,43,43673038.27906977,9848838.372093024,36692077.104673825,6.511627906976742,5.186046511627907,7.424835176162869,17.096837209302322,55.223658348558764
Karan Soni,18.209,12,38,89560718.57894737,25980263.157894734,48717174.56194652,6.076315789473684,7.2894736842105265,5.088210805054749,18.93947368421053,55.21021147927623
Aaron Himelstein,20.017,16,16,154181026.375,41140625.0,93664960.1284246,5.91875,15.6875,15.994994334165924,17.487375,55.202226592832986
Dane DeHaan,42.383,13,27,91510889.5925926,29459259.259259257,50254723.45044725,6.322222222222223,5.2592592592592595,7.249994087316069,40.44544444444445,55.18728800724725
Edison Chen,16.624,18,35,30476724.22857143,7944257.142857143,31622596.07879228,6.039999999999999,4.714285714285714,6.860118402024553,15.394228571428572,55.18487591234637
Matthew Cardarople,17.613,12,25,91927681.92,14420000.0,35867444.84905497,6.02,14.76,17.491209220634232,11.47408,55.178264917307075
Michael Jibson,25.487,13,21,172190489.0,31462142.85714286,55066667.35640987,6.280952380952381,16.666666666666668,14.310613222138691,7.841666666666667,55.173811692999706
Charlie Cox,20.129,19,23,96555677.52173913,13594513.739130436,42374526.91813568,6.439130434782609,6.478260869565218,8.499972200555007,15.731695652173917,55.15129616245269
Cindy Busby,22.81,18,49,1824432.1020408163,1673469.387755102,6278820.099421517,5.6204081632653065,4.285714285714286,8.982977098435708,14.803061224489792,55.12882799007195
Stephen Merchant,22.632,15,30,52683385.3,14725000.0,22158928.787285727,6.383333333333332,9.966666666666669,11.931703799355544,14.411066666666668,55.11166089859978
María Valverde,56.257,18,34,9066588.705882354,6212634.617647059,24882970.462486867,6.1,2.6470588235294117,4.670825301436545,59.706,55.04742398560507
Logan Marshall-Green,25.904,18,24,61132961.041666664,22208333.333333332,44266220.3479006,6.391666666666667,8.083333333333334,9.690702875551503,26.812375,55.04364525587692
B.J. Novak,38.991,16,15,171331240.53333333,48950000.0,53602565.237122744,6.78,23.333333333333332,28.788114831568173,45.59160000000001,55.03006352734528
Andrew Daly,17.455,19,20,96102711.6,27987500.0,43862175.83237293,5.8999999999999995,17.05,12.395462879618494,14.358999999999998,55.02413151923738
Craig Robinson,23.823,16,52,55365864.09615385,21307692.596153848,40387325.76417583,6.15576923076923,9.442307692307692,8.634486892996332,18.149384615384616,55.0
Rooney Mara,33.001,17,38,29868881.97368421,14439144.736842103,30291726.08435909,6.678947368421052,4.815789473684211,6.492324468810092,31.01968421052633,55.0
Olivia Holt,17.877,14,12,2446013.5,0.0,0.0,6.083333333333333,4.416666666666667,4.838359455664928,22.970833333333335,55.0
Daisy Ridley,56.153,11,28,186037129.14285713,33821446.428571425,73652192.60669647,6.428571428571429,3.7857142857142856,6.7047805059265775,56.67385714285713,55.0
Utkarsh Ambudkar,23.874,16,23,33954250.666666664,10833333.333333334,24665540.51483342,5.875,9.958333333333334,15.94124411358439,27.335083333333333,54.988037244689686
Yeo Jin-goo,19.083,17,15,6642622.333333333,1487200.0,3814974.061947647,6.800000000000001,11.133333333333333,26.14030519247156,17.379400000000008,54.983462774001055
Chris Riggi,14.797,14,22,21480270.636363637,5454545.454545454,21046976.186891314,5.9409090909090905,8.636363636363637,18.4699890597631,9.181727272727272,54.966435659836975
J. D. Pardo,14.26,19,10,168954903.1,48900000.0,61409201.264957026,5.819999999999999,16.4,14.368020044529448,13.615100000000002,54.96330992047191
Virginie Efira,40.665,18,45,1154672.1333333333,1345659.7777777778,4293531.142718719,6.011111111111111,2.6444444444444444,8.000432087096728,30.715422222222216,54.96290345529342
Trevor Donovan,24.54,14,32,8925509.5625,4937500.0,16460060.563375823,5.809375,5.40625,12.895879610848576,18.06428125,54.93704614451788
Rick Gonzalez,30.123,17,27,39189082.03703704,15153722.222222222,26503088.203122087,6.040740740740741,9.444444444444445,10.826351026232704,23.938148148148148,54.910439790752456
Rupert Friend,68.961,19,31,16697425.516129032,10495161.29032258,15431076.493497755,6.467741935483872,4.387096774193548,5.3862274747720775,29.57206451612904,54.8312778015323
Sherri Shepherd,32.751,19,27,45254644.53571428,13071428.57142857,29445989.990669567,5.875000000000001,12.464285714285714,14.782910362155016,20.494285714285702,54.82936444293361
Boyd Holbrook,34.315,15,32,57418771.84375,25615625.0,54711733.82702631,6.371875000000001,4.46875,4.198097597424338,38.22925,54.81620521565381
Skandar Keynes,24.832,7,4,395091225.0,140000000.0,84631554.39905378,6.675000000000001,6.0,8.660254037844387,26.77575,54.73030123576396
Maria Dizzia,22.328,15,42,9334275.595238095,3281272.976190476,10149061.253617492,6.326190476190476,8.095238095238095,14.25751184432016,12.78454761904762,54.722826663187156
Lady Gaga,29.436,11,42,17972587.095238097,5952380.952380952,17214269.24849374,6.902380952380954,10.476190476190476,18.107138943676983,27.270095238095234,54.717855159203275
Brandon Jay McLaren,18.925,17,27,24325063.222222224,11074639.814814815,34840118.2991001,5.296296296296298,10.77777777777778,10.42551476065769,9.753518518518517,54.661688340951116
Imogen Poots,31.153,17,45,13753546.533333331,6341057.777777778,13662827.043892795,6.46,3.2888888888888888,5.004985169129862,29.427777777777784,54.6367599620808
Neil Sandilands,24.305,19,12,2535105.4166666665,9594166.666666666,20996548.310906302,6.266666666666667,10.083333333333334,19.91004073883884,12.37083333333333,54.62719324743497
Antje Traue,23.808,19,26,44597066.65384615,27519230.769230768,71404115.477335,6.300000000000001,5.615384615384615,4.820444625813323,24.824230769230763,54.58779971475448
Rihanna,14.997,16,27,55117727.2962963,25933333.333333332,56253500.302614905,6.592592592592592,9.444444444444445,19.40281257453334,15.795925925925928,54.56454666139156
François Civil,25.467,18,40,2493184.1,2318679.4,5969315.02084268,6.3149999999999995,5.175,7.572606882705585,16.956200000000003,54.52419218667728
Angela Sarafyan,20.371,19,38,23275757.89473684,9139473.684210526,26033839.713905193,5.576315789473685,5.052631578947368,5.712163238587104,18.757131578947373,54.5238900834581
Deepika Padukone,38.199,17,38,28925328.47368421,11283589.157894736,16316949.530822944,5.968421052631579,3.973684210526316,5.691576611215002,25.965105263157895,54.52360334645682
Chris Claremont,15.875,18,13,112281946.46153846,50773846.15384615,93268107.62844776,6.900000000000001,14.23076923076923,17.133654898401414,9.163,54.519947822704935
Jim Parrack,16.327,17,25,76571068.24,21680000.0,52565745.50027803,5.688000000000001,6.8,6.164414002968976,10.44124,54.517703484555156
Omar J. Dorsey,14.19,18,20,80249835.85,18450000.0,25132598.35353281,6.125000000000001,13.85,14.280318623896315,17.913400000000003,54.51674561510379
Aramis Knight,22.414,16,12,120737511.41666669,38708333.333333336,71125024.40929088,6.116666666666666,16.166666666666668,18.5823990796548,13.894916666666663,54.50655651392207
Stanley Anderson,17.819,13,26,104307250.03846154,34673076.92307692,39540374.28028283,6.176923076923076,12.884615384615383,10.326690299625469,11.445615384615383,54.47610279998926
Gugu Mbatha-Raw,31.71,15,31,57910941.67741936,22351768.774193548,44063430.26633962,6.4,4.419354838709677,4.7639384191219625,34.416,54.47088172405653
Adam Devine,35.795,16,28,65784936.321428575,15178571.42857143,25247423.59052075,6.064285714285715,5.964285714285714,7.272659873296225,22.510250000000003,54.46451660219821
Eric André,21.797,14,26,89974284.38461539,21130769.230769232,53151653.633952625,6.603846153846154,8.23076923076923,9.989639603523443,23.775999999999996,54.4633915850006
John Oliver,28.149,13,17,160863102.7647059,37473529.4117647,68897404.79541485,6.123529411764705,13.705882352941176,13.327391986530213,15.492117647058825,54.442652146304304
Rebecca Quin,19.687,8,63,88201.19047619047,2234.5555555555557,17594.908039361286,6.577777777777777,11.761904761904765,10.66028720795125,6.044349206349205,54.42130159842729
Hero Fiennes Tiffin,30.457,15,13,92262315.3846154,28461538.46153846,65309459.06824664,5.730769230769231,6.615384615384615,12.124599670082446,19.28692307692308,54.417392723275945
Mariya Ise,21.267,17,42,17140123.88095238,4536200.0,23143701.980740532,6.842857142857143,10.071428571428571,9.676660327925168,19.36495238095238,54.39614783285009
Jack Quaid,38.176,11,24,174706348.45833334,29085000.0,43631748.85714912,6.8875,10.458333333333334,11.803880600134102,48.25616666666667,54.393742154456476
Stephen Amell,15.833,17,20,12290631.65,7935570.0,29576193.665312987,6.44,9.1,16.976159754196477,15.633349999999998,54.384547139779265
Sabrina Ouazani,21.5,19,50,3003441.26,1522512.88,4724518.85836101,6.256,4.3,5.345091205957107,10.9904,54.348481971918446
Leslie Odom Jr.,15.69,11,24,23409283.75,10375000.0,19431101.5728222,6.3500000000000005,8.541666666666666,19.512771814606168,16.35391666666667,54.29876774546835
Jaimie Alexander,32.551,16,18,109153486.0,36234166.666666664,71576716.11343548,5.733333333333333,5.666666666666667,13.025615788386617,35.641333333333336,54.27983725268325
Kaya Scodelario,49.971,13,21,113703525.47619048,29142484.38095238,54335211.11638402,6.119047619047619,4.904761904761905,10.24418423582846,36.4425238095238,54.2732728462763
Abigail Spencer,46.779,17,22,39675534.09090909,21491363.636363637,52799667.89629153,5.654545454545454,5.045454545454546,4.675635812157945,47.38031818181818,54.27264082661783
Jonathan Cohen,19.576,18,44,1264961.681818182,3105826.090909091,11624069.80207092,5.968181818181819,6.409090909090909,5.314295394235259,14.445545454545448,54.26744030654651
Curtiss Cook,16.909,19,15,38388129.93333333,19366666.666666668,34117672.18840634,6.4399999999999995,13.2,16.21192976380871,6.8205333333333344,54.206809784157514
Dianna Agron,22.33,17,30,29746218.666666668,12218333.333333334,33345925.496561375,5.539999999999998,5.733333333333333,10.673747649672483,20.681666666666665,54.20306207774592
Eric Edelstein,15.14,17,26,74271744.88461539,9515384.615384616,29429154.726716064,5.776923076923078,9.923076923076923,8.887861544839495,8.359384615384617,54.199860650322904
Alexandra Shipp,22.7,14,25,151354038.76,32816000.0,58631327.32592705,6.108,5.8,11.14629983447422,25.88932,54.135957318119694
Jeremy Bobb,15.705,15,17,29869306.05882353,11535294.11764706,24473201.217958212,6.505882352941177,12.176470588235292,21.066380504093544,13.496823529411763,54.11463541333889
Alex Meraz,16.729,14,14,208563090.42857143,37307142.85714286,52632804.331868306,5.464285714285715,13.785714285714286,12.416455506582334,19.319714285714287,54.10789973264444
Aaron Tveit,31.979,14,17,29481204.411764707,7647058.823529412,16138886.820969692,6.5,10.058823529411764,20.70086837688442,20.939764705882354,54.099853604857884
Elizabeth Marvel,21.361,16,31,35088089.90322581,14258064.516129032,26999364.080845144,6.358064516129032,10.03225806451613,13.691258974999322,29.82206451612903,54.09762429035531
Moisés Arias,21.46,17,30,58329638.4,17955000.0,33171596.760883648,5.896666666666667,5.0,4.809712396114068,17.352700000000006,54.076410869530115
